Anchor1,Anchor2,Anchor3,Anchor4
3.79,3.12,3.38,4.09
3.79,3.29,3.41,4.18
3.8,3.28,3.43,4.68
3.79,3.24,3.41,3.83
3.81,3.21,3.36,3.96
3.79,3.18,3.37,3.87
3.8,3.2,3.33,3.9
3.77,3.2,3.31,3.99
3.72,3.2,3.24,3.93
3.79,3.28,3.22,3.88
3.66,3.37,3.19,3.93
3.64,3.38,3.16,3.88
3.68,3.32,3.16,3.93
3.62,3.3,3.12,3.93
3.68,3.41,3.11,3.87
3.62,3.37,3.02,3.9
3.58,3.46,2.98,3.95
3.7,3.5,3.01,3.96
3.55,3.41,3.05,3.98
3.58,3.77,3.04,4
3.46,3.45,2.97,4.02
3.47,3.43,2.97,4.08
3.4,3.38,2.97,4.05
3.37,3.31,2.95,4.02
3.38,3.33,2.92,4.08
3.34,3.3,2.89,4.11
3.35,3.33,2.85,4.11
3.35,3.33,2.84,4.07
3.28,3.41,2.88,4.1
3.33,3.44,2.74,4.22
3.33,3.51,2.69,4.15
3.3,3.51,2.74,4.16
3.32,3.48,2.65,4.16
3.26,3.64,2.67,4.21
3.26,3.63,2.61,4.21
3.27,3.65,2.55,4.17
3.3,3.67,2.55,4.13
3.24,3.72,2.51,4.18
3.23,3.69,2.52,4.22
3.23,3.7,2.52,4.24
3.24,3.75,2.52,4.27
3.27,3.73,2.45,4.29
3.26,3.74,2.49,4.23
3.19,3.75,2.54,4.32
3.17,3.72,2.54,4.26
3.18,3.75,2.52,4.26
3.12,3.82,2.63,4.38
3.07,3.72,2.56,4.38
3.03,3.72,2.64,4.46
3.04,3.71,2.68,4.49
2.96,3.63,2.64,4.47
3.01,3.6,2.61,4.47
3.05,3.7,2.62,4.49
3,3.74,2.57,4.51
2.97,3.75,2.58,4.55
2.95,3.75,2.51,4.6
2.99,3.78,2.6,4.63
2.99,3.79,2.53,4.54
2.97,3.86,2.56,4.57
2.98,3.85,2.52,4.59
3,3.92,2.54,4.48
2.98,3.91,2.44,4.59
2.97,3.86,2.43,4.53
2.97,3.88,2.44,4.61
2.97,3.86,2.42,4.59
3.03,3.85,2.39,4.65
3.03,3.81,2.32,4.54
3.09,3.87,2.29,4.51
3.1,3.75,2.26,4.5
3.06,3.86,2.28,4.59
3.14,3.87,2.4,4.57
3.16,3.81,2.38,4.64
3.18,3.78,2.4,4.62
3.12,3.77,2.5,4.56
3.11,3.79,2.55,4.58
3.1,3.81,2.48,4.62
3.1,3.78,2.47,4.55
3.1,3.82,2.46,4.41
3.11,3.7,2.52,4.44
3.14,3.64,2.52,4.46
3.11,3.62,2.61,4.39
3.04,3.64,2.69,4.46
3.07,3.57,2.67,4.47
3,3.56,2.64,4.62
3.02,3.59,2.71,4.68
2.97,3.57,2.83,4.74
2.92,3.55,2.82,4.68
2.9,3.35,2.82,4.64
2.83,3.41,2.79,4.74
2.79,3.31,2.87,4.83
2.75,3.26,2.89,4.78
2.71,3.16,2.9,4.87
2.7,3.17,2.93,4.87
2.67,3.19,2.88,4.81
2.67,3.19,2.97,4.83
2.6,3.18,3.01,4.89
2.54,3.13,3.05,4.94
2.47,3.14,3.16,4.94
2.37,2.99,3.15,5.06
2.35,3.01,3.23,4.96
2.36,2.94,3.31,5.05
2.4,2.89,3.33,4.96
2.33,2.91,3.34,5.06
2.32,2.83,3.34,5.19
2.34,2.87,3.43,5.23
2.26,2.88,3.37,5.34
2.24,2.78,3.46,5.39
2.18,2.77,3.49,5.52
2.22,2.73,3.47,5.51
2.06,2.74,3.51,5.57
2.1,2.74,3.55,5.54
2.03,2.66,3.6,5.56
2,2.68,3.62,5.61
1.96,2.65,3.7,5.63
1.92,2.57,3.66,5.57
1.93,2.61,3.67,5.64
1.89,2.58,3.72,5.65
1.92,2.59,3.82,5.67
1.83,2.53,3.89,5.7
1.88,2.52,3.9,5.66
1.79,2.47,3.94,5.64
1.82,2.45,4,5.66
1.83,2.4,4.06,5.85
1.72,2.41,4.12,6.13
1.64,2.29,4.15,6.1
1.64,2.29,4.22,6.04
1.7,2.26,4.23,6.09
1.58,2.29,4.24,6.11
1.64,2.21,4.29,6.05
1.54,2.18,4.34,6.02
1.59,2.21,4.37,6.11
1.51,2.24,4.5,6.06
1.55,2.25,4.46,6.03
1.56,2.3,4.45,6.13
1.5,2.24,4.43,6.14
1.55,2.25,4.44,6.19
1.51,2.21,4.42,6.11
1.65,2.22,4.48,6.16
1.67,2.21,4.37,6.1
1.7,2.3,4.41,6.1
1.56,2.21,4.42,6.14
1.65,2.17,4.37,6.24
1.65,2.23,4.4,6.17
1.73,2.14,4.46,6.16
1.7,2.14,4.45,6.16
1.67,2.12,4.44,6.12
1.68,2.13,4.52,6.08
1.77,2.07,4.52,6.07
1.75,2.07,4.51,6.08
1.82,2.09,4.53,6.03
1.87,2.09,4.5,5.97
1.95,1.99,4.62,5.92
1.93,1.93,4.6,6.07
1.99,1.81,4.56,5.65
2.03,1.83,5.32,6.12
2.18,1.74,5.48,6.06
2.06,1.7,4.64,5.99
2.14,1.7,4.6,5.97
2.19,1.64,4.73,5.9
2.23,1.66,4.62,5.95
2.28,1.64,5.1,5.89
2.29,1.59,4.74,5.91
2.31,1.56,4.79,5.8
2.37,1.56,4.74,5.8
2.41,1.52,4.81,5.72
2.5,1.49,4.75,5.66
2.59,1.5,4.69,5.69
2.58,1.48,4.67,5.76
2.62,1.46,4.73,5.71
2.57,1.47,4.79,5.64
2.59,1.49,4.73,5.58
2.58,1.41,4.85,5.59
2.77,1.42,4.91,5.62
2.81,1.37,4.95,5.63
2.74,1.32,4.94,5.66
2.77,1.31,5,5.67
2.83,1.24,5.04,5.65
2.82,1.19,5.04,5.64
3.04,1.13,5.04,5.6
3.03,1.13,5.04,5.72
2.99,1.27,5.05,5.71
3.11,1.51,5.07,5.66
3.24,1.31,5.02,5.6
3.2,1.41,5.15,5.64
3.19,1.53,5.13,5.68
3.26,1.57,5.07,5.63
3.32,1.59,5.08,5.66
2.97,1.62,5.06,5.69
3.58,1.72,5.04,5.75
2.91,1.71,4.97,6.12
2.96,1.92,5.01,6.02
2.9,1.22,5.01,6.02
3.06,1.72,5.03,6.01
3.07,1.57,4.99,6.09
3.06,1.65,4.94,5.99
3.02,1.65,4.93,5.65
3.05,1.57,4.93,5.62
2.98,1.55,4.91,5.56
2.99,1.51,4.92,5.65
3.04,1.51,4.84,5.53
3.02,1.61,4.79,5.54
3.08,1.58,4.78,5.52
3.04,1.59,4.79,5.52
3.15,1.7,4.84,5.47
3.15,1.5,4.73,5.38
3.19,1.46,4.67,5.33
3.34,1.42,4.71,5.27
3.19,1.54,4.57,5.32
3.47,1.57,4.61,5.31
3.33,1.66,4.55,5.18
3.34,1.74,4.47,5.13
3.26,1.78,4.42,5.09
3.54,1.8,4.31,5.03
3.03,1.86,4.33,4.97
3.44,1.95,4.3,4.95
3.09,1.98,4.26,4.94
3.22,2,4.26,4.92
3.65,2.06,4.25,4.82
3.46,2.03,4.14,4.84
3.48,2.04,4.15,4.77
3.4,2.09,4.16,4.74
3.36,2.1,4.17,4.79
3.25,2.17,4.17,4.73
3.21,2.28,4.02,4.74
3.14,2.28,4.04,4.73
3.16,2.28,3.94,4.67
3.16,2.34,3.95,4.62
3.22,2.39,3.93,4.56
3.39,2.42,3.84,4.55
3.37,2.45,3.8,4.53
3.35,2.43,3.8,4.55
3.36,2.5,3.76,4.57
3.47,2.53,3.69,4.56
3.32,2.58,3.72,4.5
3.37,2.65,3.67,4.53
3.45,2.69,3.65,4.31
3.34,2.83,3.61,4.29
3.63,2.82,3.56,4.23
3.5,2.76,3.54,4.15
3.55,2.82,3.59,4.1
3.57,2.91,3.54,3.97
3.53,2.99,3.46,3.95
3.6,2.98,3.45,3.99
3.62,3.02,3.41,3.98
3.63,3.1,3.48,3.99
3.86,3.11,3.38,3.9
3.76,3.12,3.32,3.94
3.79,3.14,3.29,3.93
3.78,3.17,3.25,3.88
3.79,3.17,3.27,3.8
3.8,3.2,3.23,3.81
3.78,3.18,3.22,3.8
3.75,3.28,3.25,3.85
3.75,3.55,3.23,3.76
3.78,3.68,3.16,3.72
3.89,3.68,3.19,3.74
3.89,3.41,3.17,3.73
3.95,3.37,3.21,3.7
3.89,3.49,3.18,3.67
4.05,3.59,3.16,3.6
4.03,3.59,3.2,3.6
4.04,3.6,3.19,3.6
4.02,3.56,3.18,3.59
3.99,3.57,3.25,3.58
4.01,3.54,3.19,3.6
3.95,3.49,3.17,3.69
3.91,3.52,3.25,3.74
3.99,3.55,3.23,3.88
4.06,3.73,3.22,3.85
3.99,3.87,3.25,3.85
3.88,3.8,3.23,3.73
3.93,3.75,3.24,3.65
3.9,3.62,3.16,3.69
3.94,3.72,3.2,3.71
3.84,3.27,3.19,3.74
3.8,3.28,3.19,3.78
3.81,3.56,3.22,3.83
3.81,3.48,3.19,3.86
3.73,3.6,3.18,3.98
3.76,3.66,3.13,4.14
3.73,3.48,3.08,4.11
3.78,3.42,3.02,4.21
3.71,3.32,3.04,4.01
3.73,3.79,2.98,4.09
3.7,3.91,2.95,4.03
3.73,3.86,2.93,3.93
3.72,3.56,2.88,3.98
3.65,3.51,2.82,4.19
3.62,3.77,2.82,4.15
3.64,4.12,2.77,4.04
3.53,3.95,2.74,3.7
3.62,3.78,2.72,3.95
3.54,3.45,2.7,4.04
3.57,3.85,2.72,4
3.5,3.48,2.7,4.18
3.47,3.57,2.74,4.18
3.48,3.57,2.72,4.23
3.42,3.61,2.63,4.36
3.4,3.68,2.64,4.27
3.4,3.62,2.61,4.27
3.3,3.69,2.56,4.31
3.33,3.63,2.58,4.33
3.36,3.84,2.56,4.22
3.41,3.75,2.52,4.13
3.36,3.86,2.52,4.17
3.32,3.83,2.49,4.23
3.34,3.87,2.39,4.23
3.33,3.85,2.4,4.19
3.33,3.94,2.37,4.24
3.32,4.03,2.34,4.23
3.24,4.05,2.38,4.27
3.19,4.09,2.39,4.23
3.14,3.96,2.39,4.33
3.2,3.86,2.37,4.35
3.13,3.93,2.38,4.32
3.1,3.88,2.45,4.36
3.11,3.92,2.54,4.4
3.08,3.84,2.52,4.53
2.99,3.8,2.59,4.47
3.02,3.86,2.56,4.5
3.04,3.81,2.58,4.49
2.99,3.78,2.66,4.6
3.03,3.79,2.51,4.56
3.02,3.76,2.52,4.53
3.04,3.81,2.54,4.49
3.06,3.86,2.62,4.54
3.07,3.84,2.68,4.42
3.04,3.88,2.5,4.44
3.1,3.86,2.59,4.43
3.07,3.8,2.5,4.44
3,3.74,2.5,4.47
3.05,3.71,2.44,4.53
2.99,3.73,2.44,4.49
2.95,3.7,2.39,4.52
2.98,3.65,2.45,4.53
2.95,3.67,2.56,4.6
2.93,3.6,2.63,4.61
2.89,3.55,2.63,4.63
2.89,3.52,2.6,4.77
2.83,3.51,2.58,4.62
2.84,3.56,2.64,4.75
2.78,3.5,2.71,4.7
2.83,3.42,2.76,4.76
2.74,3.34,2.76,4.72
2.63,3.36,2.85,4.92
2.72,3.31,2.88,4.96
2.66,3.26,2.93,4.97
2.65,3.28,2.97,5.03
2.64,3.23,3.05,4.99
2.56,3.21,3.08,5.04
2.48,3.23,3.06,5.06
2.49,3.16,3.11,5.02
2.49,3.14,3.23,5.04
2.41,3.11,3.26,5.09
2.25,3.09,3.26,5.1
2.28,3.11,3.29,5.12
2.22,2.99,3.36,5.2
2.14,3.11,3.42,5.18
2.14,2.99,3.44,5.31
2.16,2.96,3.44,5.31
2.13,2.96,3.43,5.33
2.12,2.82,3.51,5.34
2.06,2.8,3.53,5.47
2.05,2.86,3.64,5.49
2.01,2.72,3.67,5.52
1.98,2.73,3.77,5.51
1.93,2.74,3.74,5.52
2.01,2.68,3.81,5.51
1.95,2.64,3.76,5.55
1.92,2.66,3.74,5.59
1.93,2.6,3.79,5.59
1.99,2.55,3.89,5.64
1.88,2.61,3.88,5.67
1.86,2.57,3.93,5.67
1.79,2.58,3.87,5.75
1.82,2.57,3.94,5.74
1.83,2.52,3.98,5.78
1.87,2.5,4,5.77
1.86,2.5,4,5.76
1.86,2.51,4.05,5.85
1.82,2.44,4.01,5.75
1.79,2.5,4.01,5.81
1.8,2.49,4.09,5.81
1.74,2.5,4.1,5.72
1.82,2.41,4.06,5.83
1.86,2.39,4.18,5.91
1.83,2.35,4.14,5.85
1.78,2.35,4.07,5.96
1.73,2.3,4.19,5.91
1.72,2.26,4.11,5.97
1.74,2.19,4.16,5.8
1.79,2.22,4.25,5.87
1.72,2.19,4.22,5.95
1.76,2.2,4.28,5.91
1.77,2.16,4.28,5.9
1.78,2.22,4.26,5.95
1.78,2.14,4.24,5.94
1.72,2.24,4.26,5.89
1.74,2.14,4.22,5.87
1.72,2.19,4.22,5.94
1.72,2.18,4.22,5.86
1.73,2.14,4.28,5.89
1.73,2.22,4.31,5.97
1.72,2.14,4.33,5.87
1.71,2.14,4.25,5.93
1.71,2.17,4.23,5.88
1.75,2.14,4.28,5.95
1.77,2.18,4.27,5.87
1.82,2.21,4.3,5.95
1.81,2.16,4.28,6.07
1.78,2.19,4.26,6.01
1.81,2.14,4.26,6.13
1.81,2.19,4.25,6.02
1.8,2.22,4.3,5.92
1.81,2.19,4.28,5.97
1.77,2.21,4.26,6.09
1.75,2.26,4.3,5.94
1.79,2.29,4.25,5.99
1.78,2.21,4.28,5.98
1.76,2.16,4.26,6.02
1.8,2.13,4.28,5.92
1.8,2.17,4.23,6.23
1.79,2.26,4.31,6.14
1.88,2.16,4.3,6.06
1.93,2.13,4.31,5.89
1.88,2.11,4.39,5.96
1.95,2.04,4.34,5.81
1.98,1.99,4.38,5.84
2.06,1.97,4.31,5.73
2.07,1.9,4.31,5.82
2.15,1.87,4.39,5.61
2.16,1.91,4.3,5.64
2.15,1.88,4.36,5.81
2.2,1.89,4.4,5.85
2.22,1.87,4.34,5.65
2.25,1.84,4.42,5.73
2.34,1.82,4.46,5.7
2.45,1.83,4.47,5.64
2.28,1.75,4.54,5.65
2.27,1.65,4.56,5.7
2.6,1.63,4.56,5.78
2.6,1.62,4.58,5.7
2.69,1.57,4.68,5.61
2.7,1.58,4.66,5.63
2.62,1.52,4.72,5.65
2.61,1.55,4.74,5.69
2.63,1.44,4.71,5.72
2.43,1.45,4.76,5.61
2.52,1.54,4.78,5.71
2.56,1.45,4.88,5.61
2.76,1.43,4.86,5.74
2.79,1.38,4.95,5.66
2.84,1.43,4.91,5.58
2.84,1.33,4.91,5.7
2.96,1.37,4.96,5.67
2.81,1.34,4.98,5.74
2.74,1.26,5,5.71
2.74,1.24,5.01,5.58
2.8,1.74,5.01,5.54
2.8,1.64,5.03,5.49
2.93,1.55,5.02,5.54
3,1.41,5.06,5.64
3.34,1.48,4.98,5.67
3.28,1.49,5.01,5.64
3.26,1.46,5.05,5.62
3.22,1.46,5.05,5.63
3.33,1.45,4.99,5.64
3.39,1.51,5.04,5.7
3.38,1.49,5.04,5.68
3.34,1.47,4.98,5.72
3.23,1.48,5,5.69
3.22,1.49,4.99,5.57
3.11,1.53,4.97,5.65
3.07,1.55,4.97,5.59
3.13,1.54,4.96,5.57
3.06,1.61,4.87,5.53
3.07,1.67,4.88,5.42
3.07,1.67,4.86,5.48
2.99,1.67,4.87,5.4
3.02,1.72,4.87,5.33
3.07,1.74,4.83,5.35
3.19,1.76,4.81,5.4
3.18,1.87,4.81,5.26
3.19,2.03,4.83,5.27
3.25,1.93,4.68,5.26
3.23,1.88,4.69,5.11
3.18,1.83,4.68,5.03
3.1,1.96,4.57,5.05
3.13,1.67,4.58,5.13
3.56,1.83,4.52,5.08
3.29,1.85,4.5,5.06
3.32,1.9,4.41,5.03
3.21,2.21,4.38,4.91
3.19,2.42,4.37,4.83
3.22,2.79,4.35,4.87
3.3,2.02,4.26,4.85
3.19,2.18,4.17,4.74
3.31,2.18,4.22,4.75
3.34,2.84,4.22,4.68
3.48,2.94,4.16,4.62
3.58,2.99,4.11,4.58
3.48,2.93,4.04,4.51
3.47,2.6,4.09,4.51
3.45,2.63,3.99,4.44
3.39,2.82,4.01,4.48
3.48,2.6,3.95,4.47
3.5,2.59,3.89,4.36
3.49,2.6,3.92,4.3
3.48,2.57,3.89,4.28
3.54,2.75,3.88,4.22
3.62,2.63,3.85,4.25
3.64,2.81,3.76,4.36
3.62,2.86,3.74,4.24
3.69,3.04,3.68,4.21
3.73,3.11,3.7,4.15
3.7,2.8,3.69,4.04
3.7,2.92,3.71,4.08
3.7,2.91,3.66,3.95
3.76,2.89,3.65,4.03
3.74,2.95,3.6,3.96
3.76,2.93,3.66,4
3.75,3.35,3.62,4.05
3.72,3.58,3.57,4.04
3.76,3.56,3.52,4.12
3.61,2.85,3.51,4.12
3.69,3.15,3.6,4.08
3.6,3.25,3.62,4.01
3.72,3.56,3.6,4.05
3.74,2.87,3.63,4.02
3.55,3.23,3.63,4.08
3.62,2.81,3.63,4.12
3.59,2.86,3.63,4.2
3.55,2.89,3.44,4.24
3.49,3.11,3.63,4.22
3.45,2.87,3.5,4.24
3.44,2.75,3.47,4.26
3.41,2.84,3.34,4.26
3.4,2.89,3.32,4.44
3.41,2.89,3.28,4.23
3.35,2.95,3.32,4.39
3.31,3.32,3.21,4.09
3.28,2.9,3.12,4.41
3.32,3,3.14,4.38
3.27,2.99,3.1,4.34
3.3,3.03,3.08,4.38
3.26,3.74,2.95,4.27
3.17,3.72,2.98,4.21
3.15,3.11,2.94,4.3
3.17,3.19,2.95,4.29
3.06,3.24,2.9,4.38
3.02,3.48,2.88,4.43
3,3.4,2.9,4.47
3,3.36,2.85,4.47
2.91,3.4,2.85,4.38
2.97,3.52,2.82,4.45
2.94,3.49,2.82,4.55
2.86,3.47,2.78,4.53
2.94,3.56,2.76,4.55
2.98,3.56,2.79,4.5
2.96,3.55,2.77,4.57
2.97,3.61,2.74,4.62
2.87,3.58,2.72,4.63
2.82,3.52,2.67,4.67
2.88,3.54,2.65,4.72
2.91,3.58,2.74,4.69
2.81,3.77,2.74,4.72
2.74,3.74,2.79,4.75
2.74,3.75,2.78,4.78
2.74,3.7,2.78,4.83
2.77,3.65,2.83,4.83
2.73,3.65,2.92,4.77
2.76,3.64,2.74,4.83
2.74,3.65,2.71,4.9
2.72,3.68,2.74,4.91
2.76,3.58,2.68,4.89
2.82,3.72,2.74,4.88
2.76,3.67,2.77,4.81
2.76,3.64,2.7,4.79
2.72,3.62,2.72,4.8
2.73,3.5,2.75,4.73
2.75,3.58,2.77,4.68
2.82,3.45,2.78,4.81
2.72,3.43,2.8,4.74
2.72,3.42,2.83,4.81
2.62,3.32,2.83,4.79
2.66,3.33,2.87,4.85
2.64,3.35,2.93,4.83
2.58,3.28,2.95,4.96
2.6,3.3,2.99,4.97
2.54,3.28,3.04,5.03
2.49,3.15,3.12,4.97
2.38,3.18,3.1,5.07
2.34,3.2,3.18,5.09
2.36,3.2,3.18,5.15
2.3,3.09,3.24,5.24
2.24,3.05,3.26,5.26
2.22,3.01,3.31,5.31
2.16,2.95,3.36,5.33
2.02,2.97,3.39,5.34
2.02,3.01,3.45,5.33
1.99,2.9,3.49,5.42
1.95,2.85,3.55,5.5
2.02,2.81,3.69,5.49
1.91,2.77,3.72,5.45
1.85,2.75,3.84,5.52
1.83,2.74,3.89,5.86
1.76,2.61,3.93,5.82
1.75,2.64,4.01,5.88
1.68,2.66,3.93,5.86
1.66,2.54,3.94,5.97
1.67,2.54,4.02,6.08
1.67,2.63,4.07,6.02
1.65,2.55,4.06,5.89
1.58,2.53,4.18,5.89
1.62,2.52,4.14,5.91
1.6,2.52,4.12,5.9
1.61,2.45,4.2,5.94
1.62,2.44,4.22,5.88
1.6,2.34,4.22,5.89
1.62,2.35,4.21,6
1.66,2.27,4.31,5.99
1.62,2.26,4.3,5.91
1.7,2.33,4.26,6.01
1.74,2.28,4.21,6.16
1.78,2.3,4.21,5.87
1.77,2.26,4.23,5.79
1.82,2.23,4.26,6.04
1.85,2.15,4.3,5.95
1.85,2.14,4.37,5.91
1.9,2.04,4.61,5.97
1.91,2,4.44,5.87
1.92,1.97,4.43,5.92
1.99,1.98,4.48,5.74
2,1.87,4.51,6.28
2.13,1.81,4.48,6.13
2.16,1.82,4.52,6.09
2.16,1.68,4.49,6
2.25,1.75,4.95,5.85
2.38,1.67,4.48,5.8
2.5,1.67,4.59,5.69
2.6,1.63,4.65,5.78
2.54,1.63,4.62,5.73
2.45,1.61,4.6,5.67
2.44,1.62,4.64,5.99
2.49,1.62,4.63,6.02
2.61,1.62,4.63,5.7
2.72,1.6,4.62,5.54
2.68,1.49,4.72,5.42
2.75,1.49,4.67,5.48
2.81,1.47,4.82,5.6
2.85,1.4,4.87,5.53
2.8,1.33,4.79,5.59
2.88,1.29,4.92,5.35
2.95,1.34,4.93,6.19
3.02,1.28,4.98,6.21
3.02,1.25,4.97,6.23
3.03,1.29,5.31,5.45
3.05,1.27,4.99,5.57
3.11,1.26,4.98,6.15
3.06,1.33,4.93,6.36
3.36,1.35,5,6.92
3.37,1.3,4.97,5.6
3.19,1.37,4.98,7.31
3.02,1.4,4.86,5.7
2.99,1.38,4.91,5.7
2.91,1.38,4.85,5.52
2.92,1.42,4.8,5.53
2.9,1.48,4.8,5.55
2.87,1.33,4.82,5.52
2.83,1.74,4.87,5.53
2.87,1.93,4.82,5.61
3.04,1.68,4.8,5.53
3.11,1.5,4.71,5.55
3.06,1.56,4.72,5.41
3.08,1.53,4.7,5.31
3.18,1.7,4.68,5.2
2.95,1.77,4.61,5.19
3.05,1.69,4.58,5.15
3.34,1.78,4.45,5.05
3.29,1.83,4.42,5.06
3.14,1.77,4.38,5.08
3.16,1.98,4.28,4.97
3.04,1.97,4.22,5.01
3.03,1.97,4.26,5.02
3.22,2.05,4.24,5.11
3.24,2.08,4.12,4.84
3.07,2.11,4.08,4.82
3.04,2.18,4.07,4.85
3.05,2.32,3.96,4.79
3.16,2.37,3.97,4.76
3.2,2.37,4.01,4.76
3.18,2.46,3.89,4.63
3.24,2.52,3.84,4.67
3.33,2.55,3.82,4.61
3.34,2.59,3.85,4.57
3.59,2.59,3.84,4.52
3.42,2.62,3.77,4.54
3.43,2.74,3.64,4.38
3.44,2.79,3.59,4.29
3.4,2.78,3.57,4.56
3.48,2.89,3.52,4.36
3.56,2.98,3.42,4.27
3.47,2.93,3.41,4.3
3.59,2.97,3.34,4.19
3.56,3.04,3.39,4.15
3.67,3.06,3.37,4.12
3.65,3.13,3.31,4.16
3.72,3.24,3.29,4.07
3.67,3.27,3.31,3.99
3.75,3.31,3.28,3.96
3.78,3.25,3.24,4.02
3.85,3.23,3.26,3.86
3.8,3.4,3.24,3.82
3.85,3.6,3.22,3.76
3.91,3.53,3.21,3.73
3.87,3.58,3.21,3.69
3.92,3.64,3.21,3.68
3.85,3.64,3.18,3.79
3.89,3.8,3.16,3.73
3.88,3.68,3.12,3.6
3.88,3.56,3.15,3.72
3.86,3.61,3.12,3.59
3.86,3.63,3.12,3.58
3.88,3.62,3.04,3.52
3.9,3.52,3.06,3.57
3.89,3.7,3.09,3.59
3.91,3.41,3.12,3.69
3.89,3.48,3.06,3.83
3.85,3.42,3.09,3.74
3.94,3.48,3.01,3.72
3.89,3.54,3.01,3.75
3.85,3.5,3.03,3.76
3.81,3.48,2.97,3.8
3.77,3.55,2.96,3.77
3.79,3.41,3.01,3.72
3.8,3.32,2.99,3.72
3.75,3.38,3.02,4.35
3.76,3.36,2.98,4.04
3.66,3.39,2.96,3.89
3.72,3.44,2.9,3.83
3.72,3.46,2.86,3.93
3.71,3.43,2.82,3.94
3.69,3.41,2.8,3.93
3.72,3.42,2.76,3.8
3.71,3.36,2.75,3.77
3.64,3.43,2.71,3.81
3.63,3.49,2.71,3.93
3.61,3.46,2.7,3.97
3.57,3.53,2.57,3.97
3.54,3.55,2.57,3.98
3.5,3.63,2.6,3.96
3.36,3.63,2.62,3.99
3.42,3.71,2.56,4.01
3.42,3.72,2.59,3.99
3.41,3.7,2.46,4
3.42,3.72,2.46,4.02
3.38,3.74,2.39,4.08
3.45,3.86,2.39,4.12
3.38,3.79,2.45,4.06
3.38,3.86,2.37,4.06
3.34,3.91,2.43,4.16
3.28,3.92,2.36,4.16
3.29,3.93,2.34,4.22
3.29,3.97,2.34,4.28
3.26,3.88,2.37,4.29
3.26,3.9,2.4,4.29
3.23,3.92,2.43,4.27
3.23,3.97,2.38,4.33
3.15,3.9,2.38,4.36
3.1,3.9,2.5,4.38
3.11,3.82,2.5,4.4
3.07,3.84,2.59,4.43
3.06,3.78,2.62,4.44
3.09,3.73,2.5,4.4
3.1,3.68,2.52,4.38
3.08,3.7,2.53,4.45
3.05,3.65,2.53,4.53
3.04,3.65,2.52,4.51
2.97,3.64,2.56,4.49
3.01,3.67,2.52,4.54
3.01,3.6,2.54,4.54
2.99,3.6,2.56,4.58
2.96,3.56,2.65,4.59
2.96,3.56,2.62,4.59
2.9,3.5,2.69,4.6
2.87,3.5,2.67,4.67
2.85,3.45,2.73,4.64
2.78,3.4,2.76,4.74
2.73,3.35,2.82,4.79
2.74,3.3,2.89,4.89
2.7,3.27,2.89,4.86
2.68,3.2,3.01,4.85
2.6,3.11,3.06,4.95
2.54,3.1,3.1,4.95
2.55,3.09,3.21,4.97
2.43,2.99,3.3,5.02
2.32,2.96,3.29,5.09
2.3,2.91,3.39,5.15
2.28,2.93,3.39,5.21
2.24,2.85,3.43,5.29
2.26,2.79,3.49,5.33
2.19,2.71,3.57,5.42
2.05,2.67,3.68,5.43
2.04,2.7,3.67,5.43
2.06,2.67,3.72,5.49
2.04,2.56,3.75,5.53
1.99,2.53,3.79,5.56
2.01,2.49,3.91,5.55
1.97,2.39,3.93,5.63
1.89,2.43,4.02,5.64
1.94,2.35,4.09,5.69
1.91,2.35,4.16,5.66
1.88,2.27,4.24,5.77
1.88,2.28,4.2,5.83
1.8,2.23,4.3,5.81
1.73,2.15,4.39,5.93
1.67,2.19,4.36,5.96
1.73,2.09,4.42,6.09
1.69,2.11,4.45,6.03
1.67,2.06,4.51,6.12
1.62,2.07,4.51,6.12
1.7,2.08,4.53,6.14
1.68,2.08,4.47,6.24
1.64,2.04,4.5,6.21
1.68,2.07,4.47,6.18
1.65,2.08,4.57,6.2
1.63,2.06,4.56,6.22
1.63,2.09,4.54,6.16
1.6,2.11,4.55,6.15
1.6,2.07,4.56,6.17
1.63,1.99,4.6,6.23
1.66,1.95,4.6,6.21
1.74,1.99,4.68,6.18
1.7,2.07,4.66,6.15
1.82,1.99,5.24,6.08
1.81,1.98,4.73,6.22
1.73,1.92,4.61,6.28
1.71,2.07,4.63,6.4
1.82,2.03,4.55,6.32
2,1.98,4.76,6.18
1.95,2.07,4.83,6.24
1.81,2.05,4.73,6.44
1.9,2.06,4.69,6.45
1.97,2.17,4.63,6.55
2.1,2.1,4.62,6.53
2.02,2.09,4.69,6.53
1.99,2.11,4.71,6.55
1.99,2.15,4.68,6.7
2,2.15,4.69,6.68
2.03,2.11,4.68,6.61
2,2.16,4.66,6.76
1.93,2.22,4.74,6.79
2.41,2.2,4.76,6.72
2.38,2.21,4.7,6.74
2.38,2.14,4.68,6.76
2.32,2.18,4.7,6.73
2.3,2.2,4.72,6.75
2.37,2.17,4.72,6.74
2.43,2.18,4.72,6.71
