Anchor1,Anchor2,Anchor3,Anchor4
3.15,1.14,5.01,5.69
3.25,1.19,4.98,6.22
3.19,1.62,5.06,5.95
3.19,1.3,4.98,5.87
3.25,1.35,5.08,5.82
3.29,1.26,5.06,5.75
3.35,1.69,4.96,5.77
3.33,1.15,5.04,5.69
3.25,1.12,4.96,5.66
3.34,1.04,5.05,5.75
3.31,1.28,5.01,5.78
3.26,1.3,4.99,5.79
3.32,1.35,4.97,5.78
3.34,1.25,4.96,5.72
3.25,1.26,5.03,5.83
3.21,1.22,4.97,5.67
2.77,1.28,5,5.85
2.6,1.32,4.91,5.74
2.63,1.41,4.92,5.73
2.73,1.33,4.92,5.68
3.09,1.33,4.91,5.64
3.22,1.34,4.88,5.71
3.19,1.39,4.91,5.61
3.08,1.44,4.71,5.63
3.19,1.41,4.76,5.55
3.17,1.48,4.77,5.55
3.16,1.47,4.71,5.55
3.16,1.54,4.66,5.47
3.16,1.54,4.62,5.38
3.22,1.55,4.59,5.4
3.24,1.63,4.56,5.3
3.3,1.73,4.54,5.26
3.35,1.74,4.43,5.33
3.29,1.77,4.38,5.22
3.45,1.81,4.45,5.18
3.45,1.81,4.36,5.03
3.47,1.93,4.36,5.07
3.91,1.97,4.26,5.05
3.64,1.99,4.2,4.92
3.13,2.08,4.16,4.84
3.08,2.09,4.17,4.92
2.98,2.09,4.11,4.86
4.46,2.22,4.01,4.85
3.06,2.18,4.01,4.74
3.23,2.3,3.99,4.73
3.11,2.34,3.91,4.69
3.33,2.37,3.91,4.67
3.36,2.38,3.8,4.6
3.26,2.39,3.83,4.54
3.6,2.49,3.79,4.5
3.61,2.56,3.75,4.46
3.27,2.6,3.72,4.43
3.44,2.56,3.66,4.46
3.38,2.73,3.59,4.47
3.36,2.78,3.66,4.23
3.42,2.78,3.56,4.25
3.79,2.77,3.54,4.17
3.48,2.85,3.53,4.21
3.5,3.04,3.49,4.19
3.62,3.15,3.4,4.18
3.61,3.07,3.42,4.08
3.72,3.04,3.38,4.01
3.61,3.07,3.35,4.03
3.57,3.11,3.37,3.92
3.63,3.04,3.29,3.93
3.67,3.26,3.22,3.95
3.61,3.21,3.18,3.89
3.66,3.31,3.15,3.83
3.76,3.7,3.18,3.83
3.7,3.65,3.18,3.83
3.72,3.66,3.12,3.82
3.81,3.34,3.09,3.83
3.83,3.31,3.17,3.97
3.81,3.32,3.16,3.85
3.83,3.53,3.11,3.82
3.85,3.73,3.11,3.95
3.86,3.77,3.1,3.71
3.86,3.56,3.1,3.76
3.93,3.45,3.06,3.74
3.86,3.45,3.04,3.73
3.93,3.44,3.03,3.7
3.86,3.49,3.04,3.69
3.86,3.36,3,3.65
3.85,3.41,2.97,3.62
3.84,3.41,3.06,3.62
3.92,3.32,3.06,3.66
3.89,3.35,3.07,3.65
3.96,3.43,3.06,3.64
3.98,3.49,3.11,3.56
3.9,3.55,3.14,3.58
3.88,3.56,3.16,3.6
3.88,3.61,3.14,3.6
3.97,3.54,3.08,3.57
3.91,3.34,3.09,3.57
3.9,3.29,3.1,3.61
3.9,3.45,3.08,3.72
3.84,3.79,3.1,3.79
3.83,3.65,3.09,3.86
3.82,3.41,3.07,3.82
3.79,3.35,2.98,3.87
3.81,3.29,3.03,3.81
3.76,3.41,3,3.87
3.71,3.32,3.01,3.79
3.63,3.3,2.99,3.87
3.66,3.28,2.88,3.83
3.69,3.3,2.9,3.84
3.61,3.43,2.86,3.83
3.53,4.04,2.88,3.85
3.53,3.38,2.81,3.88
3.58,3.36,2.76,4.03
3.54,3.38,2.7,4.13
3.6,3.36,2.7,3.93
3.51,3.46,2.68,4.15
3.48,3.5,2.69,4.31
3.49,3.58,2.68,4.53
3.46,3.56,2.62,4.37
3.47,3.61,2.67,4.33
3.39,3.6,2.6,4.43
3.34,3.71,2.5,4.49
3.32,3.73,2.49,4.52
3.34,3.79,2.57,4
3.36,3.82,2.54,4.21
3.35,3.79,2.58,4.23
3.3,3.83,2.6,4.85
3.27,3.81,2.62,4.46
3.32,3.82,2.59,4.4
3.3,3.81,2.68,4.4
3.29,3.9,2.55,4.4
3.24,3.93,2.52,4.45
3.14,3.89,2.56,4.47
3.12,3.82,2.51,4.48
3.19,3.86,2.52,4.49
3.19,3.85,2.59,4.44
3.22,3.86,2.6,4.53
3.15,3.92,2.37,4.57
3.17,3.91,2.51,4.55
3.18,3.95,2.46,4.61
3.16,3.88,2.42,4.54
3.25,3.87,2.43,4.47
3.24,3.91,2.42,4.39
3.18,3.9,2.35,4.42
3.21,3.93,2.39,4.39
3.22,3.91,2.45,4.45
3.23,3.96,2.53,4.37
3.21,3.94,2.48,4.42
3.14,3.89,2.5,4.46
3.11,3.91,2.5,4.41
3.11,3.77,2.48,4.49
3.04,3.79,2.41,4.54
3.07,3.76,2.44,4.65
2.97,3.73,2.44,4.62
3.02,3.72,2.46,4.59
2.96,3.72,2.46,4.5
2.94,3.7,2.48,4.57
2.98,3.68,2.49,4.6
2.92,3.57,2.59,4.67
2.89,3.49,2.63,4.64
2.9,3.6,2.68,4.57
2.84,3.51,2.76,4.72
2.76,3.48,2.79,4.82
2.73,3.34,2.89,4.86
2.66,3.35,2.92,4.91
2.61,3.34,2.95,4.96
2.54,3.3,2.95,4.91
2.55,3.31,2.97,4.91
2.45,3.32,3.02,4.99
2.47,3.16,3.05,5.07
2.41,3.19,3.18,5.29
2.35,3.11,3.22,5.2
2.33,3.13,3.29,5.23
2.19,3.11,3.37,5.28
2.18,3.01,3.39,5.37
2.22,2.95,3.37,5.38
2.19,2.92,3.44,5.41
2.14,2.91,3.53,5.46
2.03,2.88,3.6,5.31
1.99,2.86,3.58,5.31
2,2.81,3.7,5.39
2,2.7,3.68,5.67
1.94,2.7,3.68,5.72
1.94,2.6,3.77,5.65
1.9,2.61,3.84,5.62
1.85,2.55,3.87,5.72
1.85,2.55,3.9,5.72
1.77,2.54,4.01,5.78
1.78,2.57,4.03,5.79
1.72,2.47,4.09,5.86
1.76,2.47,4.07,5.86
1.75,2.47,4.22,5.92
1.61,2.51,4.16,5.92
1.62,2.39,4.19,5.94
1.56,2.4,4.23,5.98
1.6,2.39,4.21,6.09
1.53,2.35,4.25,6.05
1.52,2.36,4.27,6.1
1.63,2.28,4.34,6.07
1.53,2.35,4.35,6.08
1.53,2.32,4.33,6.03
1.58,2.28,4.42,6.09
1.53,2.24,4.44,6.09
1.51,2.23,4.47,6.05
1.5,2.22,4.44,6.09
1.41,2.21,4.52,6.16
1.47,2.28,4.45,6.21
1.47,2.3,4.48,6.2
1.48,2.3,4.45,6.18
1.49,2.34,4.38,6.2
1.43,2.39,4.42,6.28
1.45,2.41,4.4,6.27
1.51,2.29,4.43,6.24
1.42,2.26,4.4,6.18
1.57,2.34,4.42,6.14
1.46,2.24,4.42,6.18
1.56,2.27,4.44,6.14
1.6,2.22,4.41,6.14
1.57,2.28,4.41,6.11
1.64,2.29,4.47,6.18
1.66,2.29,4.48,6.08
1.64,2.23,4.41,5.98
1.63,2.24,4.45,6.11
1.71,2.2,4.51,6.1
1.71,2.21,4.51,6.01
1.76,2.19,4.54,5.9
1.76,2.13,4.66,5.96
1.78,2,4.65,6.01
1.89,1.99,4.51,5.95
1.87,1.94,4.56,5.89
1.95,1.91,4.53,5.88
1.99,1.97,4.45,5.79
2.08,1.94,4.54,5.8
2.14,1.91,4.51,5.85
2.3,1.77,4.54,5.82
2.34,1.78,4.73,5.8
2.36,1.74,4.49,5.69
2.57,1.78,4.62,5.71
2.25,1.71,4.58,5.56
2.26,1.7,4.61,5.6
2.26,1.77,4.58,5.59
2.4,1.7,4.59,5.77
2.61,1.66,4.62,5.57
2.58,1.63,4.69,5.51
2.56,1.55,4.72,5.55
2.68,1.47,4.71,5.66
2.52,1.43,4.8,5.55
2.63,1.41,4.88,5.69
2.8,1.37,4.92,5.64
2.72,1.32,4.89,5.63
2.74,1.32,4.94,5.72
2.74,1.32,4.98,5.72
2.6,1.29,5.04,5.69
2.63,1.33,5.06,5.68
2.7,1.26,5.04,5.69
2.78,1.25,5.02,5.69
2.74,1.14,5.07,5.64
2.82,1.26,5.04,5.61
2.78,1.18,5,5.65
2.75,1.27,4.95,6.24
2.77,1.27,4.99,5.85
2.75,1.29,4.98,5.72
2.91,1.3,4.94,5.74
2.88,1.28,4.98,5.71
2.83,1.26,4.87,5.75
2.86,1.27,4.95,5.75
2.87,1.33,4.97,5.71
2.79,1.38,4.9,5.73
2.77,1.37,4.9,5.75
2.74,1.41,4.94,5.74
2.81,1.39,4.9,5.64
2.79,1.3,4.89,5.72
2.74,1.32,4.85,5.58
2.75,1.3,4.86,5.68
2.74,1.42,4.89,5.75
2.66,1.47,4.82,5.7
2.67,1.47,4.83,5.64
2.63,1.46,4.84,5.62
2.66,1.46,4.78,5.64
2.83,1.51,4.79,5.53
2.84,1.51,4.68,5.54
2.74,1.56,4.71,5.46
2.81,1.59,4.63,5.51
2.92,1.61,4.63,5.45
2.76,1.68,4.52,5.38
3.38,1.65,4.43,5.41
3.24,1.71,4.45,5.37
3.02,1.72,4.43,5.28
3,1.77,4.4,5.19
3,1.82,4.43,5.11
3.01,1.86,4.36,5.07
3.08,1.86,4.39,5.06
2.98,1.88,4.33,4.95
3.02,1.96,4.2,4.94
3.31,1.99,4.24,4.89
3.32,2.08,4.24,4.83
3.27,2.15,4.17,4.88
3.04,2.21,4,4.79
3.11,2.22,3.99,4.71
3.1,2.36,3.96,4.69
3.11,2.34,3.99,4.69
3.14,2.37,3.96,4.68
3.12,2.41,3.85,4.6
3.21,2.47,3.79,4.58
3.69,2.46,3.74,4.52
3.37,2.52,3.65,4.48
3.35,2.59,3.73,4.41
3.3,2.63,3.71,4.36
3.35,2.74,3.66,4.29
3.42,2.78,3.56,4.2
3.44,2.88,3.55,4.17
3.78,2.85,3.49,4.13
3.43,2.92,3.55,4.16
3.51,2.89,3.49,4.14
3.65,2.9,3.42,4.09
3.62,2.97,3.44,4.08
3.63,2.97,3.41,4
3.66,3.02,3.4,4.02
3.67,3.01,3.37,4.08
3.72,3.06,3.38,4.08
3.74,3.15,3.31,4.03
3.65,3.23,3.26,4.02
3.53,3.24,3.25,3.93
3.66,3.29,3.17,3.93
3.68,3.42,3.17,3.83
3.79,3.38,3.18,3.89
3.74,3.46,3.18,3.8
3.74,3.38,3.19,3.83
3.74,3.29,3.19,3.83
3.81,3.4,3.14,3.79
3.88,3.41,3.2,3.72
3.88,3.53,3.15,3.78
3.85,3.5,3.18,3.67
3.84,3.53,3.08,3.67
3.85,3.69,3.11,3.7
3.89,3.67,3.14,3.7
3.83,3.65,3.16,3.77
3.88,3.51,3.12,3.7
3.85,3.48,3.1,3.8
3.85,3.34,3.1,3.85
3.82,3.26,3.11,3.87
3.84,3.26,3.17,3.91
3.79,3.3,3.11,3.87
3.85,3.25,3.16,3.91
3.86,3.26,3.08,3.86
3.84,3.23,3.12,3.93
3.86,3.21,3.1,3.95
3.85,3.24,3.1,4.13
3.84,3.29,3.16,4.15
3.79,3.23,3.12,3.79
3.85,3.29,3.12,3.85
3.89,4,3.05,4.21
3.85,4.03,3,4.19
3.81,4.03,2.94,4.3
3.93,3.34,2.97,3.82
3.81,3.35,2.93,3.8
3.85,3.7,2.93,3.82
3.77,3.41,2.9,3.9
3.82,4.07,2.88,3.86
3.78,3.37,2.8,3.85
3.72,3.54,2.82,3.85
3.73,3.43,2.83,4.06
3.78,3.45,2.8,4.22
3.65,3.84,2.76,4.28
3.62,3.8,2.76,4.22
3.6,3.48,2.69,4.25
3.6,3.51,2.66,4.04
3.63,3.54,2.74,4.04
3.59,3.57,2.61,4.38
3.54,3.63,2.57,4.41
3.45,3.69,2.6,4.47
3.48,3.68,2.52,4.63
3.41,3.71,2.52,3.95
3.48,3.88,2.45,4.27
3.48,3.94,2.43,4.24
3.44,3.94,2.37,4.21
3.49,3.91,2.3,4.17
3.46,3.93,2.3,4.22
3.32,3.96,2.32,4.16
3.3,4,2.31,4.22
3.37,3.93,2.27,4.33
3.32,3.96,2.25,4.4
3.34,3.99,2.27,4.34
3.28,4.07,2.25,4.33
3.32,4.1,2.29,4.38
3.27,4.06,2.27,4.36
3.27,4.06,2.28,4.49
3.23,3.95,2.31,4.46
3.22,3.94,2.31,4.32
3.18,3.86,2.37,4.37
3.23,3.98,2.36,4.36
3.24,3.99,2.3,4.35
3.22,3.96,2.31,4.3
3.2,3.92,2.34,4.41
3.14,3.97,2.27,4.38
3.19,3.96,2.25,4.41
3.2,3.96,2.23,4.36
3.2,4.01,2.19,4.33
3.15,4,2.21,4.35
3.21,3.98,2.23,4.33
3.18,4,2.21,4.42
3.19,4,2.22,4.38
3.15,3.98,2.26,4.37
3.25,3.96,2.2,4.27
3.2,3.99,2.25,4.29
3.19,3.92,2.24,4.34
3.19,3.98,2.29,4.33
3.22,4.03,2.31,4.37
3.19,3.96,2.33,4.36
3.19,3.96,2.32,4.29
3.19,3.97,2.33,4.35
3.16,3.9,2.37,4.36
3.22,3.89,2.41,4.41
3.14,4.01,2.35,4.52
3.16,3.88,2.45,4.49
3.17,3.85,2.45,4.58
3.11,3.79,2.4,4.62
3.05,3.79,2.45,4.67
3.03,3.72,2.52,4.6
2.98,3.69,2.47,4.59
2.94,3.67,2.47,4.68
2.89,3.71,2.52,4.66
2.89,3.66,2.52,4.71
2.82,3.65,2.6,4.75
2.81,3.74,2.62,4.77
2.75,3.63,2.72,4.82
2.75,3.55,2.86,4.78
2.69,3.4,2.88,4.84
2.59,3.4,3,4.9
2.51,3.4,3.09,5.13
2.49,3.34,3.11,5.24
2.5,3.29,3.14,5.2
2.41,3.25,3.11,5.12
2.34,3.21,3.15,5.14
2.35,3.19,3.23,5.15
2.22,3.1,3.32,5.2
2.2,3.06,3.43,5.23
2.17,3.03,3.42,5.23
2.17,3.01,3.45,5.3
2.06,2.95,3.5,5.38
2.1,2.93,3.58,5.42
1.99,2.95,3.57,5.38
1.98,2.89,3.63,5.49
1.9,2.82,3.71,5.53
1.98,2.78,3.81,5.56
1.88,2.75,3.85,5.57
1.85,2.69,3.84,5.67
1.83,2.64,3.93,5.67
1.81,2.59,3.99,5.68
1.82,2.56,3.99,5.67
1.85,2.54,4.02,5.75
1.75,2.49,4.07,5.88
1.66,2.57,4.09,5.93
1.62,2.47,4.15,5.93
1.54,2.45,4.2,5.98
1.5,2.47,4.24,6.12
1.45,2.47,4.24,6.12
1.5,2.41,4.35,6.09
1.47,2.41,4.34,6.06
1.46,2.31,4.39,6.14
1.43,2.29,4.4,6.14
1.48,2.28,4.47,6.15
1.44,2.29,4.56,6.17
1.41,2.25,4.5,6.19
1.43,2.22,4.5,6.28
1.46,2.17,4.53,6.27
1.41,2.2,4.52,6.26
1.38,2.18,4.49,6.25
1.34,2.23,4.52,6.23
1.32,2.33,4.52,6.33
1.33,2.28,4.55,6.37
1.34,2.28,4.56,6.3
1.31,2.27,4.51,6.32
1.33,2.34,4.55,6.33
1.32,2.26,4.52,6.29
1.31,2.38,4.47,6.26
1.38,2.33,4.51,6.21
1.31,2.31,4.4,6.22
1.38,2.26,4.45,6.23
1.48,2.26,4.42,6.24
1.54,2.26,4.38,6.21
1.55,2.28,4.41,6.12
1.57,2.29,4.33,6.21
1.6,2.24,4.43,6.17
1.67,2.2,4.36,5.98
1.66,2.19,4.4,5.99
1.62,2.19,4.46,5.96
1.7,2.15,4.43,6.02
1.82,2.13,4.46,5.99
1.85,2.03,4.51,5.92
1.88,2.01,4.56,5.93
1.9,2.03,4.53,5.87
1.95,1.94,4.5,5.85
1.99,1.9,4.63,5.88
2.1,1.81,4.66,5.94
2.18,1.83,5.53,5.95
2.23,1.82,4.6,6.02
2.32,1.78,4.49,5.85
2.26,1.76,4.59,5.76
2.33,1.74,4.55,5.64
2.63,1.77,4.63,5.65
2.49,1.72,4.6,5.62
2.41,1.69,4.6,5.58
2.31,1.7,4.67,5.6
2.44,1.65,4.68,5.67
2.53,1.64,4.69,5.64
2.53,1.6,4.75,5.57
2.59,1.56,4.71,5.64
2.6,1.5,4.84,5.69
2.59,1.49,4.83,5.62
2.51,1.48,4.86,5.68
2.63,1.44,4.88,5.7
2.75,1.35,4.92,5.63
2.7,1.31,4.93,5.67
2.84,1.33,4.9,5.67
2.93,1.3,4.96,5.72
2.89,1.32,5.12,5.69
2.83,1.26,5.05,5.68
2.83,1.3,5.01,5.66
2.83,1.42,5.04,5.57
2.95,1.56,5.01,5.5
2.99,1.46,4.99,5.51
3.08,1.52,5.03,5.53
3.17,1.49,5.03,5.61
3.11,1.49,4.98,5.57
3.28,1.45,5.03,5.63
3.26,1.42,4.99,5.68
2.96,1.44,5.02,5.66
2.9,1.46,5.03,5.66
2.91,1.45,5.01,5.67
3.23,1.4,5.07,5.67
2.89,1.42,5.15,5.71
3.01,1.41,6.52,5.62
2.89,1.36,5.11,5.64
2.93,1.26,5.11,5.66
2.97,1.26,5.05,5.62
3.51,1.26,5.07,5.75
2.93,1.36,5.05,5.71
2.78,1.42,5.03,5.67
2.79,1.58,5.05,5.66
3.12,1.57,5,5.9
3.05,1.54,4.98,5.73
2.89,1.61,5.04,5.54
2.89,1.27,4.96,5.49
3.04,1.76,4.88,5.46
2.94,1.43,4.88,5.56
2.88,1.48,4.78,5.35
2.83,1.48,4.91,5.51
2.98,1.48,4.78,5.5
3.06,1.5,4.7,5.5
2.96,1.53,4.66,5.47
3.07,1.59,4.67,5.43
2.96,1.68,4.62,5.34
2.81,1.62,4.6,5.21
3.39,1.75,4.5,5.18
3.27,1.85,4.47,5.13
3.13,1.99,4.44,5.1
3.17,2.12,4.35,5.06
3.09,1.93,4.37,5.08
2.99,1.98,4.31,5
2.97,2.02,4.22,4.97
3.06,2.17,4.22,4.83
3.26,2.1,4.18,4.83
3.15,2.34,4.14,4.89
3.14,2.32,4.16,4.84
3.11,2.45,4,4.78
3.11,2.38,4.03,4.76
3.15,2.55,3.94,4.75
3.1,2.31,4.03,4.74
3.14,2.39,3.88,4.55
3.28,2.5,3.87,4.63
3.21,2.54,3.86,4.6
3.17,2.65,3.79,4.44
3.22,2.44,3.68,4.87
3.26,2.62,3.7,4.95
3.29,2.73,3.69,4.87
3.41,2.68,3.64,4.58
3.41,2.67,3.57,4.45
3.44,2.83,3.56,4.63
3.49,3.13,3.59,4.4
3.52,2.89,3.56,4.51
3.5,2.75,3.52,4.45
3.57,2.81,3.49,4.49
3.57,2.88,3.45,4.38
3.62,3.33,3.43,4.1
3.63,3.77,3.33,3.97
3.68,3.82,3.34,3.98
3.73,3.69,3.32,4.04
3.72,3.45,3.26,4.01
3.8,3.22,3.22,3.93
3.83,3.16,3.17,3.89
3.84,4.04,3.14,3.83
3.79,3.62,3.22,3.85
3.83,3.6,3.25,3.84
3.87,3.77,3.21,3.73
3.91,3.78,3.21,3.69
3.88,3.48,3.2,3.7
3.95,3.35,3.21,3.71
4.01,3.79,3.26,3.65
3.95,3.76,3.23,3.65
4.02,3.69,3.17,3.63
3.99,3.6,3.17,3.58
4.04,3.57,3.17,3.59
4.02,3.63,3.19,3.61
4.05,3.6,3.19,3.6
4.03,3.54,3.22,3.66
4.05,3.51,3.19,3.57
4.02,3.5,3.21,3.69
4.01,3.49,3.3,3.71
4.01,3.48,3.26,3.79
4.04,3.37,3.29,3.5
4.06,3.39,3.3,3.61
4.14,3.36,3.38,3.61
4.12,3.33,3.34,3.74
4.07,3.3,3.36,3.77
4.11,3.29,3.31,3.82
4.13,3.31,3.33,3.91
4.05,3.41,3.3,3.86
4.06,3.55,3.27,3.79
4.07,3.53,3.29,3.85
3.94,3.72,3.28,3.59
4,3.85,3.25,3.65
3.96,3.8,3.26,3.7
3.94,3.84,3.23,3.67
3.92,3.5,3.25,3.72
3.92,3.79,3.16,3.65
3.94,3.92,3.1,3.81
3.87,3.43,3.08,3.85
3.93,3.43,3,3.58
3.84,3.71,2.97,3.75
3.81,3.69,2.96,3.8
3.83,3.51,2.93,3.81
3.81,3.41,2.89,3.75
3.74,3.48,2.9,3.79
3.75,3.58,2.87,3.78
3.76,3.86,2.89,3.76
3.72,3.53,2.83,3.87
3.65,3.36,2.75,3.8
3.66,3.36,2.84,3.86
3.69,3.42,2.78,3.86
3.6,3.5,2.74,3.87
3.52,3.45,2.71,3.91
3.63,3.46,2.65,3.93
3.63,3.43,2.63,3.96
3.52,3.49,2.59,4
3.49,3.55,2.6,4.08
3.41,3.67,2.5,4.04
3.44,3.75,2.44,3.96
3.45,3.67,2.46,3.93
3.47,3.71,2.52,3.96
3.42,3.73,2.41,4.03
3.42,3.85,2.42,4.13
3.38,3.86,2.31,4.11
3.4,4.05,2.34,4.12
3.4,4,2.32,4.12
3.33,3.89,2.26,4.19
3.33,3.89,2.3,4.16
3.31,3.95,2.3,4.17
3.3,3.93,2.34,4.16
3.31,4.02,2.38,4.19
3.26,3.96,2.45,4.28
3.21,4.07,2.45,4.3
3.23,4.03,2.32,4.43
3.26,3.93,2.36,4.4
3.23,3.9,2.34,4.38
3.2,3.91,2.37,4.32
3.21,3.95,2.41,4.45
3.17,3.9,2.34,4.39
3.19,3.93,2.39,4.31
3.18,3.94,2.45,4.39
3.2,3.95,2.45,4.48
3.2,3.98,2.37,4.35
3.15,3.87,2.32,4.39
3.18,3.89,2.3,4.32
3.21,3.88,2.34,4.32
3.15,3.85,2.37,4.34
3.12,3.87,2.37,4.39
3.12,3.86,2.44,4.3
3.09,3.81,2.45,4.38
3.15,3.67,2.47,4.33
3.16,3.67,2.46,4.38
3.11,3.59,2.45,4.42
3.07,3.59,2.51,4.48
3.01,3.49,2.5,4.47
2.99,3.46,2.59,4.52
2.89,3.44,2.68,4.53
2.88,3.38,2.72,4.53
2.77,3.36,2.73,4.63
2.73,3.35,2.8,4.68
2.68,3.32,2.89,4.76
2.7,3.35,2.91,4.8
2.65,3.33,2.95,4.83
2.58,3.3,3,4.94
2.56,3.3,2.99,4.91
2.48,3.22,3.1,4.94
2.45,3.11,3.2,4.91
2.4,3.07,3.2,5
2.39,2.97,3.21,5.08
2.34,3.01,3.33,5.06
2.3,2.85,3.32,5.14
2.24,2.93,3.36,5.19
2.21,2.86,3.45,5.2
2.15,2.87,3.48,5.17
2.07,2.8,3.55,5.27
2.08,2.69,3.59,5.36
2.05,2.76,3.64,5.52
1.95,2.7,3.75,5.5
1.99,2.74,3.76,5.54
1.9,2.77,3.78,5.62
1.87,2.76,3.86,5.56
1.81,2.76,3.79,5.62
1.8,2.75,3.85,5.68
1.78,2.66,3.91,5.73
1.76,2.59,3.93,5.76
1.66,2.62,3.95,5.81
1.7,2.46,3.94,5.77
1.7,2.41,4.08,5.85
1.67,2.52,4.12,5.9
1.62,2.44,4.15,5.91
1.56,2.45,4.18,5.93
1.6,2.35,4.22,5.97
1.54,2.33,4.21,5.97
1.47,2.44,4.29,6.1
1.46,2.41,4.35,6.09
1.44,2.39,4.3,6.28
1.48,2.36,4.31,6.18
1.47,2.35,4.36,6.24
1.52,2.29,4.36,6.18
1.49,2.35,4.3,6.22
1.43,2.36,4.31,6.13
1.43,2.35,4.35,6.18
1.42,2.32,4.32,6.22
1.44,2.33,4.31,6.31
1.45,2.31,4.35,6.25
1.41,2.24,4.35,6.28
1.45,2.26,4.35,6.53
1.5,2.2,4.4,6.29
1.48,2.32,4.28,6.44
1.56,2.23,4.38,6
1.59,2.27,4.4,5.94
1.6,2.26,4.38,6.49
1.64,2.12,4.4,6.15
1.62,2.11,4.29,6.16
1.76,2.17,4.42,6.08
1.81,2.07,4.45,6.06
1.88,2.04,4.99,5.97
1.89,2,4.53,6.05
1.95,1.97,4.58,6.1
2.03,1.88,4.63,6.27
2.01,1.84,4.58,5.67
2.07,1.83,4.57,6.03
2.19,1.82,4.63,6.05
2.24,1.78,4.65,5.88
2.34,1.73,4.61,5.81
2.31,1.7,4.6,5.84
2.28,1.67,4.68,5.96
2.3,1.69,4.79,5.86
2.3,1.65,4.72,5.88
2.31,1.62,4.8,5.8
2.44,1.63,4.72,5.92
2.48,1.56,4.66,5.44
2.58,1.57,4.69,5.55
2.61,1.59,4.77,5.7
2.64,1.51,5.08,5.63
2.68,1.57,4.8,5.67
2.71,1.58,4.73,5.61
2.74,1.56,4.72,5.57
2.7,1.56,4.83,5.59
2.66,1.58,4.91,5.59
2.65,1.54,5.06,5.61
2.74,1.5,4.87,5.62
2.72,1.45,4.91,5.54
2.7,1.4,4.94,5.69
2.75,1.35,4.89,5.72
2.8,1.29,5.02,5.76
2.89,1.3,5.03,5.75
3.12,1.25,4.99,5.73
3.16,1.23,5.1,5.74
3.1,1.18,5.02,5.79
2.76,1.27,4.95,5.73
2.79,1.22,5.2,5.74
2.75,1.27,5.1,5.72
2.77,1.27,5.09,5.67
3,1.24,5.06,5.82
3.03,1.25,5.06,5.71
2.98,1.26,5.09,6.39
3.03,1.2,5.05,6.32
2.93,1.25,5.01,5.65
3.05,1.26,5.02,5.84
2.89,1.26,5.1,5.87
3.27,1.29,5.05,5.78
3.08,1.38,5.01,5.84
3.22,1.33,4.97,5.81
2.87,1.39,5.01,5.75
2.97,1.34,4.98,5.69
2.96,1.42,4.88,5.68
2.94,1.37,4.96,5.67
2.82,1.46,4.9,5.57
2.76,1.5,4.92,5.59
2.66,1.41,4.84,5.55
2.73,1.45,4.84,5.61
2.79,1.53,4.92,5.64
2.77,1.47,4.84,5.6
2.97,1.48,4.82,5.58
2.84,1.51,4.67,5.55
2.77,1.52,4.74,5.61
2.8,1.64,4.76,5.59
2.76,1.61,4.7,5.45
2.84,1.62,4.61,5.56
2.62,1.64,4.57,5.45
2.62,1.75,4.57,5.35
3.1,1.81,4.5,5.29
2.98,1.8,4.38,5.4
2.9,1.86,4.39,5.43
2.9,1.81,4.35,5.73
2.96,1.87,4.36,5.63
2.92,2.03,4.39,5.3
2.87,2.03,4.38,5.21
2.89,2.07,4.26,4.81
3.06,2,4.16,5.15
3.17,2.02,4.15,5.1
3.18,2.07,4.14,5.02
3.11,2.05,4.14,5
3.07,2.17,4.06,4.98
3.05,2.27,4.04,4.8
3.04,2.21,3.93,4.89
3.1,2.26,3.89,4.86
3.05,2.31,3.86,4.59
3.08,2.33,3.86,5.15
3.08,2.35,3.79,5.01
3.1,2.37,3.76,4.96
3.15,2.5,3.69,4.94
3.16,2.54,3.77,4.93
3.26,2.53,3.71,4.9
3.27,2.57,3.69,4.79
3.31,2.7,3.69,4.71
3.35,2.62,3.64,4.72
3.31,2.66,3.63,4.78
3.44,2.72,3.59,4.73
3.46,2.76,3.49,4.69
3.45,2.85,3.52,4.66
3.42,2.99,3.53,4.04
3.47,3.03,3.49,4.1
3.47,2.99,3.43,4.24
3.55,3.03,3.41,4.16
3.58,3.06,3.34,4.08
3.6,3.33,3.31,4.11
3.65,3.2,3.31,4.01
3.66,3.17,3.22,4
3.67,3.31,3.22,3.93
3.66,3.35,3.21,3.86
3.74,3.46,3.19,3.9
3.78,3.57,3.15,3.89
3.83,3.53,3.19,3.84
3.73,3.86,3.14,3.86
3.81,3.65,3.14,3.72
3.89,3.77,3.17,3.71
3.83,4.01,3.17,3.61
3.93,4.19,3.18,3.59
3.94,4.14,3.17,3.57
4.01,3.27,3.15,3.55
4.01,3.46,3.16,3.55
4.05,3.98,3.19,3.56
4.03,3.76,3.15,3.56
4.06,3.79,3.11,3.55
4.04,3.94,3.14,3.54
4.08,4,3.15,3.55
4.04,4.08,3.19,3.52
4.06,3.44,3.17,3.6
3.98,3.64,3.14,3.59
3.96,3.76,3.17,3.68
3.93,3.81,3.14,3.72
3.94,3.82,3.2,3.69
3.99,3.21,3.14,3.72
3.94,3.22,3.19,3.72
3.88,3.31,3.24,3.72
3.88,3.2,3.26,3.71
3.84,3.31,3.32,3.81
3.86,3.42,3.4,3.83
3.87,3.25,3.37,4.03
