X,Y,Z
-2.3,6.02,1.36
-2.33,6.02,1.36
-2.35,6.01,1.33
-2.37,6,1.31
-2.39,6,1.28
-2.42,5.99,1.38
-2.45,5.98,1.44
-2.44,5.99,1.39
-2.44,5.99,1.4
-2.44,5.96,1.45
-2.43,5.97,1.45
-2.4,5.98,1.43
-2.38,5.97,1.37
-2.36,5.97,1.37
-2.36,5.96,1.4
-2.3,5.97,1.45
-2.26,5.98,1.42
-2.26,5.98,1.39
-2.24,5.99,1.38
-2.18,6.01,1.38
-2.2,5.94,1.33
-2.2,5.91,1.3
-2.18,5.91,1.29
-2.13,5.92,1.35
-2.05,5.96,1.31
-2.02,5.93,1.29
-1.96,5.92,1.28
-1.9,5.92,1.26
-1.89,5.87,1.3
-1.85,5.84,1.34
-1.75,5.88,1.28
-1.72,5.82,1.33
-1.68,5.76,1.39
-1.68,5.72,1.4
-1.68,5.7,1.39
-1.69,5.67,1.36
-1.67,5.69,1.37
-1.6,5.68,1.32
-1.56,5.64,1.39
-1.52,5.64,1.32
-1.47,5.65,1.34
-1.45,5.66,1.35
-1.36,5.73,1.33
-1.32,5.73,1.33
-1.24,5.78,1.33
-1.23,5.78,1.36
-1.17,5.83,1.33
-1.16,5.81,1.3
-1.19,5.81,1.27
-1.19,5.81,1.25
-1.18,5.8,1.33
-1.16,5.81,1.34
-1.15,5.78,1.4
-1.07,5.85,1.34
-1.1,5.86,1.34
-1.12,5.87,1.34
-1.08,5.9,1.31
-1.08,5.88,1.29
-1.07,5.88,1.25
-1.1,5.85,1.3
-1.1,5.84,1.3
-1.08,5.85,1.25
-1.11,5.83,1.24
-1.13,5.82,1.24
-1.12,5.85,1.25
-1.1,5.84,1.27
-1.11,5.83,1.33
-1.08,5.84,1.33
-1.11,5.82,1.38
-1.13,5.82,1.42
-1.17,5.83,1.37
-1.15,5.84,1.31
-1.2,5.8,1.38
-1.19,5.8,1.41
-1.16,5.78,1.38
-1.17,5.73,1.35
-1.14,5.73,1.31
-1.17,5.68,1.28
-1.19,5.61,1.39
-1.23,5.56,1.38
-1.12,5.41,1.44
-1.09,5.33,1.39
-1.13,5.32,1.35
-1.15,5.29,1.31
-1.13,5.28,1.27
-1.15,5.24,1.36
-1.15,5.21,1.38
-1.12,5.21,1.31
-1.15,5.16,1.28
-1.15,5.08,1.38
-1.14,5.01,1.4
-1.16,4.95,1.37
-1.2,4.92,1.44
-1.21,4.88,1.33
-1.22,4.85,1.26
-1.28,4.79,1.23
-1.27,4.78,1.16
-1.32,4.72,1.19
-1.34,4.67,1.19
-1.35,4.61,1.17
-1.36,4.54,1.18
-1.36,4.5,1.2
-1.39,4.44,1.2
-1.42,4.37,1.19
-1.39,4.33,1.3
-1.36,4.29,1.21
-1.32,4.19,1.2
-1.38,4.14,1.18
-1.37,4.13,1.2
-1.38,4.08,1.33
-1.39,4.04,1.39
-1.39,4.01,1.36
-1.4,3.97,1.42
-1.41,3.95,1.4
-1.42,3.93,1.35
-1.43,3.89,1.3
-1.48,3.86,1.3
-1.47,3.86,1.23
-1.5,3.83,1.17
-1.57,3.76,1.14
-1.58,3.72,1.16
-1.62,3.66,1.11
-1.57,3.67,1.12
-1.57,3.65,1.09
-1.59,3.62,1.19
-1.53,3.61,1.16
-1.57,3.57,1.17
-1.59,3.53,1.14
-1.62,3.49,1.11
-1.57,3.51,1.11
-1.53,3.52,1.1
-1.51,3.54,1.08
-1.49,3.54,1.07
-1.53,3.52,1.12
-1.54,3.53,1.16
-1.53,3.56,1.19
-1.53,3.58,1.24
-1.53,3.58,1.27
-1.51,3.59,1.32
-1.49,3.57,1.29
-1.48,3.57,1.25
-1.46,3.57,1.25
-1.53,3.63,1.27
-1.58,3.67,1.21
-1.56,3.65,1.18
-1.54,3.63,1.26
-1.67,3.58,1.05
-1.76,3.54,0.91
-1.87,3.52,0.81
-1.82,3.53,0.87
-1.75,3.52,0.96
-1.78,3.48,1
-1.77,3.48,1.02
-1.77,3.47,1.03
-1.78,3.5,1.1
-1.79,3.5,1.19
-1.77,3.49,1.19
-1.85,3.56,1.26
-1.94,3.56,1.21
-2,3.56,1.2
-2.06,3.61,1.18
-2.07,3.61,1.18
-2.06,3.61,1.25
-2.15,3.66,1.22
-2.24,3.7,1.19
-2.3,3.72,1.23
-2.27,3.66,1.2
-2.28,3.61,1.26
-2.31,3.59,1.25
-2.35,3.56,1.23
-2.38,3.53,1.24
-2.41,3.52,1.35
-2.43,3.51,1.4
-2.48,3.49,1.36
-2.52,3.48,1.3
-2.52,3.46,1.24
-2.58,3.5,1.21
-2.6,3.49,1.28
-2.63,3.49,1.28
-2.66,3.49,1.27
-2.67,3.49,1.32
-2.7,3.51,1.31
-2.7,3.54,1.37
-2.69,3.55,1.4
-2.66,3.57,1.46
-2.67,3.57,1.49
-2.67,3.56,1.52
-2.67,3.55,1.41
-2.67,3.57,1.44
-2.69,3.58,1.5
-2.7,3.58,1.41
-2.71,3.58,1.34
-2.73,3.56,1.29
-2.74,3.56,1.27
-2.74,3.55,1.23
-2.75,3.55,1.35
-2.75,3.55,1.29
-2.76,3.55,1.26
-2.74,3.54,1.24
-2.73,3.53,1.23
-2.72,3.54,1.22
-2.72,3.54,1.21
-2.71,3.55,1.3
-2.7,3.55,1.24
-2.71,3.54,1.24
-2.71,3.54,1.2
-2.7,3.56,1.18
-2.68,3.58,1.22
-2.71,3.59,1.24
-2.69,3.62,1.26
-2.67,3.64,1.27
-2.66,3.65,1.24
-2.71,3.71,1.23
-2.68,3.73,1.37
-2.69,3.77,1.35
-2.68,3.79,1.33
-2.69,3.82,1.29
-2.72,3.86,1.3
-2.73,3.91,1.27
-2.74,3.92,1.33
-2.73,3.96,1.36
-2.69,4.01,1.46
-2.66,4.07,1.5
-2.64,4.14,1.39
-2.65,4.21,1.36
-2.68,4.3,1.45
-2.66,4.34,1.43
-2.65,4.39,1.48
-2.65,4.44,1.39
-2.63,4.48,1.44
-2.62,4.55,1.42
-2.62,4.59,1.38
-2.57,4.66,1.43
-2.56,4.71,1.38
-2.56,4.77,1.38
-2.55,4.83,1.34
-2.57,4.85,1.4
-2.57,4.91,1.38
-2.56,5.01,1.34
-2.51,5.06,1.36
-2.47,5.13,1.32
-2.48,5.18,1.34
-2.46,5.21,1.36
-2.42,5.28,1.34
-2.38,5.33,1.33
-2.39,5.35,1.33
-2.4,5.4,1.36
-2.43,5.45,1.39
-2.42,5.52,1.36
-2.43,5.57,1.32
-2.46,5.62,1.4
-2.48,5.68,1.36
-2.45,5.74,1.42
-2.42,5.81,1.38
-2.43,5.84,1.36
-2.43,5.86,1.38
-2.39,5.93,1.36
-2.41,5.93,1.36
-2.38,5.99,1.38
-2.39,6.02,1.38
-2.38,6.05,1.4
-2.39,6.06,1.42
-2.4,6.06,1.47
-2.38,6.1,1.51
-2.42,6.1,1.48
-2.43,6.12,1.48
-2.45,6.12,1.47
-2.46,6.12,1.48
-2.47,6.11,1.45
-2.47,6.11,1.47
-2.5,6.09,1.45
-2.45,6.11,1.46
-2.47,6.08,1.49
-2.47,6.07,1.49
-2.47,6.07,1.49
-2.45,6.04,1.42
-2.44,6.01,1.37
-2.47,6.02,1.33
-2.44,5.99,1.44
-2.4,5.95,1.39
-2.36,5.92,1.36
-2.28,5.97,1.35
-2.24,5.96,1.38
-2.21,5.95,1.37
-2.13,5.96,1.37
-2.06,5.98,1.37
-2.06,5.93,1.32
-2,5.93,1.3
-1.92,5.98,1.26
-1.89,5.98,1.3
-1.87,5.95,1.31
-1.88,5.96,1.28
-1.87,5.93,1.27
-1.8,5.9,1.32
-1.73,5.88,1.26
-1.67,5.8,1.32
-1.61,5.78,1.32
-1.54,5.79,1.34
-1.57,5.75,1.32
-1.51,5.78,1.28
-1.46,5.78,1.34
-1.46,5.73,1.42
-1.43,5.74,1.4
-1.36,5.79,1.35
-1.37,5.76,1.43
-1.38,5.76,1.36
-1.31,5.81,1.33
-1.28,5.78,1.37
-1.27,5.77,1.46
-1.23,5.76,1.42
-1.19,5.76,1.49
-1.17,5.76,1.42
-1.08,5.84,1.33
-1.09,5.81,1.34
-1.11,5.76,1.34
-1.13,5.69,1.4
-1.12,5.66,1.33
-1.1,5.62,1.33
-1.07,5.61,1.28
-1.06,5.59,1.27
-1.02,5.58,1.33
-1.01,5.57,1.41
-1.04,5.58,1.42
-1.07,5.59,1.45
-1.1,5.61,1.46
-1.06,5.6,1.5
-1.08,5.62,1.51
-1.08,5.62,1.51
-1.09,5.64,1.43
-1.08,5.66,1.4
-1,5.73,1.34
-0.9,5.67,1.35
-0.96,5.67,1.41
-1.02,5.68,1.38
-1.09,5.66,1.41
-1.09,5.68,1.33
-1.1,5.67,1.38
-1.14,5.62,1.41
-1.11,5.63,1.34
-1.13,5.57,1.29
-1.09,5.61,1.24
-1.11,5.56,1.33
-1.14,5.56,1.33
-1.13,5.55,1.38
-1.14,5.55,1.34
-1.14,5.54,1.3
-1.13,5.51,1.35
-1.12,5.49,1.41
-1.15,5.44,1.35
-1.09,5.33,1.43
-1.09,5.27,1.39
-1.13,5.21,1.37
-1.14,5.16,1.39
-1.16,5.14,1.38
-1.15,5.14,1.34
-1.16,5.12,1.29
-1.21,5.04,1.26
-1.21,4.97,1.32
-1.26,4.92,1.29
-1.3,4.86,1.31
-1.36,4.8,1.32
-1.39,4.76,1.4
-1.43,4.7,1.36
-1.44,4.69,1.3
-1.44,4.65,1.31
-1.43,4.61,1.32
-1.45,4.57,1.39
-1.48,4.5,1.36
-1.46,4.49,1.34
-1.48,4.47,1.32
-1.5,4.48,1.25
-1.52,4.46,1.25
-1.51,4.4,1.21
-1.51,4.34,1.2
-1.5,4.3,1.16
-1.5,4.28,1.17
-1.47,4.24,1.15
-1.51,4.24,1.19
-1.53,4.22,1.21
-1.5,4.15,1.14
-1.47,4.08,1.15
-1.45,4.03,1.12
-1.48,3.89,0.99
-1.55,3.83,1
-1.53,3.79,1.07
-1.5,3.74,1.1
-1.67,3.6,1.1
-1.61,3.62,1.06
-1.65,3.57,1.08
-1.58,3.58,1.08
-1.52,3.58,1.08
-1.47,3.58,1.09
-1.46,3.56,1.17
-1.41,3.55,1.12
-1.38,3.55,1.11
-1.45,3.48,1.13
-1.41,3.48,1.13
-1.39,3.47,1.09
-1.37,3.47,1.05
-1.42,3.43,1.1
-1.44,3.41,1.11
-1.41,3.42,1.08
-1.43,3.42,1.1
-1.45,3.42,1.1
-1.45,3.45,1.09
-1.42,3.43,1.1
-1.37,3.45,1.07
-1.34,3.45,1.11
-1.32,3.46,1.27
-1.31,3.49,1.21
-1.32,3.52,1.17
-1.3,3.51,1.17
-1.32,3.52,1.19
-1.34,3.5,1.16
-1.37,3.49,1.13
-1.35,3.43,1.08
-1.33,3.45,1.06
-1.35,3.4,0.98
-1.34,3.44,1.01
-1.33,3.48,1.01
-1.34,3.49,1.03
-1.41,3.43,0.95
-1.46,3.45,0.99
-1.46,3.45,1.03
-1.56,3.42,1.1
-1.64,3.4,1.14
-1.66,3.42,1.17
-1.65,3.43,1.16
-1.67,3.45,1.13
-1.7,3.46,1.1
-1.7,3.46,1.08
-1.73,3.47,1.15
-1.75,3.49,1.25
-1.75,3.5,1.25
-1.75,3.5,1.26
-1.79,3.5,1.22
-1.83,3.52,1.23
-1.87,3.53,1.26
-1.86,3.5,1.23
-1.89,3.5,1.32
-1.93,3.51,1.3
-2.01,3.51,1.26
-2.07,3.49,1.27
-2.1,3.48,1.3
-2.12,3.48,1.27
-2.17,3.47,1.26
-2.22,3.47,1.35
-2.28,3.47,1.3
-2.37,3.44,1.26
-2.41,3.42,1.21
-2.45,3.43,1.2
-2.48,3.44,1.23
-2.51,3.44,1.23
-2.53,3.44,1.23
-2.52,3.47,1.19
-2.5,3.5,1.31
-2.55,3.53,1.21
-2.6,3.54,1.24
-2.61,3.56,1.27
-2.61,3.57,1.35
-2.62,3.57,1.28
-2.63,3.58,1.27
-2.64,3.59,1.38
-2.65,3.58,1.32
-2.63,3.61,1.36
-2.64,3.62,1.32
-2.63,3.62,1.41
-2.64,3.62,1.34
-2.65,3.61,1.29
-2.63,3.61,1.4
-2.63,3.61,1.33
-2.64,3.63,1.42
-2.6,3.64,1.38
-2.61,3.65,1.34
-2.58,3.67,1.3
-2.56,3.69,1.29
-2.56,3.72,1.37
-2.57,3.76,1.37
-2.53,3.77,1.3
-2.51,3.83,1.35
-2.5,3.87,1.35
-2.49,3.91,1.36
-2.49,3.96,1.4
-2.49,4,1.38
-2.5,4.06,1.33
-2.51,4.1,1.27
-2.51,4.15,1.23
-2.52,4.2,1.38
-2.54,4.24,1.32
-2.53,4.3,1.31
-2.48,4.36,1.41
-2.47,4.42,1.41
-2.48,4.47,1.45
-2.45,4.53,1.47
-2.44,4.59,1.44
-2.45,4.63,1.42
-2.43,4.69,1.47
-2.4,4.75,1.42
-2.38,4.82,1.39
-2.38,4.87,1.43
-2.4,4.92,1.39
-2.42,4.97,1.41
-2.43,5.02,1.39
-2.45,5.08,1.38
-2.48,5.09,1.42
-2.51,5.12,1.45
-2.51,5.15,1.43
-2.52,5.2,1.43
-2.51,5.26,1.46
-2.52,5.3,1.5
-2.51,5.36,1.45
-2.48,5.42,1.38
-2.46,5.48,1.32
-2.44,5.54,1.32
-2.42,5.6,1.39
-2.42,5.64,1.37
-2.43,5.67,1.36
-2.43,5.73,1.36
-2.42,5.8,1.31
-2.49,5.87,1.33
-2.49,5.88,1.3
-2.5,5.91,1.33
-2.48,5.92,1.3
-2.5,5.91,1.28
-2.5,5.92,1.31
-2.49,5.93,1.32
-2.49,5.93,1.33
-2.55,6,1.31
-2.55,6.02,1.3
-2.57,6.07,1.29
-2.54,6.04,1.32
-2.55,6.08,1.45
-2.53,6.03,1.41
-2.44,6.02,1.42
-2.35,6.03,1.37
-2.36,6,1.31
-2.35,6.02,1.28
-2.39,6.05,1.32
-2.32,5.98,1.39
-2.27,5.95,1.46
-2.23,5.91,1.52
-2.18,5.91,1.54
-2.14,5.92,1.53
-2.09,5.92,1.5
-2.04,5.86,1.52
-2.02,5.89,1.47
-1.98,5.88,1.42
-1.92,5.86,1.4
-1.85,5.84,1.4
-1.81,5.83,1.41
-1.77,5.84,1.42
-1.75,5.83,1.43
-1.72,5.83,1.44
-1.69,5.84,1.36
-1.68,5.85,1.38
-1.62,5.77,1.39
-1.52,5.78,1.36
-1.46,5.79,1.31
-1.43,5.75,1.34
-1.37,5.77,1.31
-1.34,5.76,1.24
-1.3,5.74,1.21
-1.31,5.71,1.22
-1.33,5.68,1.25
-1.34,5.67,1.28
-1.26,5.72,1.24
-1.26,5.69,1.32
-1.27,5.7,1.34
-1.25,5.72,1.34
-1.22,5.75,1.34
-1.16,5.79,1.27
-1.1,5.76,1.35
-1.05,5.76,1.36
-1.05,5.79,1.35
-1.05,5.82,1.37
-1.07,5.82,1.4
-1.1,5.81,1.43
-1.12,5.8,1.47
-1.09,5.8,1.49
-1.06,5.81,1.5
-1.05,5.82,1.47
-1.05,5.92,1.45
-1,5.91,1.45
-1,5.86,1.47
-1.03,5.86,1.49
-0.98,5.8,1.45
-0.98,5.77,1.4
-0.96,5.72,1.4
-1.01,5.72,1.44
-1.02,5.73,1.44
-1.05,5.71,1.45
-1.06,5.7,1.52
-1.1,5.68,1.45
-1.14,5.66,1.41
-1.17,5.67,1.35
-1.14,5.72,1.29
-1.17,5.7,1.25
-1.19,5.68,1.26
-1.17,5.65,1.33
-1.19,5.64,1.31
-1.21,5.63,1.28
-1.24,5.61,1.34
-1.19,5.63,1.28
-1.23,5.61,1.26
-1.28,5.57,1.35
-1.33,5.52,1.43
-1.29,5.44,1.4
-1.28,5.38,1.34
-1.33,5.38,1.29
-1.33,5.34,1.27
-1.32,5.29,1.36
-1.35,5.26,1.31
-1.38,5.22,1.36
-1.39,5.13,1.31
-1.42,5.05,1.16
-1.36,5,1.16
-1.33,4.96,1.14
-1.33,4.97,1.14
-1.35,4.94,1.25
-1.33,4.92,1.18
-1.36,4.9,1.19
-1.41,4.87,1.19
-1.42,4.8,1.15
-1.43,4.77,1.13
-1.44,4.73,1.15
-1.44,4.69,1.18
-1.46,4.64,1.16
-1.48,4.61,1.19
-1.48,4.57,1.3
-1.47,4.52,1.36
-1.51,4.48,1.3
-1.49,4.44,1.37
-1.49,4.41,1.37
-1.47,4.36,1.39
-1.46,4.3,1.31
-1.47,4.26,1.28
-1.4,4.24,1.2
-1.46,4.16,1.17
-1.49,4.12,1.22
-1.51,4.07,1.26
-1.53,4,1.3
-1.59,3.94,1.25
-1.56,3.92,1.18
-1.55,3.89,1.27
-1.54,3.86,1.21
-1.58,3.79,1.17
-1.62,3.73,1.2
-1.67,3.67,1.18
-1.68,3.62,1.17
-1.64,3.63,1.13
-1.58,3.63,1.15
-1.53,3.61,1.12
-1.47,3.61,1.09
-1.42,3.59,1.15
-1.38,3.57,1.21
-1.36,3.54,1.2
-1.35,3.52,1.2
-1.33,3.5,1.16
-1.32,3.48,1.14
-1.33,3.46,1.09
-1.32,3.45,1.08
-1.32,3.43,1.05
-1.3,3.44,1.09
-1.31,3.44,1.19
-1.31,3.44,1.17
-1.43,3.4,1.17
-1.45,3.36,1.09
-1.43,3.41,1.06
-1.39,3.42,1.15
-1.38,3.45,1.14
-1.36,3.49,1.13
-1.35,3.53,1.14
-1.34,3.57,1.12
-1.31,3.62,1.1
-1.35,3.65,1.16
-1.37,3.68,1.15
-1.41,3.71,1.12
-1.44,3.82,0.92
-1.38,3.82,1.01
-1.39,3.8,1.06
-1.37,3.8,1.06
-1.39,3.77,1.12
-1.41,3.77,1.15
-1.42,3.77,1.28
-1.43,3.75,1.32
-1.45,3.75,1.26
-1.53,3.71,1.2
-1.56,3.69,1.27
-1.59,3.71,1.23
-1.58,3.7,1.19
-1.6,3.7,1.17
-1.64,3.69,1.13
-1.67,3.66,1.15
-1.68,3.68,1.13
-1.71,3.62,1.06
-1.78,3.63,1.07
-1.79,3.66,1.05
-1.8,3.7,1.11
-1.79,3.73,1.23
-1.82,3.74,1.21
-1.85,3.76,1.21
-1.89,3.76,1.2
-1.9,3.76,1.22
-1.96,3.75,1.26
-2,3.74,1.22
-2.04,3.73,1.19
-2.07,3.73,1.17
-2.1,3.72,1.19
-2.14,3.7,1.16
-2.18,3.69,1.15
-2.22,3.68,1.15
-2.24,3.65,1.17
-2.28,3.64,1.19
-2.31,3.64,1.19
-2.33,3.64,1.31
-2.36,3.63,1.24
-2.38,3.62,1.21
-2.39,3.62,1.3
-2.41,3.63,1.23
-2.42,3.63,1.24
-2.44,3.63,1.23
-2.44,3.67,1.19
-2.46,3.68,1.19
-2.5,3.71,1.17
-2.48,3.75,1.28
-2.49,3.77,1.27
-2.5,3.8,1.22
-2.51,3.8,1.33
-2.54,3.8,1.26
-2.57,3.81,1.21
-2.6,3.82,1.37
-2.62,3.83,1.36
-2.64,3.82,1.27
-2.68,3.81,1.22
-2.68,3.82,1.29
-2.65,3.82,1.25
-2.69,3.81,1.28
-2.71,3.79,1.26
-2.73,3.79,1.36
-2.74,3.79,1.43
-2.77,3.8,1.37
-2.79,3.8,1.38
-2.8,3.78,1.36
-2.81,3.79,1.32
-2.79,3.75,1.31
-2.76,3.73,1.35
-2.72,3.71,1.29
-2.68,3.69,1.25
-2.65,3.7,1.3
-2.65,3.73,1.29
-2.64,3.73,1.32
-2.65,3.75,1.41
-2.65,3.73,1.33
-2.62,3.74,1.38
-2.61,3.76,1.34
-2.56,3.77,1.42
-2.54,3.79,1.32
-2.51,3.8,1.37
-2.54,3.85,1.32
-2.54,3.87,1.33
-2.54,3.91,1.28
-2.53,3.94,1.28
-2.5,3.99,1.27
-2.51,4.03,1.25
-2.49,4.06,1.23
-2.5,4.11,1.28
-2.46,4.14,1.35
-2.44,4.16,1.38
-2.47,4.21,1.32
-2.47,4.24,1.32
-2.47,4.28,1.33
-2.47,4.33,1.35
-2.47,4.38,1.36
-2.49,4.45,1.31
-2.46,4.5,1.26
-2.44,4.54,1.31
-2.4,4.58,1.25
-2.39,4.61,1.34
-2.41,4.67,1.3
-2.41,4.71,1.29
-2.41,4.72,1.31
-2.4,4.75,1.33
-2.4,4.79,1.36
-2.39,4.8,1.42
-2.4,4.85,1.5
-2.4,4.88,1.49
-2.4,4.92,1.57
-2.41,4.96,1.57
-2.46,5.05,1.52
-2.49,5.12,1.42
-2.53,5.18,1.35
-2.55,5.23,1.42
-2.53,5.26,1.34
-2.51,5.29,1.41
-2.48,5.3,1.43
-2.43,5.34,1.43
-2.39,5.38,1.41
-2.4,5.44,1.36
-2.39,5.48,1.41
-2.46,5.61,1.38
-2.46,5.67,1.44
-2.48,5.74,1.41
-2.48,5.76,1.38
-2.45,5.79,1.42
-2.42,5.81,1.44
-2.41,5.84,1.4
-2.33,5.93,1.38
-2.35,5.91,1.37
-2.34,5.93,1.41
-2.36,5.94,1.39
-2.36,5.95,1.34
-2.37,5.95,1.35
-2.35,5.94,1.41
-2.34,5.94,1.38
-2.34,5.92,1.41
-2.34,5.94,1.39
-2.39,6,1.34
-2.37,5.97,1.41
-2.33,5.95,1.45
-2.33,5.97,1.41
-2.31,5.97,1.39
-2.28,5.96,1.34
-2.23,5.97,1.34
-2.2,5.97,1.34
-2.18,5.98,1.34
-2.14,5.96,1.36
-2.11,5.92,1.44
-2.08,5.92,1.47
-2.04,5.87,1.39
-2,5.9,1.4
-1.94,5.92,1.38
-1.91,5.94,1.35
-1.88,5.93,1.31
-1.8,5.97,1.28
-1.78,5.93,1.42
-1.75,5.91,1.45
-1.72,5.91,1.5
-1.62,5.94,1.55
-1.58,5.94,1.56
-1.48,5.97,1.48
-1.42,5.96,1.43
-1.41,5.9,1.45
-1.42,5.85,1.48
-1.4,5.82,1.46
-1.34,5.84,1.47
-1.29,5.84,1.43
-1.3,5.81,1.39
-1.28,5.78,1.38
-1.26,5.75,1.37
-1.24,5.75,1.42
-1.23,5.74,1.43
-1.2,5.74,1.46
-1.09,5.83,1.42
-1.02,5.83,1.42
-0.99,5.82,1.39
-1.01,5.8,1.49
-1.02,5.74,1.54
-0.98,5.71,1.48
-0.97,5.69,1.4
-0.98,5.66,1.39
-0.98,5.62,1.36
-0.97,5.6,1.31
-1.03,5.59,1.39
-0.96,5.59,1.22
-1.05,5.67,1.16
-1.14,5.7,1.06
-1.11,5.73,1.11
-1.14,5.75,1.06
-1.13,5.8,1.04
-1.14,5.8,1.03
-1.16,5.73,1.15
-1.12,5.72,1.12
-1.13,5.67,1.19
-1.13,5.65,1.21
-1.12,5.62,1.26
-1.12,5.58,1.25
-1.12,5.56,1.25
-1.12,5.54,1.26
-1.12,5.49,1.35
-1.09,5.46,1.4
-1.06,5.45,1.38
-1.02,5.43,1.36
-1,5.38,1.36
-0.93,5.3,1.34
-0.95,5.27,1.43
-0.94,5.21,1.36
-0.98,5.19,1.3
-0.91,5.08,1.27
-0.95,5.09,1.29
-0.94,5.02,1.25
-1,5.02,1.34
-1.04,4.98,1.4
-0.97,4.88,1.35
-0.97,4.82,1.34
-0.96,4.78,1.33
-1,4.76,1.43
-1.03,4.76,1.45
-1.03,4.78,1.34
-1.11,4.75,1.41
-1.13,4.76,1.3
-1.18,4.73,1.28
-1.18,4.72,1.23
-1.23,4.67,1.22
-1.25,4.62,1.31
-1.26,4.57,1.38
-1.28,4.54,1.43
-1.31,4.52,1.45
-1.29,4.45,1.38
-1.32,4.43,1.42
-1.36,4.41,1.39
-1.37,4.35,1.48
-1.42,4.3,1.38
-1.4,4.24,1.37
-1.37,4.21,1.38
-1.37,4.16,1.32
-1.39,4.09,1.33
-1.42,4.03,1.35
-1.44,3.99,1.3
-1.4,3.98,1.32
-1.44,3.93,1.24
-1.41,3.89,1.25
-1.41,3.86,1.32
-1.41,3.83,1.32
-1.42,3.8,1.4
-1.41,3.78,1.34
-1.41,3.75,1.27
-1.41,3.73,1.23
-1.41,3.73,1.2
-1.55,3.66,1.23
-1.64,3.58,1.17
-1.57,3.58,1.12
-1.57,3.55,1.2
-1.54,3.53,1.25
-1.49,3.54,1.24
-1.51,3.48,1.24
-1.45,3.48,1.18
-1.42,3.47,1.12
-1.39,3.47,1.1
-1.34,3.49,1.14
-1.33,3.48,1.1
-1.35,3.49,1.26
-1.34,3.52,1.19
-1.39,3.51,1.15
-1.43,3.48,1.06
-1.45,3.43,0.94
-1.42,3.48,0.97
-1.38,3.5,1.02
-1.38,3.51,1.03
-1.48,3.46,1.06
-1.47,3.5,1.07
-1.47,3.54,1.09
-1.54,3.52,1.12
-1.57,3.52,1.13
-1.65,3.52,1.09
-1.7,3.54,1.03
-1.72,3.57,1.1
-1.71,3.57,1.12
-1.7,3.58,1.2
-1.75,3.56,1.11
-1.78,3.56,1.08
-1.78,3.56,1.1
-1.8,3.55,1.1
-1.87,3.59,1.13
-1.93,3.57,1.13
-1.95,3.56,1.11
-1.9,3.56,1.16
-1.92,3.55,1.23
-1.92,3.55,1.25
-1.94,3.55,1.29
-2,3.59,1.25
-2.03,3.6,1.26
-2.05,3.63,1.28
-2.13,3.66,1.34
-2.17,3.65,1.32
-2.19,3.66,1.37
-2.24,3.66,1.39
-2.26,3.68,1.49
-2.27,3.66,1.46
-2.28,3.63,1.5
-2.29,3.62,1.54
-2.32,3.6,1.57
-2.36,3.58,1.56
-2.39,3.57,1.54
-2.42,3.55,1.57
-2.49,3.52,1.44
-2.5,3.53,1.34
-2.6,3.5,1.27
-2.6,3.54,1.24
-2.6,3.56,1.33
-2.63,3.56,1.33
-2.65,3.57,1.31
-2.62,3.62,1.24
-2.63,3.65,1.27
-2.61,3.7,1.23
-2.64,3.71,1.2
-2.61,3.74,1.31
-2.6,3.78,1.32
-2.62,3.78,1.35
-2.62,3.79,1.42
-2.63,3.78,1.33
-2.61,3.79,1.33
-2.56,3.81,1.26
-2.61,3.78,1.25
-2.63,3.75,1.2
-2.63,3.74,1.17
-2.63,3.75,1.16
-2.65,3.77,1.2
-2.66,3.78,1.21
-2.67,3.79,1.29
-2.67,3.81,1.34
-2.66,3.83,1.41
-2.64,3.85,1.46
-2.63,3.89,1.41
-2.61,3.9,1.39
-2.62,3.93,1.44
-2.65,3.97,1.41
-2.64,4,1.35
-2.64,4.04,1.34
-2.62,4.08,1.41
-2.64,4.14,1.4
-2.6,4.15,1.36
-2.57,4.18,1.32
-2.55,4.21,1.27
-2.56,4.27,1.25
-2.57,4.33,1.24
-2.58,4.37,1.24
-2.57,4.41,1.24
-2.54,4.44,1.31
-2.53,4.48,1.26
-2.55,4.51,1.35
-2.52,4.56,1.38
-2.52,4.62,1.38
-2.56,4.64,1.29
-2.56,4.7,1.29
-2.55,4.74,1.28
-2.56,4.77,1.28
-2.53,4.81,1.29
-2.55,4.88,1.25
-2.54,4.93,1.23
-2.53,4.98,1.27
-2.48,5.04,1.36
-2.49,5.06,1.39
-2.44,5.1,1.42
-2.44,5.12,1.43
-2.45,5.15,1.46
-2.44,5.17,1.45
-2.42,5.21,1.41
-2.42,5.24,1.41
-2.42,5.26,1.42
-2.43,5.29,1.46
-2.44,5.32,1.44
-2.43,5.35,1.43
-2.42,5.37,1.41
-2.41,5.39,1.39
-2.41,5.42,1.38
-2.4,5.43,1.42
-2.4,5.44,1.43
-2.4,5.45,1.42
-2.35,5.51,1.35
-2.35,5.51,1.38
-2.34,5.54,1.37
-2.33,5.55,1.39
-2.39,5.61,1.36
-2.37,5.62,1.47
-2.41,5.67,1.46
-2.37,5.67,1.46
-2.33,5.69,1.4
-2.33,5.71,1.43
-2.31,5.73,1.4
-2.28,5.74,1.34
-2.27,5.73,1.43
-2.27,5.75,1.46
-2.25,5.75,1.46
-2.25,5.75,1.45
-2.25,5.74,1.41
-2.25,5.73,1.39
-2.25,5.74,1.38
-2.25,5.76,1.33
-2.21,5.79,1.31
