X,Y,Z
-2.22,5.79,1.34
-2.23,5.78,1.35
-2.23,5.78,1.35
-2.22,5.79,1.32
-2.22,5.77,1.37
-2.27,5.82,1.35
-2.28,5.8,1.3
-2.26,5.79,1.27
-2.29,5.82,1.24
-2.28,5.79,1.34
-2.28,5.79,1.33
-2.33,5.84,1.33
-2.3,5.83,1.31
-2.3,5.79,1.34
-2.3,5.8,1.32
-2.32,5.83,1.29
-2.29,5.82,1.29
-2.27,5.79,1.27
-2.27,5.78,1.31
-2.3,5.82,1.27
-2.25,5.79,1.35
-2.22,5.79,1.39
-2.17,5.78,1.35
-2.13,5.78,1.31
-2.08,5.75,1.28
-2.07,5.75,1.39
-1.97,5.75,1.35
-1.94,5.72,1.32
-1.95,5.73,1.34
-1.95,5.75,1.33
-1.91,5.72,1.28
-1.88,5.7,1.37
-1.84,5.68,1.37
-1.79,5.66,1.35
-1.72,5.7,1.31
-1.7,5.71,1.3
-1.64,5.68,1.32
-1.6,5.66,1.32
-1.54,5.65,1.3
-1.49,5.64,1.28
-1.46,5.65,1.31
-1.44,5.66,1.31
-1.42,5.68,1.39
-1.43,5.69,1.41
-1.39,5.75,1.33
-1.38,5.74,1.3
-1.34,5.75,1.27
-1.25,5.8,1.25
-1.17,5.82,1.21
-1.16,5.8,1.22
-1.13,5.79,1.25
-1.1,5.83,1.26
-1.12,5.81,1.34
-1.13,5.8,1.33
-1.19,5.71,1.35
-1.22,5.66,1.3
-1.21,5.62,1.36
-1.18,5.62,1.39
-1.1,5.61,1.36
-1.06,5.59,1.36
-1.02,5.59,1.37
-0.99,5.59,1.37
-0.97,5.57,1.42
-0.94,5.57,1.35
-0.93,5.55,1.34
-0.92,5.57,1.3
-0.93,5.57,1.32
-0.93,5.57,1.35
-0.95,5.59,1.35
-0.98,5.58,1.31
-0.99,5.57,1.27
-1.02,5.54,1.25
-1.05,5.5,1.26
-1.07,5.48,1.24
-1.1,5.45,1.29
-1.13,5.41,1.34
-1.14,5.38,1.33
-1.08,5.4,1.25
-1.1,5.34,1.22
-1.13,5.28,1.24
-1.14,5.24,1.28
-1.13,5.19,1.28
-1.12,5.16,1.23
-1.15,5.12,1.31
-1.09,5.16,1.26
-1.02,5.1,1.3
-1.02,5.08,1.31
-1.03,5.06,1.31
-1.09,4.99,1.29
-1.18,4.91,1.25
-1.31,4.81,1.21
-1.25,4.82,1.27
-1.26,4.79,1.23
-1.24,4.77,1.31
-1.34,4.66,1.28
-1.4,4.56,1.21
-1.43,4.47,1.13
-1.46,4.4,1.16
-1.42,4.39,1.15
-1.41,4.37,1.19
-1.44,4.34,1.16
-1.41,4.33,1.17
-1.38,4.32,1.27
-1.36,4.3,1.22
-1.34,4.28,1.2
-1.34,4.24,1.34
-1.27,4.25,1.3
-1.28,4.22,1.32
-1.3,4.18,1.28
-1.28,4.16,1.27
-1.26,4.09,1.2
-1.26,4.06,1.16
-1.28,4.03,1.21
-1.28,3.99,1.19
-1.24,4,1.17
-1.26,3.96,1.13
-1.21,3.98,1.16
-1.19,3.98,1.11
-1.19,3.99,1.1
-1.26,3.9,0.96
-1.28,3.92,1.09
-1.34,3.89,1.1
-1.27,3.95,1.12
-1.25,3.96,1.1
-1.21,3.98,1.11
-1.19,4.02,1.09
-1.19,4.04,1.13
-1.21,4.07,1.1
-1.27,4.06,1.18
-1.37,4.03,1.2
-1.41,4.03,1.33
-1.42,4.06,1.28
-1.46,4.05,1.26
-1.49,4.05,1.23
-1.51,4.04,1.23
-1.56,4.05,1.29
-1.57,4.04,1.24
-1.59,4.03,1.2
-1.63,4.02,1.21
-1.7,4.04,1.24
-1.72,4.01,1.26
-1.79,3.98,1.19
-1.97,3.89,1.25
-1.98,3.92,1.3
-1.99,3.93,1.28
-2.03,3.95,1.26
-2.07,3.96,1.24
-2.13,3.98,1.2
-2.17,3.99,1.18
-2.18,4,1.15
-2.3,3.96,1.18
-2.34,3.97,1.15
-2.35,3.99,1.2
-2.38,3.99,1.16
-2.38,3.99,1.14
-2.4,3.99,1.27
-2.43,3.98,1.28
-2.47,3.99,1.33
-2.5,4,1.3
-2.55,4.02,1.3
-2.56,4.02,1.33
-2.62,4,1.26
-2.62,4.03,1.22
-2.68,4.02,1.19
-2.69,4.05,1.24
-2.69,4.05,1.27
-2.71,4.05,1.22
-2.72,4.06,1.26
-2.74,4.08,1.35
-2.75,4.09,1.34
-2.77,4.11,1.32
-2.77,4.1,1.29
-2.76,4.09,1.34
-2.75,4.08,1.41
-2.74,4.08,1.44
-2.71,4.09,1.37
-2.67,4.1,1.33
-2.67,4.12,1.3
-2.65,4.13,1.27
-2.63,4.14,1.38
-2.61,4.17,1.4
-2.6,4.2,1.38
-2.59,4.22,1.32
-2.61,4.26,1.33
-2.6,4.29,1.28
-2.61,4.34,1.25
-2.58,4.37,1.23
-2.58,4.41,1.24
-2.59,4.46,1.25
-2.6,4.49,1.2
-2.6,4.54,1.33
-2.61,4.6,1.36
-2.62,4.65,1.39
-2.62,4.7,1.43
-2.62,4.75,1.48
-2.63,4.77,1.51
-2.62,4.82,1.5
-2.62,4.88,1.49
-2.58,4.94,1.45
-2.52,5.01,1.42
-2.54,5.05,1.35
-2.57,5.14,1.35
-2.54,5.27,1.37
-2.54,5.32,1.33
-2.55,5.36,1.35
-2.6,5.45,1.34
-2.58,5.47,1.38
-2.59,5.51,1.41
-2.57,5.52,1.44
-2.51,5.59,1.37
-2.49,5.58,1.46
-2.49,5.59,1.38
-2.47,5.61,1.32
-2.42,5.66,1.29
-2.38,5.71,1.27
-2.39,5.72,1.25
-2.36,5.75,1.27
-2.31,5.79,1.29
-2.32,5.78,1.35
-2.32,5.75,1.47
-2.31,5.72,1.52
-2.26,5.73,1.43
-2.3,5.76,1.47
-2.28,5.77,1.41
-2.24,5.78,1.37
-2.2,5.79,1.43
-2.14,5.81,1.5
-2.11,5.82,1.42
-2.08,5.78,1.38
-2.04,5.81,1.32
-1.99,5.8,1.28
-1.94,5.8,1.34
-1.89,5.79,1.34
-1.85,5.79,1.37
-1.83,5.8,1.41
-1.76,5.77,1.39
-1.71,5.76,1.39
-1.65,5.75,1.39
-1.62,5.74,1.42
-1.6,5.74,1.41
-1.58,5.73,1.4
-1.54,5.72,1.38
-1.49,5.68,1.38
-1.44,5.65,1.34
-1.38,5.65,1.34
-1.31,5.67,1.28
-1.21,5.71,1.25
-1.2,5.7,1.32
-1.16,5.65,1.33
-1.15,5.67,1.4
-1.12,5.68,1.45
-1.08,5.69,1.39
-1.05,5.66,1.4
-0.99,5.69,1.36
-0.98,5.68,1.42
-0.99,5.67,1.46
-0.93,5.63,1.41
-0.88,5.59,1.43
-0.89,5.59,1.4
-0.93,5.59,1.44
-0.97,5.61,1.47
-0.97,5.64,1.45
-1,5.63,1.39
-1.03,5.63,1.43
-1.04,5.65,1.42
-1.11,5.6,1.41
-1.19,5.55,1.4
-1.18,5.53,1.43
-1.18,5.55,1.37
-1.16,5.51,1.42
-1.1,5.49,1.5
-1.04,5.46,1.38
-1.09,5.39,1.34
-1.1,5.35,1.32
-1.07,5.27,1.4
-1.07,5.21,1.43
-1.08,5.19,1.37
-1.1,5.13,1.39
-1.15,5.1,1.33
-1.18,5.08,1.4
-1.18,5.03,1.39
-1.19,4.98,1.32
-1.2,4.95,1.41
-1.23,4.93,1.43
-1.28,4.89,1.4
-1.32,4.83,1.41
-1.32,4.8,1.32
-1.32,4.76,1.33
-1.35,4.7,1.35
-1.36,4.64,1.33
-1.38,4.58,1.3
-1.35,4.51,1.28
-1.36,4.47,1.25
-1.37,4.41,1.28
-1.39,4.36,1.23
-1.43,4.32,1.23
-1.45,4.28,1.21
-1.47,4.21,1.2
-1.5,4.17,1.23
-1.49,4.11,1.33
-1.51,4.06,1.34
-1.5,4.02,1.3
-1.52,3.98,1.26
-1.53,3.93,1.21
-1.51,3.91,1.14
-1.53,3.85,1.15
-1.53,3.81,1.15
-1.5,3.78,1.2
-1.47,3.75,1.16
-1.45,3.72,1.13
-1.42,3.69,1.09
-1.4,3.67,1.12
-1.38,3.64,1.11
-1.48,3.58,1.13
-1.46,3.57,1.09
-1.55,3.49,1.09
-1.52,3.51,1.06
-1.47,3.52,1.03
-1.43,3.52,1.02
-1.42,3.51,1.01
-1.47,3.46,1.05
-1.55,3.41,1.05
-1.55,3.42,1.19
-1.56,3.44,1.16
-1.56,3.47,1.12
-1.56,3.46,1.16
-1.57,3.46,1.2
-1.6,3.46,1.24
-1.61,3.47,1.29
-1.62,3.48,1.22
-1.61,3.5,1.21
-1.6,3.5,1.19
-1.7,3.6,1.16
-1.73,3.62,1.2
-1.73,3.61,1.26
-1.73,3.59,1.33
-1.75,3.57,1.39
-1.75,3.55,1.34
-1.74,3.53,1.33
-1.74,3.51,1.36
-1.72,3.49,1.3
-1.75,3.48,1.34
-1.79,3.5,1.39
-1.81,3.5,1.38
-1.85,3.49,1.41
-1.89,3.48,1.41
-1.94,3.49,1.33
-2.02,3.5,1.37
-2.07,3.49,1.33
-2.12,3.49,1.32
-2.15,3.48,1.3
-2.18,3.48,1.27
-2.23,3.49,1.26
-2.27,3.48,1.32
-2.29,3.48,1.29
-2.32,3.46,1.28
-2.37,3.46,1.24
-2.43,3.46,1.26
-2.47,3.47,1.22
-2.51,3.48,1.36
-2.52,3.5,1.39
-2.52,3.52,1.46
-2.55,3.52,1.38
-2.55,3.54,1.44
-2.58,3.56,1.35
-2.57,3.6,1.29
-2.58,3.62,1.24
-2.61,3.64,1.21
-2.61,3.66,1.18
-2.6,3.69,1.3
-2.58,3.7,1.26
-2.57,3.72,1.36
-2.57,3.76,1.32
-2.57,3.78,1.28
-2.57,3.8,1.25
-2.58,3.82,1.23
-2.58,3.82,1.32
-2.59,3.85,1.31
-2.58,3.88,1.27
-2.58,3.9,1.25
-2.57,3.93,1.23
-2.57,3.96,1.31
-2.56,3.98,1.29
-2.57,4.03,1.31
-2.56,4.07,1.43
-2.53,4.1,1.38
-2.55,4.16,1.4
-2.52,4.21,1.35
-2.52,4.28,1.38
-2.5,4.33,1.37
-2.47,4.37,1.47
-2.45,4.44,1.43
-2.45,4.5,1.43
-2.44,4.56,1.41
-2.44,4.62,1.36
-2.45,4.68,1.39
-2.46,4.75,1.42
-2.47,4.83,1.35
-2.45,4.9,1.38
-2.44,4.95,1.41
-2.42,4.99,1.38
-2.42,5.06,1.31
-2.4,5.1,1.37
-2.37,5.14,1.38
-2.34,5.19,1.44
-2.34,5.23,1.52
-2.3,5.31,1.42
-2.23,5.39,1.33
-2.19,5.47,1.34
-2.2,5.5,1.38
-2.16,5.58,1.33
-2.14,5.67,1.29
-2.17,5.7,1.29
-2.19,5.77,1.32
-2.19,5.83,1.27
-2.19,5.88,1.29
-2.2,5.91,1.31
-2.2,5.94,1.3
-2.25,6,1.32
-2.26,6.04,1.3
-2.25,6.02,1.29
-2.25,6.04,1.29
-2.24,6.05,1.29
-2.24,6.05,1.28
-2.24,6.04,1.29
-2.24,6.04,1.31
-2.23,6.06,1.33
-2.21,6.08,1.36
-2.18,6.08,1.32
-2.13,6.12,1.33
-2.12,6.08,1.29
-2.11,6.08,1.35
-2.11,6.08,1.35
-2.18,6.15,1.36
-2.17,6.1,1.41
-2.1,6.09,1.4
-2.05,6.13,1.33
-2.12,6.17,1.37
-2.11,6.14,1.32
-2.11,6.08,1.34
-2.08,6.03,1.34
-2.07,6.01,1.35
-2.07,6,1.35
-2.07,5.99,1.34
-2.08,5.98,1.33
-2.07,5.96,1.33
-2.07,5.96,1.32
-2.1,5.97,1.3
-2.04,5.93,1.23
-2.01,5.88,1.21
-1.97,5.84,1.22
-1.96,5.82,1.23
-1.95,5.82,1.22
-1.94,5.81,1.21
-1.92,5.79,1.18
