Anchor1,Anchor2,Anchor3,Anchor4
3.14,3.93,3.72,3.81
3.2,3.94,3.69,3.82
3.14,3.99,3.72,3.21
3.19,3.94,3.72,3.22
3.24,3.88,3.72,3.31
3.26,3.88,3.71,3.2
3.32,3.84,3.81,3.31
3.4,3.86,3.83,3.42
3.37,3.87,4.03,3.25
3.38,3.79,4.09,3.12
3.41,3.79,4.18,3.29
3.43,3.8,4.68,3.28
3.41,3.79,3.83,3.24
3.36,3.81,3.96,3.21
3.37,3.79,3.87,3.18
3.33,3.8,3.9,3.2
3.31,3.77,3.99,3.2
3.24,3.72,3.93,3.2
3.22,3.79,3.88,3.28
3.19,3.66,3.93,3.37
3.16,3.64,3.88,3.38
3.16,3.68,3.93,3.32
3.12,3.62,3.93,3.3
3.11,3.68,3.87,3.41
3.02,3.62,3.9,3.37
2.98,3.58,3.95,3.46
3.01,3.7,3.96,3.5
3.05,3.55,3.98,3.41
3.04,3.58,4,3.77
2.97,3.46,4.02,3.45
2.97,3.47,4.08,3.43
2.97,3.4,4.05,3.38
2.95,3.37,4.02,3.31
2.92,3.38,4.08,3.33
2.89,3.34,4.11,3.3
2.85,3.35,4.11,3.33
2.84,3.35,4.07,3.33
2.88,3.28,4.1,3.41
2.74,3.33,4.22,3.44
2.69,3.33,4.15,3.51
2.74,3.3,4.16,3.51
2.65,3.32,4.16,3.48
2.67,3.26,4.21,3.64
2.61,3.26,4.21,3.63
2.55,3.27,4.17,3.65
2.55,3.3,4.13,3.67
2.51,3.24,4.18,3.72
2.52,3.23,4.22,3.69
2.52,3.23,4.24,3.7
2.52,3.24,4.27,3.75
2.45,3.27,4.29,3.73
2.49,3.26,4.23,3.74
2.54,3.19,4.32,3.75
2.54,3.17,4.26,3.72
2.52,3.18,4.26,3.75
2.63,3.12,4.38,3.82
2.56,3.07,4.38,3.72
2.64,3.03,4.46,3.72
2.68,3.04,4.49,3.71
2.64,2.96,4.47,3.63
2.61,3.01,4.47,3.6
2.62,3.05,4.49,3.7
2.57,3,4.51,3.74
2.58,2.97,4.55,3.75
2.51,2.95,4.6,3.75
2.6,2.99,4.63,3.78
2.53,2.99,4.54,3.79
2.56,2.97,4.57,3.86
2.52,2.98,4.59,3.85
2.54,3,4.48,3.92
2.44,2.98,4.59,3.91
2.43,2.97,4.53,3.86
2.44,2.97,4.61,3.88
2.42,2.97,4.59,3.86
2.39,3.03,4.65,3.85
2.32,3.03,4.54,3.81
2.29,3.09,4.51,3.87
2.26,3.1,4.5,3.75
2.28,3.06,4.59,3.86
2.4,3.14,4.57,3.87
2.38,3.16,4.64,3.81
2.4,3.18,4.62,3.78
2.5,3.12,4.56,3.77
2.55,3.11,4.58,3.79
2.48,3.1,4.62,3.81
2.47,3.1,4.55,3.78
2.46,3.1,4.41,3.82
2.52,3.11,4.44,3.7
2.52,3.14,4.46,3.64
2.61,3.11,4.39,3.62
2.69,3.04,4.46,3.64
2.67,3.07,4.47,3.57
2.64,3,4.62,3.56
2.71,3.02,4.68,3.59
2.83,2.97,4.74,3.57
2.82,2.92,4.68,3.55
2.82,2.9,4.64,3.35
2.79,2.83,4.74,3.41
2.87,2.79,4.83,3.31
2.89,2.75,4.78,3.26
2.9,2.71,4.87,3.16
2.93,2.7,4.87,3.17
2.88,2.67,4.81,3.19
2.97,2.67,4.83,3.19
3.01,2.6,4.89,3.18
3.05,2.54,4.94,3.13
3.16,2.47,4.94,3.14
3.15,2.37,5.06,2.99
3.23,2.35,4.96,3.01
3.31,2.36,5.05,2.94
3.33,2.4,4.96,2.89
3.34,2.33,5.06,2.91
3.34,2.32,5.19,2.83
3.43,2.34,5.23,2.87
3.37,2.26,5.34,2.88
3.46,2.24,5.39,2.78
3.49,2.18,5.52,2.77
3.47,2.22,5.51,2.73
3.51,2.06,5.57,2.74
3.55,2.1,5.54,2.74
3.6,2.03,5.56,2.66
3.62,2,5.61,2.68
3.7,1.96,5.63,2.65
3.66,1.92,5.57,2.57
3.67,1.93,5.64,2.61
3.72,1.89,5.65,2.58
3.82,1.92,5.67,2.59
3.89,1.83,5.7,2.53
3.9,1.88,5.66,2.52
3.94,1.79,5.64,2.47
4,1.82,5.66,2.45
4.06,1.83,5.85,2.4
4.12,1.72,6.13,2.41
4.15,1.64,6.1,2.29
4.22,1.64,6.04,2.29
4.23,1.7,6.09,2.26
4.24,1.58,6.11,2.29
4.29,1.64,6.05,2.21
4.34,1.54,6.02,2.18
4.37,1.59,6.11,2.21
4.5,1.51,6.06,2.24
4.46,1.55,6.03,2.25
4.45,1.56,6.13,2.3
4.43,1.5,6.14,2.24
4.44,1.55,6.19,2.25
4.42,1.51,6.11,2.21
4.48,1.65,6.16,2.22
4.37,1.67,6.1,2.21
4.41,1.7,6.1,2.3
4.42,1.56,6.14,2.21
4.37,1.65,6.24,2.17
4.4,1.65,6.17,2.23
4.46,1.73,6.16,2.14
4.45,1.7,6.16,2.14
4.44,1.67,6.12,2.12
4.52,1.68,6.08,2.13
4.52,1.77,6.07,2.07
4.51,1.75,6.08,2.07
4.53,1.82,6.03,2.09
4.5,1.87,5.97,2.09
4.62,1.95,5.92,1.99
4.6,1.93,6.07,1.93
4.56,1.99,5.65,1.81
5.32,2.03,6.12,1.83
5.48,2.18,6.06,1.74
4.64,2.06,5.99,1.7
4.6,2.14,5.97,1.7
4.73,2.19,5.9,1.64
4.62,2.23,5.95,1.66
5.1,2.28,5.89,1.64
4.74,2.29,5.91,1.59
4.79,2.31,5.8,1.56
4.74,2.37,5.8,1.56
4.81,2.41,5.72,1.52
4.75,2.5,5.66,1.49
4.69,2.59,5.69,1.5
4.67,2.58,5.76,1.48
4.73,2.62,5.71,1.46
4.79,2.57,5.64,1.47
4.73,2.59,5.58,1.49
4.85,2.58,5.59,1.41
4.91,2.77,5.62,1.42
4.95,2.81,5.63,1.37
4.94,2.74,5.66,1.32
5,2.77,5.67,1.31
5.04,2.83,5.65,1.24
5.04,2.82,5.64,1.19
5.04,3.04,5.6,1.13
5.04,3.03,5.72,1.13
5.05,2.99,5.71,1.27
5.07,3.11,5.66,1.51
5.02,3.24,5.6,1.31
5.15,3.2,5.64,1.41
5.13,3.19,5.68,1.53
5.07,3.26,5.63,1.57
5.08,3.32,5.66,1.59
5.06,2.97,5.69,1.62
5.04,3.58,5.75,1.72
4.97,2.91,6.12,1.71
5.01,2.96,6.02,1.92
5.01,2.9,6.02,1.22
5.03,3.06,6.01,1.72
4.99,3.07,6.09,1.57
4.94,3.06,5.99,1.65
4.93,3.02,5.65,1.65
4.93,3.05,5.62,1.57
4.91,2.98,5.56,1.55
4.92,2.99,5.65,1.51
4.84,3.04,5.53,1.51
4.79,3.02,5.54,1.61
4.78,3.08,5.52,1.58
4.79,3.04,5.52,1.59
4.84,3.15,5.47,1.7
4.73,3.15,5.38,1.5
4.67,3.19,5.33,1.46
4.71,3.34,5.27,1.42
4.57,3.19,5.32,1.54
4.61,3.47,5.31,1.57
4.55,3.33,5.18,1.66
4.47,3.34,5.13,1.74
4.42,3.26,5.09,1.78
4.31,3.54,5.03,1.8
4.33,3.03,4.97,1.86
4.3,3.44,4.95,1.95
4.26,3.09,4.94,1.98
4.26,3.22,4.92,2
4.25,3.65,4.82,2.06
4.14,3.46,4.84,2.03
4.15,3.48,4.77,2.04
4.16,3.4,4.74,2.09
4.17,3.36,4.79,2.1
4.17,3.25,4.73,2.17
4.02,3.21,4.74,2.28
4.04,3.14,4.73,2.28
3.94,3.16,4.67,2.28
3.95,3.16,4.62,2.34
3.93,3.22,4.56,2.39
3.84,3.39,4.55,2.42
3.8,3.37,4.53,2.45
3.8,3.35,4.55,2.43
3.76,3.36,4.57,2.5
3.69,3.47,4.56,2.53
3.72,3.32,4.5,2.58
3.67,3.37,4.53,2.65
3.65,3.45,4.31,2.69
3.61,3.34,4.29,2.83
3.56,3.63,4.23,2.82
3.54,3.5,4.15,2.76
3.59,3.55,4.1,2.82
3.54,3.57,3.97,2.91
3.46,3.53,3.95,2.99
3.45,3.6,3.99,2.98
3.41,3.62,3.98,3.02
3.48,3.63,3.99,3.1
3.38,3.86,3.9,3.11
3.32,3.76,3.94,3.12
3.29,3.79,3.93,3.14
3.25,3.78,3.88,3.17
3.27,3.79,3.8,3.17
3.23,3.8,3.81,3.2
3.22,3.78,3.8,3.18
3.25,3.75,3.85,3.28
3.23,3.75,3.76,3.55
3.16,3.78,3.72,3.68
3.19,3.89,3.74,3.68
3.17,3.89,3.73,3.41
3.21,3.95,3.7,3.37
3.18,3.89,3.67,3.49
3.16,4.05,3.6,3.59
3.2,4.03,3.6,3.59
3.19,4.04,3.6,3.6
3.18,4.02,3.59,3.56
3.25,3.99,3.58,3.57
3.19,4.01,3.6,3.54
3.17,3.95,3.69,3.49
3.25,3.91,3.74,3.52
3.23,3.99,3.88,3.55
3.22,4.06,3.85,3.73
3.25,3.99,3.85,3.87
3.23,3.88,3.73,3.8
3.24,3.93,3.65,3.75
3.16,3.9,3.69,3.62
3.2,3.94,3.71,3.72
3.19,3.84,3.74,3.27
3.19,3.8,3.78,3.28
3.22,3.81,3.83,3.56
3.19,3.81,3.86,3.48
3.18,3.73,3.98,3.6
3.13,3.76,4.14,3.66
3.08,3.73,4.11,3.48
3.02,3.78,4.21,3.42
3.04,3.71,4.01,3.32
2.98,3.73,4.09,3.79
2.95,3.7,4.03,3.91
2.93,3.73,3.93,3.86
2.88,3.72,3.98,3.56
2.82,3.65,4.19,3.51
2.82,3.62,4.15,3.77
2.77,3.64,4.04,4.12
2.74,3.53,3.7,3.95
2.72,3.62,3.95,3.78
2.7,3.54,4.04,3.45
2.72,3.57,4,3.85
2.7,3.5,4.18,3.48
2.74,3.47,4.18,3.57
2.72,3.48,4.23,3.57
2.63,3.42,4.36,3.61
2.64,3.4,4.27,3.68
2.61,3.4,4.27,3.62
2.56,3.3,4.31,3.69
2.58,3.33,4.33,3.63
2.56,3.36,4.22,3.84
2.52,3.41,4.13,3.75
2.52,3.36,4.17,3.86
2.49,3.32,4.23,3.83
2.39,3.34,4.23,3.87
2.4,3.33,4.19,3.85
2.37,3.33,4.24,3.94
2.34,3.32,4.23,4.03
2.38,3.24,4.27,4.05
2.39,3.19,4.23,4.09
2.39,3.14,4.33,3.96
2.37,3.2,4.35,3.86
2.38,3.13,4.32,3.93
2.45,3.1,4.36,3.88
2.54,3.11,4.4,3.92
2.52,3.08,4.53,3.84
2.59,2.99,4.47,3.8
2.56,3.02,4.5,3.86
2.58,3.04,4.49,3.81
2.66,2.99,4.6,3.78
2.51,3.03,4.56,3.79
2.52,3.02,4.53,3.76
2.54,3.04,4.49,3.81
2.62,3.06,4.54,3.86
2.68,3.07,4.42,3.84
2.5,3.04,4.44,3.88
2.59,3.1,4.43,3.86
2.5,3.07,4.44,3.8
2.5,3,4.47,3.74
2.44,3.05,4.53,3.71
2.44,2.99,4.49,3.73
2.39,2.95,4.52,3.7
2.45,2.98,4.53,3.65
2.56,2.95,4.6,3.67
2.63,2.93,4.61,3.6
2.63,2.89,4.63,3.55
2.6,2.89,4.77,3.52
2.58,2.83,4.62,3.51
2.64,2.84,4.75,3.56
2.71,2.78,4.7,3.5
2.76,2.83,4.76,3.42
2.76,2.74,4.72,3.34
2.85,2.63,4.92,3.36
2.88,2.72,4.96,3.31
2.93,2.66,4.97,3.26
2.97,2.65,5.03,3.28
3.05,2.64,4.99,3.23
3.08,2.56,5.04,3.21
3.06,2.48,5.06,3.23
3.11,2.49,5.02,3.16
3.23,2.49,5.04,3.14
3.26,2.41,5.09,3.11
3.26,2.25,5.1,3.09
3.29,2.28,5.12,3.11
3.36,2.22,5.2,2.99
3.42,2.14,5.18,3.11
3.44,2.14,5.31,2.99
3.44,2.16,5.31,2.96
3.43,2.13,5.33,2.96
3.51,2.12,5.34,2.82
3.53,2.06,5.47,2.8
3.64,2.05,5.49,2.86
3.67,2.01,5.52,2.72
3.77,1.98,5.51,2.73
3.74,1.93,5.52,2.74
3.81,2.01,5.51,2.68
3.76,1.95,5.55,2.64
3.74,1.92,5.59,2.66
3.79,1.93,5.59,2.6
3.89,1.99,5.64,2.55
3.88,1.88,5.67,2.61
3.93,1.86,5.67,2.57
3.87,1.79,5.75,2.58
3.94,1.82,5.74,2.57
3.98,1.83,5.78,2.52
4,1.87,5.77,2.5
4,1.86,5.76,2.5
4.05,1.86,5.85,2.51
4.01,1.82,5.75,2.44
4.01,1.79,5.81,2.5
4.09,1.8,5.81,2.49
4.1,1.74,5.72,2.5
4.06,1.82,5.83,2.41
4.18,1.86,5.91,2.39
4.14,1.83,5.85,2.35
4.07,1.78,5.96,2.35
4.19,1.73,5.91,2.3
4.11,1.72,5.97,2.26
4.16,1.74,5.8,2.19
4.25,1.79,5.87,2.22
4.22,1.72,5.95,2.19
4.28,1.76,5.91,2.2
4.28,1.77,5.9,2.16
4.26,1.78,5.95,2.22
4.24,1.78,5.94,2.14
4.26,1.72,5.89,2.24
4.22,1.74,5.87,2.14
4.22,1.72,5.94,2.19
4.22,1.72,5.86,2.18
4.28,1.73,5.89,2.14
4.31,1.73,5.97,2.22
4.33,1.72,5.87,2.14
4.25,1.71,5.93,2.14
4.23,1.71,5.88,2.17
4.28,1.75,5.95,2.14
4.27,1.77,5.87,2.18
4.3,1.82,5.95,2.21
4.28,1.81,6.07,2.16
4.26,1.78,6.01,2.19
4.26,1.81,6.13,2.14
4.25,1.81,6.02,2.19
4.3,1.8,5.92,2.22
4.28,1.81,5.97,2.19
4.26,1.77,6.09,2.21
4.3,1.75,5.94,2.26
4.25,1.79,5.99,2.29
4.28,1.78,5.98,2.21
4.26,1.76,6.02,2.16
4.28,1.8,5.92,2.13
4.23,1.8,6.23,2.17
4.31,1.79,6.14,2.26
4.3,1.88,6.06,2.16
4.31,1.93,5.89,2.13
4.39,1.88,5.96,2.11
4.34,1.95,5.81,2.04
4.38,1.98,5.84,1.99
4.31,2.06,5.73,1.97
4.31,2.07,5.82,1.9
4.39,2.15,5.61,1.87
4.3,2.16,5.64,1.91
4.36,2.15,5.81,1.88
4.4,2.2,5.85,1.89
4.34,2.22,5.65,1.87
4.42,2.25,5.73,1.84
4.46,2.34,5.7,1.82
4.47,2.45,5.64,1.83
4.54,2.28,5.65,1.75
4.56,2.27,5.7,1.65
4.56,2.6,5.78,1.63
4.58,2.6,5.7,1.62
4.68,2.69,5.61,1.57
4.66,2.7,5.63,1.58
4.72,2.62,5.65,1.52
4.74,2.61,5.69,1.55
4.71,2.63,5.72,1.44
4.76,2.43,5.61,1.45
4.78,2.52,5.71,1.54
4.88,2.56,5.61,1.45
4.86,2.76,5.74,1.43
4.95,2.79,5.66,1.38
4.91,2.84,5.58,1.43
4.91,2.84,5.7,1.33
4.96,2.96,5.67,1.37
4.98,2.81,5.74,1.34
5,2.74,5.71,1.26
5.01,2.74,5.58,1.24
5.01,2.8,5.54,1.74
5.03,2.8,5.49,1.64
5.02,2.93,5.54,1.55
5.06,3,5.64,1.41
4.98,3.34,5.67,1.48
5.01,3.28,5.64,1.49
5.05,3.26,5.62,1.46
5.05,3.22,5.63,1.46
4.99,3.33,5.64,1.45
5.04,3.39,5.7,1.51
5.04,3.38,5.68,1.49
4.98,3.34,5.72,1.47
5,3.23,5.69,1.48
4.99,3.22,5.57,1.49
4.97,3.11,5.65,1.53
4.97,3.07,5.59,1.55
4.96,3.13,5.57,1.54
4.87,3.06,5.53,1.61
4.88,3.07,5.42,1.67
4.86,3.07,5.48,1.67
4.87,2.99,5.4,1.67
4.87,3.02,5.33,1.72
4.83,3.07,5.35,1.74
4.81,3.19,5.4,1.76
4.81,3.18,5.26,1.87
4.83,3.19,5.27,2.03
4.68,3.25,5.26,1.93
4.69,3.23,5.11,1.88
4.68,3.18,5.03,1.83
4.57,3.1,5.05,1.96
4.58,3.13,5.13,1.67
4.52,3.56,5.08,1.83
4.5,3.29,5.06,1.85
4.41,3.32,5.03,1.9
4.38,3.21,4.91,2.21
4.37,3.19,4.83,2.42
4.35,3.22,4.87,2.79
4.26,3.3,4.85,2.02
4.17,3.19,4.74,2.18
4.22,3.31,4.75,2.18
4.22,3.34,4.68,2.84
4.16,3.48,4.62,2.94
4.11,3.58,4.58,2.99
4.04,3.48,4.51,2.93
4.09,3.47,4.51,2.6
3.99,3.45,4.44,2.63
4.01,3.39,4.48,2.82
3.95,3.48,4.47,2.6
3.89,3.5,4.36,2.59
3.92,3.49,4.3,2.6
3.89,3.48,4.28,2.57
3.88,3.54,4.22,2.75
3.85,3.62,4.25,2.63
3.76,3.64,4.36,2.81
3.74,3.62,4.24,2.86
3.68,3.69,4.21,3.04
3.7,3.73,4.15,3.11
3.69,3.7,4.04,2.8
3.71,3.7,4.08,2.92
3.66,3.7,3.95,2.91
3.65,3.76,4.03,2.89
3.6,3.74,3.96,2.95
3.66,3.76,4,2.93
3.62,3.75,4.05,3.35
3.57,3.72,4.04,3.58
3.52,3.76,4.12,3.56
3.51,3.61,4.12,2.85
3.6,3.69,4.08,3.15
3.62,3.6,4.01,3.25
3.6,3.72,4.05,3.56
3.63,3.74,4.02,2.87
3.63,3.55,4.08,3.23
3.63,3.62,4.12,2.81
3.63,3.59,4.2,2.86
3.44,3.55,4.24,2.89
3.63,3.49,4.22,3.11
3.5,3.45,4.24,2.87
3.47,3.44,4.26,2.75
3.34,3.41,4.26,2.84
3.32,3.4,4.44,2.89
3.28,3.41,4.23,2.89
3.32,3.35,4.39,2.95
3.21,3.31,4.09,3.32
3.12,3.28,4.41,2.9
3.14,3.32,4.38,3
3.1,3.27,4.34,2.99
3.08,3.3,4.38,3.03
2.95,3.26,4.27,3.74
2.98,3.17,4.21,3.72
2.94,3.15,4.3,3.11
2.95,3.17,4.29,3.19
2.9,3.06,4.38,3.24
2.88,3.02,4.43,3.48
2.9,3,4.47,3.4
2.85,3,4.47,3.36
2.85,2.91,4.38,3.4
2.82,2.97,4.45,3.52
2.82,2.94,4.55,3.49
2.78,2.86,4.53,3.47
2.76,2.94,4.55,3.56
2.79,2.98,4.5,3.56
2.77,2.96,4.57,3.55
2.74,2.97,4.62,3.61
2.72,2.87,4.63,3.58
2.67,2.82,4.67,3.52
2.65,2.88,4.72,3.54
2.74,2.91,4.69,3.58
2.74,2.81,4.72,3.77
2.79,2.74,4.75,3.74
2.78,2.74,4.78,3.75
2.78,2.74,4.83,3.7
2.83,2.77,4.83,3.65
2.92,2.73,4.77,3.65
2.74,2.76,4.83,3.64
2.71,2.74,4.9,3.65
2.74,2.72,4.91,3.68
2.68,2.76,4.89,3.58
2.74,2.82,4.88,3.72
2.77,2.76,4.81,3.67
2.7,2.76,4.79,3.64
2.72,2.72,4.8,3.62
2.75,2.73,4.73,3.5
2.77,2.75,4.68,3.58
2.78,2.82,4.81,3.45
2.8,2.72,4.74,3.43
2.83,2.72,4.81,3.42
2.83,2.62,4.79,3.32
2.87,2.66,4.85,3.33
2.93,2.64,4.83,3.35
2.95,2.58,4.96,3.28
2.99,2.6,4.97,3.3
3.04,2.54,5.03,3.28
3.12,2.49,4.97,3.15
3.1,2.38,5.07,3.18
3.18,2.34,5.09,3.2
3.18,2.36,5.15,3.2
3.24,2.3,5.24,3.09
3.26,2.24,5.26,3.05
3.31,2.22,5.31,3.01
3.36,2.16,5.33,2.95
3.39,2.02,5.34,2.97
3.45,2.02,5.33,3.01
3.49,1.99,5.42,2.9
3.55,1.95,5.5,2.85
3.69,2.02,5.49,2.81
3.72,1.91,5.45,2.77
3.84,1.85,5.52,2.75
3.89,1.83,5.86,2.74
3.93,1.76,5.82,2.61
4.01,1.75,5.88,2.64
3.93,1.68,5.86,2.66
3.94,1.66,5.97,2.54
4.02,1.67,6.08,2.54
4.07,1.67,6.02,2.63
4.06,1.65,5.89,2.55
4.18,1.58,5.89,2.53
4.14,1.62,5.91,2.52
4.12,1.6,5.9,2.52
4.2,1.61,5.94,2.45
4.22,1.62,5.88,2.44
4.22,1.6,5.89,2.34
4.21,1.62,6,2.35
4.31,1.66,5.99,2.27
4.3,1.62,5.91,2.26
4.26,1.7,6.01,2.33
4.21,1.74,6.16,2.28
4.21,1.78,5.87,2.3
4.23,1.77,5.79,2.26
4.26,1.82,6.04,2.23
4.3,1.85,5.95,2.15
4.37,1.85,5.91,2.14
4.61,1.9,5.97,2.04
4.44,1.91,5.87,2
4.43,1.92,5.92,1.97
4.48,1.99,5.74,1.98
4.51,2,6.28,1.87
4.48,2.13,6.13,1.81
4.52,2.16,6.09,1.82
4.49,2.16,6,1.68
4.95,2.25,5.85,1.75
4.48,2.38,5.8,1.67
4.59,2.5,5.69,1.67
4.65,2.6,5.78,1.63
4.62,2.54,5.73,1.63
4.6,2.45,5.67,1.61
4.64,2.44,5.99,1.62
4.63,2.49,6.02,1.62
4.63,2.61,5.7,1.62
4.62,2.72,5.54,1.6
4.72,2.68,5.42,1.49
4.67,2.75,5.48,1.49
4.82,2.81,5.6,1.47
4.87,2.85,5.53,1.4
4.79,2.8,5.59,1.33
4.92,2.88,5.35,1.29
4.93,2.95,6.19,1.34
4.98,3.02,6.21,1.28
4.97,3.02,6.23,1.25
5.31,3.03,5.45,1.29
4.99,3.05,5.57,1.27
4.98,3.11,6.15,1.26
4.93,3.06,6.36,1.33
5,3.36,6.92,1.35
4.97,3.37,5.6,1.3
4.98,3.19,7.31,1.37
4.86,3.02,5.7,1.4
4.91,2.99,5.7,1.38
4.85,2.91,5.52,1.38
4.8,2.92,5.53,1.42
4.8,2.9,5.55,1.48
4.82,2.87,5.52,1.33
4.87,2.83,5.53,1.74
4.82,2.87,5.61,1.93
4.8,3.04,5.53,1.68
4.71,3.11,5.55,1.5
4.72,3.06,5.41,1.56
4.7,3.08,5.31,1.53
4.68,3.18,5.2,1.7
4.61,2.95,5.19,1.77
4.58,3.05,5.15,1.69
4.45,3.34,5.05,1.78
4.42,3.29,5.06,1.83
4.38,3.14,5.08,1.77
4.28,3.16,4.97,1.98
4.22,3.04,5.01,1.97
4.26,3.03,5.02,1.97
4.24,3.22,5.11,2.05
4.12,3.24,4.84,2.08
4.08,3.07,4.82,2.11
4.07,3.04,4.85,2.18
3.96,3.05,4.79,2.32
3.97,3.16,4.76,2.37
4.01,3.2,4.76,2.37
3.89,3.18,4.63,2.46
3.84,3.24,4.67,2.52
3.82,3.33,4.61,2.55
3.85,3.34,4.57,2.59
3.84,3.59,4.52,2.59
3.77,3.42,4.54,2.62
3.64,3.43,4.38,2.74
3.59,3.44,4.29,2.79
3.57,3.4,4.56,2.78
3.52,3.48,4.36,2.89
3.42,3.56,4.27,2.98
3.41,3.47,4.3,2.93
3.34,3.59,4.19,2.97
3.39,3.56,4.15,3.04
3.37,3.67,4.12,3.06
3.31,3.65,4.16,3.13
3.29,3.72,4.07,3.24
3.31,3.67,3.99,3.27
3.28,3.75,3.96,3.31
3.24,3.78,4.02,3.25
3.26,3.85,3.86,3.23
3.24,3.8,3.82,3.4
3.22,3.85,3.76,3.6
3.21,3.91,3.73,3.53
3.21,3.87,3.69,3.58
3.21,3.92,3.68,3.64
3.18,3.85,3.79,3.64
3.16,3.89,3.73,3.8
3.12,3.88,3.6,3.68
3.15,3.88,3.72,3.56
3.12,3.86,3.59,3.61
3.12,3.86,3.58,3.63
3.04,3.88,3.52,3.62
3.06,3.9,3.57,3.52
3.09,3.89,3.59,3.7
3.12,3.91,3.69,3.41
3.06,3.89,3.83,3.48
3.09,3.85,3.74,3.42
3.01,3.94,3.72,3.48
3.01,3.89,3.75,3.54
3.03,3.85,3.76,3.5
2.97,3.81,3.8,3.48
2.96,3.77,3.77,3.55
3.01,3.79,3.72,3.41
2.99,3.8,3.72,3.32
3.02,3.75,4.35,3.38
2.98,3.76,4.04,3.36
2.96,3.66,3.89,3.39
2.9,3.72,3.83,3.44
2.86,3.72,3.93,3.46
2.82,3.71,3.94,3.43
2.8,3.69,3.93,3.41
2.76,3.72,3.8,3.42
2.75,3.71,3.77,3.36
2.71,3.64,3.81,3.43
2.71,3.63,3.93,3.49
2.7,3.61,3.97,3.46
2.57,3.57,3.97,3.53
2.57,3.54,3.98,3.55
2.6,3.5,3.96,3.63
2.62,3.36,3.99,3.63
2.56,3.42,4.01,3.71
2.59,3.42,3.99,3.72
2.46,3.41,4,3.7
2.46,3.42,4.02,3.72
2.39,3.38,4.08,3.74
2.39,3.45,4.12,3.86
2.45,3.38,4.06,3.79
2.37,3.38,4.06,3.86
2.43,3.34,4.16,3.91
2.36,3.28,4.16,3.92
2.34,3.29,4.22,3.93
2.34,3.29,4.28,3.97
2.37,3.26,4.29,3.88
2.4,3.26,4.29,3.9
2.43,3.23,4.27,3.92
2.38,3.23,4.33,3.97
2.38,3.15,4.36,3.9
2.5,3.1,4.38,3.9
2.5,3.11,4.4,3.82
2.59,3.07,4.43,3.84
2.62,3.06,4.44,3.78
2.5,3.09,4.4,3.73
2.52,3.1,4.38,3.68
2.53,3.08,4.45,3.7
2.53,3.05,4.53,3.65
2.52,3.04,4.51,3.65
2.56,2.97,4.49,3.64
2.52,3.01,4.54,3.67
2.54,3.01,4.54,3.6
2.56,2.99,4.58,3.6
2.65,2.96,4.59,3.56
2.62,2.96,4.59,3.56
2.69,2.9,4.6,3.5
2.67,2.87,4.67,3.5
2.73,2.85,4.64,3.45
2.76,2.78,4.74,3.4
2.82,2.73,4.79,3.35
2.89,2.74,4.89,3.3
2.89,2.7,4.86,3.27
3.01,2.68,4.85,3.2
3.06,2.6,4.95,3.11
3.1,2.54,4.95,3.1
3.21,2.55,4.97,3.09
3.3,2.43,5.02,2.99
3.29,2.32,5.09,2.96
3.39,2.3,5.15,2.91
3.39,2.28,5.21,2.93
3.43,2.24,5.29,2.85
3.49,2.26,5.33,2.79
3.57,2.19,5.42,2.71
3.68,2.05,5.43,2.67
3.67,2.04,5.43,2.7
3.72,2.06,5.49,2.67
3.75,2.04,5.53,2.56
3.79,1.99,5.56,2.53
3.91,2.01,5.55,2.49
3.93,1.97,5.63,2.39
4.02,1.89,5.64,2.43
4.09,1.94,5.69,2.35
4.16,1.91,5.66,2.35
4.24,1.88,5.77,2.27
4.2,1.88,5.83,2.28
4.3,1.8,5.81,2.23
4.39,1.73,5.93,2.15
4.36,1.67,5.96,2.19
4.42,1.73,6.09,2.09
4.45,1.69,6.03,2.11
4.51,1.67,6.12,2.06
4.51,1.62,6.12,2.07
4.53,1.7,6.14,2.08
4.47,1.68,6.24,2.08
4.5,1.64,6.21,2.04
4.47,1.68,6.18,2.07
4.57,1.65,6.2,2.08
4.56,1.63,6.22,2.06
4.54,1.63,6.16,2.09
4.55,1.6,6.15,2.11
4.56,1.6,6.17,2.07
4.6,1.63,6.23,1.99
4.6,1.66,6.21,1.95
4.68,1.74,6.18,1.99
4.66,1.7,6.15,2.07
5.24,1.82,6.08,1.99
4.73,1.81,6.22,1.98
4.61,1.73,6.28,1.92
4.63,1.71,6.4,2.07
4.55,1.82,6.32,2.03
4.76,2,6.18,1.98
4.83,1.95,6.24,2.07
4.73,1.81,6.44,2.05
4.69,1.9,6.45,2.06
4.63,1.97,6.55,2.17
4.62,2.1,6.53,2.1
4.69,2.02,6.53,2.09
4.71,1.99,6.55,2.11
4.68,1.99,6.7,2.15
4.69,2,6.68,2.15
4.68,2.03,6.61,2.11
4.66,2,6.76,2.16
4.74,1.93,6.79,2.22
4.76,2.41,6.72,2.2
4.7,2.38,6.74,2.21
4.68,2.38,6.76,2.14
4.7,2.32,6.73,2.18
4.72,2.3,6.75,2.2
4.72,2.37,6.74,2.17
4.72,2.43,6.71,2.18
