Anchor1,Anchor2,Anchor3,Anchor4
5.05,3.04,5.72,1.16
5.11,3.07,5.69,1.12
6.65,3.02,5.69,1.12
5.23,3.02,5.75,1.06
5.15,3.04,5.73,1.04
5.16,3.09,5.71,1.06
5.13,3.1,5.72,1.27
5.17,3.11,5.76,1.18
5.07,3.15,5.59,1.19
5.01,3.15,5.69,1.14
4.98,3.25,6.22,1.19
5.06,3.19,5.95,1.62
4.98,3.19,5.87,1.3
5.08,3.25,5.82,1.35
5.06,3.29,5.75,1.26
4.96,3.35,5.77,1.69
5.04,3.33,5.69,1.15
4.96,3.25,5.66,1.12
5.05,3.34,5.75,1.04
5.01,3.31,5.78,1.28
4.99,3.26,5.79,1.3
4.97,3.32,5.78,1.35
4.96,3.34,5.72,1.25
5.03,3.25,5.83,1.26
4.97,3.21,5.67,1.22
5,2.77,5.85,1.28
4.91,2.6,5.74,1.32
4.92,2.63,5.73,1.41
4.92,2.73,5.68,1.33
4.91,3.09,5.64,1.33
4.88,3.22,5.71,1.34
4.91,3.19,5.61,1.39
4.71,3.08,5.63,1.44
4.76,3.19,5.55,1.41
4.77,3.17,5.55,1.48
4.71,3.16,5.55,1.47
4.66,3.16,5.47,1.54
4.62,3.16,5.38,1.54
4.59,3.22,5.4,1.55
4.56,3.24,5.3,1.63
4.54,3.3,5.26,1.73
4.43,3.35,5.33,1.74
4.38,3.29,5.22,1.77
4.45,3.45,5.18,1.81
4.36,3.45,5.03,1.81
4.36,3.47,5.07,1.93
4.26,3.91,5.05,1.97
4.2,3.64,4.92,1.99
4.16,3.13,4.84,2.08
4.17,3.08,4.92,2.09
4.11,2.98,4.86,2.09
4.01,4.46,4.85,2.22
4.01,3.06,4.74,2.18
3.99,3.23,4.73,2.3
3.91,3.11,4.69,2.34
3.91,3.33,4.67,2.37
3.8,3.36,4.6,2.38
3.83,3.26,4.54,2.39
3.79,3.6,4.5,2.49
3.75,3.61,4.46,2.56
3.72,3.27,4.43,2.6
3.66,3.44,4.46,2.56
3.59,3.38,4.47,2.73
3.66,3.36,4.23,2.78
3.56,3.42,4.25,2.78
3.54,3.79,4.17,2.77
3.53,3.48,4.21,2.85
3.49,3.5,4.19,3.04
3.4,3.62,4.18,3.15
3.42,3.61,4.08,3.07
3.38,3.72,4.01,3.04
3.35,3.61,4.03,3.07
3.37,3.57,3.92,3.11
3.29,3.63,3.93,3.04
3.22,3.67,3.95,3.26
3.18,3.61,3.89,3.21
3.15,3.66,3.83,3.31
3.18,3.76,3.83,3.7
3.18,3.7,3.83,3.65
3.12,3.72,3.82,3.66
3.09,3.81,3.83,3.34
3.17,3.83,3.97,3.31
3.16,3.81,3.85,3.32
3.11,3.83,3.82,3.53
3.11,3.85,3.95,3.73
3.1,3.86,3.71,3.77
3.1,3.86,3.76,3.56
3.06,3.93,3.74,3.45
3.04,3.86,3.73,3.45
3.03,3.93,3.7,3.44
3.04,3.86,3.69,3.49
3,3.86,3.65,3.36
2.97,3.85,3.62,3.41
3.06,3.84,3.62,3.41
3.06,3.92,3.66,3.32
3.07,3.89,3.65,3.35
3.06,3.96,3.64,3.43
3.11,3.98,3.56,3.49
3.14,3.9,3.58,3.55
3.16,3.88,3.6,3.56
3.14,3.88,3.6,3.61
3.08,3.97,3.57,3.54
3.09,3.91,3.57,3.34
3.1,3.9,3.61,3.29
3.08,3.9,3.72,3.45
3.1,3.84,3.79,3.79
3.09,3.83,3.86,3.65
3.07,3.82,3.82,3.41
2.98,3.79,3.87,3.35
3.03,3.81,3.81,3.29
3,3.76,3.87,3.41
3.01,3.71,3.79,3.32
2.99,3.63,3.87,3.3
2.88,3.66,3.83,3.28
2.9,3.69,3.84,3.3
2.86,3.61,3.83,3.43
2.88,3.53,3.85,4.04
2.81,3.53,3.88,3.38
2.76,3.58,4.03,3.36
2.7,3.54,4.13,3.38
2.7,3.6,3.93,3.36
2.68,3.51,4.15,3.46
2.69,3.48,4.31,3.5
2.68,3.49,4.53,3.58
2.62,3.46,4.37,3.56
2.67,3.47,4.33,3.61
2.6,3.39,4.43,3.6
2.5,3.34,4.49,3.71
2.49,3.32,4.52,3.73
2.57,3.34,4,3.79
2.54,3.36,4.21,3.82
2.58,3.35,4.23,3.79
2.6,3.3,4.85,3.83
2.62,3.27,4.46,3.81
2.59,3.32,4.4,3.82
2.68,3.3,4.4,3.81
2.55,3.29,4.4,3.9
2.52,3.24,4.45,3.93
2.56,3.14,4.47,3.89
2.51,3.12,4.48,3.82
2.52,3.19,4.49,3.86
2.59,3.19,4.44,3.85
2.6,3.22,4.53,3.86
2.37,3.15,4.57,3.92
2.51,3.17,4.55,3.91
2.46,3.18,4.61,3.95
2.42,3.16,4.54,3.88
2.43,3.25,4.47,3.87
2.42,3.24,4.39,3.91
2.35,3.18,4.42,3.9
2.39,3.21,4.39,3.93
2.45,3.22,4.45,3.91
2.53,3.23,4.37,3.96
2.48,3.21,4.42,3.94
2.5,3.14,4.46,3.89
2.5,3.11,4.41,3.91
2.48,3.11,4.49,3.77
2.41,3.04,4.54,3.79
2.44,3.07,4.65,3.76
2.44,2.97,4.62,3.73
2.46,3.02,4.59,3.72
2.46,2.96,4.5,3.72
2.48,2.94,4.57,3.7
2.49,2.98,4.6,3.68
2.59,2.92,4.67,3.57
2.63,2.89,4.64,3.49
2.68,2.9,4.57,3.6
2.76,2.84,4.72,3.51
2.79,2.76,4.82,3.48
2.89,2.73,4.86,3.34
2.92,2.66,4.91,3.35
2.95,2.61,4.96,3.34
2.95,2.54,4.91,3.3
2.97,2.55,4.91,3.31
3.02,2.45,4.99,3.32
3.05,2.47,5.07,3.16
3.18,2.41,5.29,3.19
3.22,2.35,5.2,3.11
3.29,2.33,5.23,3.13
3.37,2.19,5.28,3.11
3.39,2.18,5.37,3.01
3.37,2.22,5.38,2.95
3.44,2.19,5.41,2.92
3.53,2.14,5.46,2.91
3.6,2.03,5.31,2.88
3.58,1.99,5.31,2.86
3.7,2,5.39,2.81
3.68,2,5.67,2.7
3.68,1.94,5.72,2.7
3.77,1.94,5.65,2.6
3.84,1.9,5.62,2.61
3.87,1.85,5.72,2.55
3.9,1.85,5.72,2.55
4.01,1.77,5.78,2.54
4.03,1.78,5.79,2.57
4.09,1.72,5.86,2.47
4.07,1.76,5.86,2.47
4.22,1.75,5.92,2.47
4.16,1.61,5.92,2.51
4.19,1.62,5.94,2.39
4.23,1.56,5.98,2.4
4.21,1.6,6.09,2.39
4.25,1.53,6.05,2.35
4.27,1.52,6.1,2.36
4.34,1.63,6.07,2.28
4.35,1.53,6.08,2.35
4.33,1.53,6.03,2.32
4.42,1.58,6.09,2.28
4.44,1.53,6.09,2.24
4.47,1.51,6.05,2.23
4.44,1.5,6.09,2.22
4.52,1.41,6.16,2.21
4.45,1.47,6.21,2.28
4.48,1.47,6.2,2.3
4.45,1.48,6.18,2.3
4.38,1.49,6.2,2.34
4.42,1.43,6.28,2.39
4.4,1.45,6.27,2.41
4.43,1.51,6.24,2.29
4.4,1.42,6.18,2.26
4.42,1.57,6.14,2.34
4.42,1.46,6.18,2.24
4.44,1.56,6.14,2.27
4.41,1.6,6.14,2.22
4.41,1.57,6.11,2.28
4.47,1.64,6.18,2.29
4.48,1.66,6.08,2.29
4.41,1.64,5.98,2.23
4.45,1.63,6.11,2.24
4.51,1.71,6.1,2.2
4.51,1.71,6.01,2.21
4.54,1.76,5.9,2.19
4.66,1.76,5.96,2.13
4.65,1.78,6.01,2
4.51,1.89,5.95,1.99
4.56,1.87,5.89,1.94
4.53,1.95,5.88,1.91
4.45,1.99,5.79,1.97
4.54,2.08,5.8,1.94
4.51,2.14,5.85,1.91
4.54,2.3,5.82,1.77
4.73,2.34,5.8,1.78
4.49,2.36,5.69,1.74
4.62,2.57,5.71,1.78
4.58,2.25,5.56,1.71
4.61,2.26,5.6,1.7
4.58,2.26,5.59,1.77
4.59,2.4,5.77,1.7
4.62,2.61,5.57,1.66
4.69,2.58,5.51,1.63
4.72,2.56,5.55,1.55
4.71,2.68,5.66,1.47
4.8,2.52,5.55,1.43
4.88,2.63,5.69,1.41
4.92,2.8,5.64,1.37
4.89,2.72,5.63,1.32
4.94,2.74,5.72,1.32
4.98,2.74,5.72,1.32
5.04,2.6,5.69,1.29
5.06,2.63,5.68,1.33
5.04,2.7,5.69,1.26
5.02,2.78,5.69,1.25
5.07,2.74,5.64,1.14
5.04,2.82,5.61,1.26
5,2.78,5.65,1.18
4.95,2.75,6.24,1.27
4.99,2.77,5.85,1.27
4.98,2.75,5.72,1.29
4.94,2.91,5.74,1.3
4.98,2.88,5.71,1.28
4.87,2.83,5.75,1.26
4.95,2.86,5.75,1.27
4.97,2.87,5.71,1.33
4.9,2.79,5.73,1.38
4.9,2.77,5.75,1.37
4.94,2.74,5.74,1.41
4.9,2.81,5.64,1.39
4.89,2.79,5.72,1.3
4.85,2.74,5.58,1.32
4.86,2.75,5.68,1.3
4.89,2.74,5.75,1.42
4.82,2.66,5.7,1.47
4.83,2.67,5.64,1.47
4.84,2.63,5.62,1.46
4.78,2.66,5.64,1.46
4.79,2.83,5.53,1.51
4.68,2.84,5.54,1.51
4.71,2.74,5.46,1.56
4.63,2.81,5.51,1.59
4.63,2.92,5.45,1.61
4.52,2.76,5.38,1.68
4.43,3.38,5.41,1.65
4.45,3.24,5.37,1.71
4.43,3.02,5.28,1.72
4.4,3,5.19,1.77
4.43,3,5.11,1.82
4.36,3.01,5.07,1.86
4.39,3.08,5.06,1.86
4.33,2.98,4.95,1.88
4.2,3.02,4.94,1.96
4.24,3.31,4.89,1.99
4.24,3.32,4.83,2.08
4.17,3.27,4.88,2.15
4,3.04,4.79,2.21
3.99,3.11,4.71,2.22
3.96,3.1,4.69,2.36
3.99,3.11,4.69,2.34
3.96,3.14,4.68,2.37
3.85,3.12,4.6,2.41
3.79,3.21,4.58,2.47
3.74,3.69,4.52,2.46
3.65,3.37,4.48,2.52
3.73,3.35,4.41,2.59
3.71,3.3,4.36,2.63
3.66,3.35,4.29,2.74
3.56,3.42,4.2,2.78
3.55,3.44,4.17,2.88
3.49,3.78,4.13,2.85
3.55,3.43,4.16,2.92
3.49,3.51,4.14,2.89
3.42,3.65,4.09,2.9
3.44,3.62,4.08,2.97
3.41,3.63,4,2.97
3.4,3.66,4.02,3.02
3.37,3.67,4.08,3.01
3.38,3.72,4.08,3.06
3.31,3.74,4.03,3.15
3.26,3.65,4.02,3.23
3.25,3.53,3.93,3.24
3.17,3.66,3.93,3.29
3.17,3.68,3.83,3.42
3.18,3.79,3.89,3.38
3.18,3.74,3.8,3.46
3.19,3.74,3.83,3.38
3.19,3.74,3.83,3.29
3.14,3.81,3.79,3.4
3.2,3.88,3.72,3.41
3.15,3.88,3.78,3.53
3.18,3.85,3.67,3.5
3.08,3.84,3.67,3.53
3.11,3.85,3.7,3.69
3.14,3.89,3.7,3.67
3.16,3.83,3.77,3.65
3.12,3.88,3.7,3.51
3.1,3.85,3.8,3.48
3.1,3.85,3.85,3.34
3.11,3.82,3.87,3.26
3.17,3.84,3.91,3.26
3.11,3.79,3.87,3.3
3.16,3.85,3.91,3.25
3.08,3.86,3.86,3.26
3.12,3.84,3.93,3.23
3.1,3.86,3.95,3.21
3.1,3.85,4.13,3.24
3.16,3.84,4.15,3.29
3.12,3.79,3.79,3.23
3.12,3.85,3.85,3.29
3.05,3.89,4.21,4
3,3.85,4.19,4.03
2.94,3.81,4.3,4.03
2.97,3.93,3.82,3.34
2.93,3.81,3.8,3.35
2.93,3.85,3.82,3.7
2.9,3.77,3.9,3.41
2.88,3.82,3.86,4.07
2.8,3.78,3.85,3.37
2.82,3.72,3.85,3.54
2.83,3.73,4.06,3.43
2.8,3.78,4.22,3.45
2.76,3.65,4.28,3.84
2.76,3.62,4.22,3.8
2.69,3.6,4.25,3.48
2.66,3.6,4.04,3.51
2.74,3.63,4.04,3.54
2.61,3.59,4.38,3.57
2.57,3.54,4.41,3.63
2.6,3.45,4.47,3.69
2.52,3.48,4.63,3.68
2.52,3.41,3.95,3.71
2.45,3.48,4.27,3.88
2.43,3.48,4.24,3.94
2.37,3.44,4.21,3.94
2.3,3.49,4.17,3.91
2.3,3.46,4.22,3.93
2.32,3.32,4.16,3.96
2.31,3.3,4.22,4
2.27,3.37,4.33,3.93
2.25,3.32,4.4,3.96
2.27,3.34,4.34,3.99
2.25,3.28,4.33,4.07
2.29,3.32,4.38,4.1
2.27,3.27,4.36,4.06
2.28,3.27,4.49,4.06
2.31,3.23,4.46,3.95
2.31,3.22,4.32,3.94
2.37,3.18,4.37,3.86
2.36,3.23,4.36,3.98
2.3,3.24,4.35,3.99
2.31,3.22,4.3,3.96
2.34,3.2,4.41,3.92
2.27,3.14,4.38,3.97
2.25,3.19,4.41,3.96
2.23,3.2,4.36,3.96
2.19,3.2,4.33,4.01
2.21,3.15,4.35,4
2.23,3.21,4.33,3.98
2.21,3.18,4.42,4
2.22,3.19,4.38,4
2.26,3.15,4.37,3.98
2.2,3.25,4.27,3.96
2.25,3.2,4.29,3.99
2.24,3.19,4.34,3.92
2.29,3.19,4.33,3.98
2.31,3.22,4.37,4.03
2.33,3.19,4.36,3.96
2.32,3.19,4.29,3.96
2.33,3.19,4.35,3.97
2.37,3.16,4.36,3.9
2.41,3.22,4.41,3.89
2.35,3.14,4.52,4.01
2.45,3.16,4.49,3.88
2.45,3.17,4.58,3.85
2.4,3.11,4.62,3.79
2.45,3.05,4.67,3.79
2.52,3.03,4.6,3.72
2.47,2.98,4.59,3.69
2.47,2.94,4.68,3.67
2.52,2.89,4.66,3.71
2.52,2.89,4.71,3.66
2.6,2.82,4.75,3.65
2.62,2.81,4.77,3.74
2.72,2.75,4.82,3.63
2.86,2.75,4.78,3.55
2.88,2.69,4.84,3.4
3,2.59,4.9,3.4
3.09,2.51,5.13,3.4
3.11,2.49,5.24,3.34
3.14,2.5,5.2,3.29
3.11,2.41,5.12,3.25
3.15,2.34,5.14,3.21
3.23,2.35,5.15,3.19
3.32,2.22,5.2,3.1
3.43,2.2,5.23,3.06
3.42,2.17,5.23,3.03
3.45,2.17,5.3,3.01
3.5,2.06,5.38,2.95
3.58,2.1,5.42,2.93
3.57,1.99,5.38,2.95
3.63,1.98,5.49,2.89
3.71,1.9,5.53,2.82
3.81,1.98,5.56,2.78
3.85,1.88,5.57,2.75
3.84,1.85,5.67,2.69
3.93,1.83,5.67,2.64
3.99,1.81,5.68,2.59
3.99,1.82,5.67,2.56
4.02,1.85,5.75,2.54
4.07,1.75,5.88,2.49
4.09,1.66,5.93,2.57
4.15,1.62,5.93,2.47
4.2,1.54,5.98,2.45
4.24,1.5,6.12,2.47
4.24,1.45,6.12,2.47
4.35,1.5,6.09,2.41
4.34,1.47,6.06,2.41
4.39,1.46,6.14,2.31
4.4,1.43,6.14,2.29
4.47,1.48,6.15,2.28
4.56,1.44,6.17,2.29
4.5,1.41,6.19,2.25
4.5,1.43,6.28,2.22
4.53,1.46,6.27,2.17
4.52,1.41,6.26,2.2
4.49,1.38,6.25,2.18
4.52,1.34,6.23,2.23
4.52,1.32,6.33,2.33
4.55,1.33,6.37,2.28
4.56,1.34,6.3,2.28
4.51,1.31,6.32,2.27
4.55,1.33,6.33,2.34
4.52,1.32,6.29,2.26
4.47,1.31,6.26,2.38
4.51,1.38,6.21,2.33
4.4,1.31,6.22,2.31
4.45,1.38,6.23,2.26
4.42,1.48,6.24,2.26
4.38,1.54,6.21,2.26
4.41,1.55,6.12,2.28
4.33,1.57,6.21,2.29
4.43,1.6,6.17,2.24
4.36,1.67,5.98,2.2
4.4,1.66,5.99,2.19
4.46,1.62,5.96,2.19
4.43,1.7,6.02,2.15
4.46,1.82,5.99,2.13
4.51,1.85,5.92,2.03
4.56,1.88,5.93,2.01
4.53,1.9,5.87,2.03
4.5,1.95,5.85,1.94
4.63,1.99,5.88,1.9
4.66,2.1,5.94,1.81
5.53,2.18,5.95,1.83
4.6,2.23,6.02,1.82
4.49,2.32,5.85,1.78
4.59,2.26,5.76,1.76
4.55,2.33,5.64,1.74
4.63,2.63,5.65,1.77
4.6,2.49,5.62,1.72
4.6,2.41,5.58,1.69
4.67,2.31,5.6,1.7
4.68,2.44,5.67,1.65
4.69,2.53,5.64,1.64
4.75,2.53,5.57,1.6
4.71,2.59,5.64,1.56
4.84,2.6,5.69,1.5
4.83,2.59,5.62,1.49
4.86,2.51,5.68,1.48
4.88,2.63,5.7,1.44
4.92,2.75,5.63,1.35
4.93,2.7,5.67,1.31
4.9,2.84,5.67,1.33
4.96,2.93,5.72,1.3
5.12,2.89,5.69,1.32
5.05,2.83,5.68,1.26
5.01,2.83,5.66,1.3
5.04,2.83,5.57,1.42
5.01,2.95,5.5,1.56
4.99,2.99,5.51,1.46
5.03,3.08,5.53,1.52
5.03,3.17,5.61,1.49
4.98,3.11,5.57,1.49
5.03,3.28,5.63,1.45
4.99,3.26,5.68,1.42
5.02,2.96,5.66,1.44
5.03,2.9,5.66,1.46
5.01,2.91,5.67,1.45
5.07,3.23,5.67,1.4
5.15,2.89,5.71,1.42
6.52,3.01,5.62,1.41
5.11,2.89,5.64,1.36
5.11,2.93,5.66,1.26
5.05,2.97,5.62,1.26
5.07,3.51,5.75,1.26
5.05,2.93,5.71,1.36
5.03,2.78,5.67,1.42
5.05,2.79,5.66,1.58
5,3.12,5.9,1.57
4.98,3.05,5.73,1.54
5.04,2.89,5.54,1.61
4.96,2.89,5.49,1.27
4.88,3.04,5.46,1.76
4.88,2.94,5.56,1.43
4.78,2.88,5.35,1.48
4.91,2.83,5.51,1.48
4.78,2.98,5.5,1.48
4.7,3.06,5.5,1.5
4.66,2.96,5.47,1.53
4.67,3.07,5.43,1.59
4.62,2.96,5.34,1.68
4.6,2.81,5.21,1.62
4.5,3.39,5.18,1.75
4.47,3.27,5.13,1.85
4.44,3.13,5.1,1.99
4.35,3.17,5.06,2.12
4.37,3.09,5.08,1.93
4.31,2.99,5,1.98
4.22,2.97,4.97,2.02
4.22,3.06,4.83,2.17
4.18,3.26,4.83,2.1
4.14,3.15,4.89,2.34
4.16,3.14,4.84,2.32
4,3.11,4.78,2.45
4.03,3.11,4.76,2.38
3.94,3.15,4.75,2.55
4.03,3.1,4.74,2.31
3.88,3.14,4.55,2.39
3.87,3.28,4.63,2.5
3.86,3.21,4.6,2.54
3.79,3.17,4.44,2.65
3.68,3.22,4.87,2.44
3.7,3.26,4.95,2.62
3.69,3.29,4.87,2.73
3.64,3.41,4.58,2.68
3.57,3.41,4.45,2.67
3.56,3.44,4.63,2.83
3.59,3.49,4.4,3.13
3.56,3.52,4.51,2.89
3.52,3.5,4.45,2.75
3.49,3.57,4.49,2.81
3.45,3.57,4.38,2.88
3.43,3.62,4.1,3.33
3.33,3.63,3.97,3.77
3.34,3.68,3.98,3.82
3.32,3.73,4.04,3.69
3.26,3.72,4.01,3.45
3.22,3.8,3.93,3.22
3.17,3.83,3.89,3.16
3.14,3.84,3.83,4.04
3.22,3.79,3.85,3.62
3.25,3.83,3.84,3.6
3.21,3.87,3.73,3.77
3.21,3.91,3.69,3.78
3.2,3.88,3.7,3.48
3.21,3.95,3.71,3.35
3.26,4.01,3.65,3.79
3.23,3.95,3.65,3.76
3.17,4.02,3.63,3.69
3.17,3.99,3.58,3.6
3.17,4.04,3.59,3.57
3.19,4.02,3.61,3.63
3.19,4.05,3.6,3.6
3.22,4.03,3.66,3.54
3.19,4.05,3.57,3.51
3.21,4.02,3.69,3.5
3.3,4.01,3.71,3.49
3.26,4.01,3.79,3.48
3.29,4.04,3.5,3.37
3.3,4.06,3.61,3.39
3.38,4.14,3.61,3.36
3.34,4.12,3.74,3.33
3.36,4.07,3.77,3.3
3.31,4.11,3.82,3.29
3.33,4.13,3.91,3.31
3.3,4.05,3.86,3.41
3.27,4.06,3.79,3.55
3.29,4.07,3.85,3.53
3.28,3.94,3.59,3.72
3.25,4,3.65,3.85
3.26,3.96,3.7,3.8
3.23,3.94,3.67,3.84
3.25,3.92,3.72,3.5
3.16,3.92,3.65,3.79
3.1,3.94,3.81,3.92
3.08,3.87,3.85,3.43
3,3.93,3.58,3.43
2.97,3.84,3.75,3.71
2.96,3.81,3.8,3.69
2.93,3.83,3.81,3.51
2.89,3.81,3.75,3.41
2.9,3.74,3.79,3.48
2.87,3.75,3.78,3.58
2.89,3.76,3.76,3.86
2.83,3.72,3.87,3.53
2.75,3.65,3.8,3.36
2.84,3.66,3.86,3.36
2.78,3.69,3.86,3.42
2.74,3.6,3.87,3.5
2.71,3.52,3.91,3.45
2.65,3.63,3.93,3.46
2.63,3.63,3.96,3.43
2.59,3.52,4,3.49
2.6,3.49,4.08,3.55
2.5,3.41,4.04,3.67
2.44,3.44,3.96,3.75
2.46,3.45,3.93,3.67
2.52,3.47,3.96,3.71
2.41,3.42,4.03,3.73
2.42,3.42,4.13,3.85
2.31,3.38,4.11,3.86
2.34,3.4,4.12,4.05
2.32,3.4,4.12,4
2.26,3.33,4.19,3.89
2.3,3.33,4.16,3.89
2.3,3.31,4.17,3.95
2.34,3.3,4.16,3.93
2.38,3.31,4.19,4.02
2.45,3.26,4.28,3.96
2.45,3.21,4.3,4.07
2.32,3.23,4.43,4.03
2.36,3.26,4.4,3.93
2.34,3.23,4.38,3.9
2.37,3.2,4.32,3.91
2.41,3.21,4.45,3.95
2.34,3.17,4.39,3.9
2.39,3.19,4.31,3.93
2.45,3.18,4.39,3.94
2.45,3.2,4.48,3.95
2.37,3.2,4.35,3.98
2.32,3.15,4.39,3.87
2.3,3.18,4.32,3.89
2.34,3.21,4.32,3.88
2.37,3.15,4.34,3.85
2.37,3.12,4.39,3.87
2.44,3.12,4.3,3.86
2.45,3.09,4.38,3.81
2.47,3.15,4.33,3.67
2.46,3.16,4.38,3.67
2.45,3.11,4.42,3.59
2.51,3.07,4.48,3.59
2.5,3.01,4.47,3.49
2.59,2.99,4.52,3.46
2.68,2.89,4.53,3.44
2.72,2.88,4.53,3.38
2.73,2.77,4.63,3.36
2.8,2.73,4.68,3.35
2.89,2.68,4.76,3.32
2.91,2.7,4.8,3.35
2.95,2.65,4.83,3.33
3,2.58,4.94,3.3
2.99,2.56,4.91,3.3
3.1,2.48,4.94,3.22
3.2,2.45,4.91,3.11
3.2,2.4,5,3.07
3.21,2.39,5.08,2.97
3.33,2.34,5.06,3.01
3.32,2.3,5.14,2.85
3.36,2.24,5.19,2.93
3.45,2.21,5.2,2.86
3.48,2.15,5.17,2.87
3.55,2.07,5.27,2.8
3.59,2.08,5.36,2.69
3.64,2.05,5.52,2.76
3.75,1.95,5.5,2.7
3.76,1.99,5.54,2.74
3.78,1.9,5.62,2.77
3.86,1.87,5.56,2.76
3.79,1.81,5.62,2.76
3.85,1.8,5.68,2.75
3.91,1.78,5.73,2.66
3.93,1.76,5.76,2.59
3.95,1.66,5.81,2.62
3.94,1.7,5.77,2.46
4.08,1.7,5.85,2.41
4.12,1.67,5.9,2.52
4.15,1.62,5.91,2.44
4.18,1.56,5.93,2.45
4.22,1.6,5.97,2.35
4.21,1.54,5.97,2.33
4.29,1.47,6.1,2.44
4.35,1.46,6.09,2.41
4.3,1.44,6.28,2.39
4.31,1.48,6.18,2.36
4.36,1.47,6.24,2.35
4.36,1.52,6.18,2.29
4.3,1.49,6.22,2.35
4.31,1.43,6.13,2.36
4.35,1.43,6.18,2.35
4.32,1.42,6.22,2.32
4.31,1.44,6.31,2.33
4.35,1.45,6.25,2.31
4.35,1.41,6.28,2.24
4.35,1.45,6.53,2.26
4.4,1.5,6.29,2.2
4.28,1.48,6.44,2.32
4.38,1.56,6,2.23
4.4,1.59,5.94,2.27
4.38,1.6,6.49,2.26
4.4,1.64,6.15,2.12
4.29,1.62,6.16,2.11
4.42,1.76,6.08,2.17
4.45,1.81,6.06,2.07
4.99,1.88,5.97,2.04
4.53,1.89,6.05,2
4.58,1.95,6.1,1.97
4.63,2.03,6.27,1.88
4.58,2.01,5.67,1.84
4.57,2.07,6.03,1.83
4.63,2.19,6.05,1.82
4.65,2.24,5.88,1.78
4.61,2.34,5.81,1.73
4.6,2.31,5.84,1.7
4.68,2.28,5.96,1.67
4.79,2.3,5.86,1.69
4.72,2.3,5.88,1.65
4.8,2.31,5.8,1.62
4.72,2.44,5.92,1.63
4.66,2.48,5.44,1.56
4.69,2.58,5.55,1.57
4.77,2.61,5.7,1.59
5.08,2.64,5.63,1.51
4.8,2.68,5.67,1.57
4.73,2.71,5.61,1.58
4.72,2.74,5.57,1.56
4.83,2.7,5.59,1.56
4.91,2.66,5.59,1.58
5.06,2.65,5.61,1.54
4.87,2.74,5.62,1.5
4.91,2.72,5.54,1.45
4.94,2.7,5.69,1.4
4.89,2.75,5.72,1.35
5.02,2.8,5.76,1.29
5.03,2.89,5.75,1.3
4.99,3.12,5.73,1.25
5.1,3.16,5.74,1.23
5.02,3.1,5.79,1.18
4.95,2.76,5.73,1.27
5.2,2.79,5.74,1.22
5.1,2.75,5.72,1.27
5.09,2.77,5.67,1.27
5.06,3,5.82,1.24
5.06,3.03,5.71,1.25
5.09,2.98,6.39,1.26
5.05,3.03,6.32,1.2
5.01,2.93,5.65,1.25
5.02,3.05,5.84,1.26
5.1,2.89,5.87,1.26
5.05,3.27,5.78,1.29
5.01,3.08,5.84,1.38
4.97,3.22,5.81,1.33
5.01,2.87,5.75,1.39
4.98,2.97,5.69,1.34
4.88,2.96,5.68,1.42
4.96,2.94,5.67,1.37
4.9,2.82,5.57,1.46
4.92,2.76,5.59,1.5
4.84,2.66,5.55,1.41
4.84,2.73,5.61,1.45
4.92,2.79,5.64,1.53
4.84,2.77,5.6,1.47
4.82,2.97,5.58,1.48
4.67,2.84,5.55,1.51
4.74,2.77,5.61,1.52
4.76,2.8,5.59,1.64
4.7,2.76,5.45,1.61
4.61,2.84,5.56,1.62
4.57,2.62,5.45,1.64
4.57,2.62,5.35,1.75
4.5,3.1,5.29,1.81
4.38,2.98,5.4,1.8
4.39,2.9,5.43,1.86
4.35,2.9,5.73,1.81
4.36,2.96,5.63,1.87
4.39,2.92,5.3,2.03
4.38,2.87,5.21,2.03
4.26,2.89,4.81,2.07
4.16,3.06,5.15,2
4.15,3.17,5.1,2.02
4.14,3.18,5.02,2.07
4.14,3.11,5,2.05
4.06,3.07,4.98,2.17
4.04,3.05,4.8,2.27
3.93,3.04,4.89,2.21
3.89,3.1,4.86,2.26
3.86,3.05,4.59,2.31
3.86,3.08,5.15,2.33
3.79,3.08,5.01,2.35
3.76,3.1,4.96,2.37
3.69,3.15,4.94,2.5
3.77,3.16,4.93,2.54
3.71,3.26,4.9,2.53
3.69,3.27,4.79,2.57
3.69,3.31,4.71,2.7
3.64,3.35,4.72,2.62
3.63,3.31,4.78,2.66
3.59,3.44,4.73,2.72
3.49,3.46,4.69,2.76
3.52,3.45,4.66,2.85
3.53,3.42,4.04,2.99
3.49,3.47,4.1,3.03
3.43,3.47,4.24,2.99
3.41,3.55,4.16,3.03
3.34,3.58,4.08,3.06
3.31,3.6,4.11,3.33
3.31,3.65,4.01,3.2
3.22,3.66,4,3.17
3.22,3.67,3.93,3.31
3.21,3.66,3.86,3.35
3.19,3.74,3.9,3.46
3.15,3.78,3.89,3.57
3.19,3.83,3.84,3.53
3.14,3.73,3.86,3.86
3.14,3.81,3.72,3.65
3.17,3.89,3.71,3.77
3.17,3.83,3.61,4.01
3.18,3.93,3.59,4.19
3.17,3.94,3.57,4.14
3.15,4.01,3.55,3.27
3.16,4.01,3.55,3.46
3.19,4.05,3.56,3.98
3.15,4.03,3.56,3.76
3.11,4.06,3.55,3.79
3.14,4.04,3.54,3.94
3.15,4.08,3.55,4
3.19,4.04,3.52,4.08
3.17,4.06,3.6,3.44
3.14,3.98,3.59,3.64
3.17,3.96,3.68,3.76
