x,y,z
3.3,3.74,1.31
3.3,3.74,1.33
3.3,3.74,1.31
3.3,3.74,1.31
3.28,3.74,1.31
3.29,3.74,1.34
3.31,3.74,1.34
3.3,3.72,1.37
3.32,3.71,1.32
3.3,3.72,1.31
3.28,3.71,1.3
3.3,3.72,1.28
3.31,3.74,1.25
3.29,3.73,1.28
3.3,3.74,1.28
3.32,3.71,1.26
3.31,3.72,1.28
3.3,3.73,1.27
3.34,3.75,1.26
3.34,3.74,1.24
3.33,3.74,1.27
3.34,3.74,1.29
3.34,3.74,1.29
3.32,3.73,1.28
3.31,3.73,1.28
3.31,3.73,1.27
3.31,3.74,1.26
3.29,3.74,1.27
3.29,3.74,1.31
3.3,3.74,1.29
3.29,3.73,1.3
3.29,3.73,1.28
3.33,3.76,1.27
3.33,3.76,1.28
3.33,3.75,1.27
3.33,3.75,1.29
3.34,3.74,1.28
3.33,3.74,1.27
3.34,3.75,1.28
3.34,3.74,1.31
3.34,3.74,1.3
3.33,3.73,1.31
3.33,3.73,1.33
3.33,3.73,1.32
3.32,3.73,1.31
3.32,3.74,1.31
3.33,3.73,1.31
3.33,3.74,1.28
3.32,3.73,1.32
3.34,3.72,1.33
3.34,3.73,1.31
3.34,3.74,1.28
3.33,3.74,1.26
3.34,3.75,1.25
3.34,3.74,1.26
3.34,3.75,1.24
3.38,3.77,1.23
3.38,3.76,1.24
3.37,3.75,1.26
3.35,3.75,1.28
3.33,3.75,1.25
3.33,3.75,1.25
3.34,3.75,1.23
3.36,3.78,1.24
3.34,3.77,1.25
3.34,3.76,1.26
3.33,3.75,1.27
3.32,3.75,1.29
3.33,3.74,1.29
3.33,3.73,1.29
3.32,3.73,1.3
3.31,3.73,1.31
3.32,3.73,1.32
3.3,3.74,1.34
3.3,3.73,1.34
3.32,3.73,1.35
3.33,3.73,1.35
3.33,3.73,1.32
3.33,3.73,1.3
3.36,3.74,1.3
3.34,3.73,1.31
3.34,3.73,1.28
3.34,3.73,1.3
3.34,3.73,1.31
3.34,3.73,1.33
3.33,3.72,1.32
3.34,3.73,1.31
3.32,3.73,1.31
3.33,3.73,1.31
3.33,3.73,1.33
3.31,3.74,1.31
3.3,3.75,1.3
3.31,3.75,1.31
3.31,3.75,1.3
3.33,3.75,1.32
3.33,3.74,1.32
3.34,3.74,1.32
3.34,3.74,1.29
3.33,3.74,1.3
3.35,3.73,1.29
3.34,3.74,1.26
3.34,3.74,1.26
3.33,3.74,1.29
3.33,3.74,1.29
3.33,3.74,1.3
3.33,3.74,1.31
3.33,3.74,1.33
3.34,3.74,1.29
3.35,3.75,1.31
3.38,3.77,1.29
3.39,3.77,1.27
3.37,3.76,1.3
3.37,3.76,1.31
3.4,3.79,1.3
3.4,3.78,1.27
3.39,3.78,1.28
3.37,3.77,1.24
3.35,3.76,1.27
3.35,3.76,1.31
3.34,3.75,1.31
3.32,3.75,1.28
3.33,3.75,1.31
3.33,3.76,1.3
3.32,3.76,1.27
3.32,3.76,1.27
3.32,3.76,1.29
3.31,3.75,1.33
3.32,3.75,1.33
3.31,3.74,1.3
3.33,3.74,1.31
3.33,3.74,1.32
3.37,3.76,1.29
3.38,3.75,1.3
3.38,3.74,1.26
3.38,3.74,1.28
3.37,3.74,1.28
3.36,3.74,1.26
3.37,3.73,1.22
3.36,3.73,1.25
3.35,3.73,1.23
3.34,3.74,1.29
3.35,3.73,1.3
3.34,3.73,1.3
3.33,3.73,1.27
3.33,3.73,1.25
2.96,3.95,1.18
2.99,4,1.18
3.05,4,1.23
3.07,4,1.32
3.08,4.02,1.29
3.09,4.05,1.4
3.19,4.04,1.41
3.22,4.07,1.51
3.38,4.02,1.49
3.35,4.05,1.43
3.37,4.07,1.42
3.51,4.04,1.4
3.48,4.12,1.36
3.48,4.18,1.38
3.59,4.17,1.38
3.47,4.26,1.41
3.54,4.27,1.4
3.65,4.25,1.38
3.64,4.3,1.47
3.53,4.38,1.5
3.52,4.41,1.45
3.59,4.42,1.42
3.71,4.4,1.53
3.6,4.46,1.5
3.42,4.57,1.54
3.29,4.6,1.61
3.19,4.65,1.59
3.06,4.69,1.56
2.96,4.73,1.59
2.9,4.76,1.53
2.88,4.77,1.59
2.85,4.78,1.57
2.78,4.82,1.55
2.72,4.86,1.54
2.68,4.9,1.48
2.61,4.92,1.46
2.55,4.93,1.49
2.46,4.94,1.54
2.41,4.95,1.48
2.41,4.97,1.5
2.37,4.94,1.45
2.32,4.94,1.4
2.24,4.94,1.38
2.18,4.94,1.45
2.12,4.93,1.45
2.08,4.92,1.53
2.01,4.93,1.46
1.98,4.94,1.45
1.95,4.89,1.41
1.88,4.89,1.42
1.82,4.9,1.51
1.75,4.89,1.52
1.71,4.84,1.61
1.67,4.81,1.63
1.57,4.83,1.64
1.47,4.8,1.6
1.39,4.8,1.56
1.33,4.77,1.51
1.28,4.77,1.53
1.24,4.78,1.53
1.16,4.79,1.49
1.06,4.78,1.46
1,4.73,1.55
0.92,4.68,1.51
0.88,4.66,1.46
0.8,4.6,1.47
0.75,4.57,1.45
0.71,4.51,1.45
0.72,4.49,1.42
0.73,4.47,1.45
0.73,4.41,1.43
0.75,4.39,1.43
0.76,4.37,1.38
0.78,4.34,1.35
0.79,4.3,1.35
0.8,4.25,1.35
0.78,4.21,1.46
0.78,4.13,1.43
0.77,4.08,1.44
0.8,4.01,1.5
0.8,3.95,1.45
0.82,3.88,1.48
0.87,3.82,1.49
0.91,3.78,1.57
0.95,3.73,1.61
0.96,3.69,1.52
0.97,3.61,1.55
0.96,3.59,1.52
0.96,3.5,1.5
0.91,3.45,1.47
0.86,3.36,1.5
0.81,3.32,1.49
0.82,3.27,1.49
0.86,3.2,1.53
0.9,3.14,1.46
0.89,3.13,1.45
0.93,3.13,1.41
0.97,3.09,1.49
0.96,3.04,1.42
0.97,3,1.37
0.97,2.95,1.44
0.98,2.9,1.42
0.97,2.85,1.43
1,2.81,1.46
1.01,2.77,1.39
0.99,2.71,1.39
0.96,2.64,1.41
0.94,2.58,1.47
0.92,2.53,1.54
0.91,2.47,1.54
0.93,2.42,1.57
0.91,2.36,1.66
0.93,2.33,1.55
0.92,2.3,1.5
0.83,2.3,1.52
0.8,2.25,1.5
0.79,2.21,1.53
0.81,2.14,1.46
0.82,2.07,1.42
0.9,2.02,1.39
0.94,1.97,1.43
1,1.92,1.46
0.92,1.91,1.42
0.8,1.95,1.49
0.84,1.89,1.49
0.87,1.85,1.46
0.91,1.8,1.43
0.96,1.74,1.45
1.01,1.72,1.44
1.02,1.69,1.39
1.07,1.66,1.39
1.09,1.65,1.4
1.14,1.65,1.4
1.18,1.66,1.42
1.24,1.67,1.44
1.26,1.64,1.41
1.29,1.64,1.42
1.29,1.63,1.39
1.29,1.62,1.39
1.32,1.62,1.39
1.39,1.65,1.48
1.38,1.65,1.44
1.4,1.65,1.41
1.44,1.66,1.5
1.49,1.67,1.45
1.54,1.67,1.51
1.6,1.7,1.53
1.59,1.65,1.61
1.66,1.63,1.61
1.73,1.62,1.58
1.8,1.58,1.63
1.83,1.57,1.55
1.81,1.52,1.48
1.86,1.53,1.46
1.88,1.53,1.43
1.94,1.55,1.39
1.98,1.58,1.49
2.04,1.63,1.46
2.1,1.68,1.46
2.1,1.66,1.41
2.18,1.7,1.5
2.25,1.71,1.46
2.31,1.72,1.4
2.38,1.74,1.41
2.41,1.71,1.37
2.46,1.64,1.39
2.49,1.62,1.41
2.58,1.59,1.51
2.61,1.58,1.53
2.62,1.57,1.51
2.64,1.56,1.46
2.67,1.55,1.58
2.67,1.51,1.55
2.69,1.49,1.51
2.77,1.53,1.45
2.81,1.56,1.51
2.86,1.57,1.55
2.91,1.59,1.62
2.97,1.62,1.61
3.01,1.64,1.63
3.04,1.66,1.65
3,1.65,1.56
3.04,1.67,1.53
3.08,1.7,1.55
3.12,1.75,1.58
3.15,1.78,1.64
3.2,1.83,1.57
3.23,1.87,1.49
3.27,1.92,1.44
3.4,2.03,1.43
3.32,2.06,1.55
3.26,2.1,1.5
3.26,2.16,1.51
3.24,2.23,1.59
3.23,2.32,1.64
3.19,2.34,1.66
3.16,2.36,1.57
3.14,2.39,1.54
3.12,2.43,1.55
3.07,2.48,1.48
3.08,2.51,1.57
3.04,2.57,1.53
3.03,2.62,1.47
3.08,2.66,1.41
3.05,2.73,1.41
3.07,2.77,1.47
3.04,2.84,1.4
3.04,2.88,1.4
3.06,2.91,1.38
3.02,2.96,1.47
3.02,2.99,1.41
3.01,3.02,1.37
3.01,3.05,1.37
2.95,3.11,1.34
3,3.17,1.31
2.98,3.18,1.31
2.99,3.18,1.35
2.93,3.21,1.35
2.9,3.25,1.4
2.89,3.28,1.38
2.95,3.26,1.34
2.98,3.26,1.34
2.94,3.3,1.35
2.93,3.33,1.34
2.85,3.42,1.35
2.86,3.46,1.35
2.87,3.52,1.34
2.89,3.57,1.32
2.89,3.62,1.3
2.9,3.66,1.39
2.91,3.69,1.33
2.88,3.74,1.33
2.88,3.78,1.3
2.94,3.79,1.33
2.99,3.8,1.36
3.03,3.78,1.33
3.04,3.8,1.4
3.06,3.8,1.4
3.06,3.82,1.4
3.08,3.83,1.35
3.09,3.85,1.42
3.08,3.87,1.5
3.06,3.9,1.49
3.05,3.92,1.56
3.05,3.96,1.47
2.97,4.02,1.41
2.99,4.04,1.42
3.01,4.07,1.37
3.01,4.1,1.39
3,4.12,1.48
2.96,4.18,1.45
2.94,4.22,1.47
2.93,4.25,1.49
2.98,4.26,1.49
3.04,4.3,1.43
3.14,4.29,1.39
3.22,4.31,1.37
3.26,4.3,1.44
3.25,4.34,1.43
3.2,4.4,1.43
3.13,4.47,1.41
3.05,4.55,1.42
2.99,4.61,1.4
3.01,4.65,1.37
2.99,4.67,1.48
2.98,4.7,1.47
2.94,4.74,1.46
2.91,4.76,1.44
2.94,4.79,1.4
2.93,4.81,1.37
2.93,4.82,1.38
2.9,4.83,1.47
2.87,4.84,1.54
2.88,4.82,1.5
2.87,4.82,1.52
2.86,4.83,1.49
2.85,4.83,1.47
2.92,4.85,1.44
2.9,4.85,1.47
2.88,4.85,1.56
2.84,4.85,1.5
2.86,4.86,1.48
2.86,4.84,1.47
2.85,4.84,1.48
2.85,4.84,1.47
2.82,4.83,1.44
2.82,4.81,1.42
2.77,4.8,1.5
2.74,4.8,1.5
2.73,4.75,1.55
2.71,4.74,1.6
2.67,4.75,1.57
2.61,4.79,1.56
2.6,4.74,1.5
2.56,4.75,1.51
2.55,4.78,1.48
2.56,4.83,1.42
2.59,4.88,1.39
2.53,4.86,1.41
2.47,4.84,1.4
2.42,4.79,1.41
2.35,4.81,1.37
2.32,4.8,1.44
2.29,4.82,1.54
2.25,4.83,1.48
2.23,4.82,1.46
2.2,4.8,1.5
2.17,4.8,1.46
2.19,4.84,1.4
2.14,4.83,1.39
2.1,4.83,1.39
2.07,4.83,1.39
2.04,4.84,1.37
2,4.83,1.36
1.97,4.81,1.36
1.99,4.82,1.37
1.96,4.81,1.4
1.93,4.81,1.38
1.87,4.8,1.45
1.78,4.8,1.39
1.74,4.77,1.42
1.74,4.74,1.44
1.73,4.72,1.48
1.69,4.7,1.41
1.72,4.75,1.44
1.7,4.74,1.39
1.66,4.75,1.43
1.63,4.77,1.38
1.59,4.78,1.36
1.55,4.8,1.36
1.51,4.81,1.42
1.46,4.81,1.44
1.44,4.82,1.4
1.44,4.84,1.41
1.41,4.84,1.4
1.39,4.85,1.38
1.4,4.86,1.43
1.38,4.85,1.44
1.36,4.84,1.47
1.34,4.84,1.42
1.29,4.83,1.42
1.27,4.84,1.44
1.21,4.81,1.44
1.17,4.78,1.54
1.13,4.77,1.53
1.08,4.75,1.56
1.07,4.75,1.53
1.01,4.72,1.58
1.04,4.76,1.53
0.99,4.72,1.54
0.72,4.58,1.5
0.72,4.57,1.45
0.73,4.6,1.51
0.71,4.57,1.53
0.69,4.58,1.49
0.7,4.57,1.51
0.7,4.55,1.46
0.59,4.46,1.47
0.53,4.39,1.53
0.6,4.4,1.63
0.44,4.3,1.6
0.58,4.32,1.53
0.64,4.35,1.44
0.76,4.33,1.48
0.85,4.31,1.48
0.9,4.3,1.47
0.94,4.27,1.54
0.96,4.25,1.61
0.98,4.23,1.6
1.02,4.19,1.55
1.01,4.16,1.53
1,4.14,1.49
1,4.12,1.48
0.99,4.1,1.48
0.98,4.07,1.42
0.94,4.03,1.45
0.94,3.98,1.49
0.9,3.96,1.47
0.88,3.91,1.51
0.88,3.88,1.45
0.91,3.84,1.46
0.9,3.8,1.47
0.94,3.75,1.51
0.97,3.7,1.45
1,3.65,1.39
1.04,3.62,1.44
1.06,3.59,1.51
1.12,3.54,1.45
1.1,3.53,1.44
1.09,3.51,1.42
1.09,3.46,1.39
1.08,3.45,1.39
1.09,3.43,1.46
1.03,3.38,1.45
1.02,3.36,1.4
0.97,3.32,1.46
0.93,3.3,1.45
0.92,3.29,1.48
0.92,3.28,1.45
0.81,3.19,1.42
0.82,3.18,1.43
0.82,3.17,1.41
0.85,3.15,1.41
0.86,3.13,1.37
0.89,3.09,1.4
0.91,3.08,1.42
0.94,3.06,1.49
0.92,3.02,1.41
0.92,2.98,1.36
0.93,2.95,1.36
0.9,2.89,1.32
0.92,2.87,1.34
0.96,2.85,1.39
0.99,2.83,1.36
1.01,2.82,1.4
1.02,2.78,1.39
1.02,2.74,1.36
1.07,2.74,1.41
1.01,2.68,1.35
0.97,2.61,1.33
1.01,2.61,1.38
0.94,2.54,1.35
0.86,2.49,1.5
0.81,2.4,1.53
0.8,2.34,1.47
0.85,2.3,1.42
0.75,2.31,1.44
0.68,2.31,1.43
0.63,2.29,1.41
0.68,2.23,1.45
0.78,2.17,1.41
0.73,2.13,1.47
0.76,2.08,1.49
0.75,2.07,1.58
0.73,2.07,1.57
0.68,2.08,1.65
0.68,2.05,1.58
0.71,2.01,1.55
0.81,1.93,1.53
0.89,1.85,1.5
0.81,1.88,1.58
0.81,1.85,1.53
0.79,1.81,1.48
0.76,1.78,1.53
0.76,1.64,1.46
0.72,1.65,1.46
0.8,1.61,1.42
0.84,1.57,1.4
0.9,1.5,1.44
0.93,1.45,1.39
0.96,1.45,1.47
0.99,1.43,1.48
1.04,1.44,1.56
1.09,1.44,1.53
1.18,1.47,1.58
1.24,1.48,1.56
1.32,1.5,1.61
1.39,1.52,1.62
1.46,1.52,1.53
1.49,1.53,1.56
1.56,1.51,1.49
1.6,1.57,1.5
1.65,1.54,1.46
1.69,1.54,1.43
1.73,1.53,1.55
1.77,1.51,1.48
1.79,1.5,1.55
1.85,1.48,1.53
1.89,1.45,1.62
1.94,1.49,1.55
2.01,1.53,1.51
2.06,1.56,1.57
2.13,1.59,1.52
2.19,1.6,1.53
2.24,1.63,1.5
2.26,1.61,1.44
2.31,1.64,1.43
2.37,1.67,1.47
2.42,1.67,1.41
2.44,1.64,1.45
2.46,1.61,1.49
2.53,1.63,1.49
2.6,1.62,1.45
2.6,1.59,1.45
2.66,1.58,1.53
2.66,1.58,1.49
2.71,1.6,1.43
2.76,1.63,1.39
2.81,1.65,1.36
2.86,1.68,1.48
2.93,1.71,1.53
2.98,1.71,1.48
3.01,1.7,1.43
3.06,1.72,1.4
3.08,1.71,1.43
3.1,1.7,1.39
3.12,1.69,1.45
3.13,1.69,1.56
3.12,1.7,1.58
3.14,1.73,1.59
3.15,1.71,1.63
3.18,1.73,1.57
3.26,1.79,1.6
3.26,1.78,1.58
3.29,1.81,1.61
3.27,1.83,1.65
3.27,1.86,1.65
3.22,1.87,1.63
3.2,1.92,1.65
3.23,1.94,1.56
3.22,1.99,1.55
3.19,2.1,1.59
3.17,2.17,1.55
3.14,2.21,1.59
3.17,2.24,1.49
3.17,2.29,1.55
3.21,2.34,1.52
3.12,2.33,1.38
3.09,2.38,1.51
3.07,2.41,1.5
3.03,2.44,1.44
3.02,2.47,1.43
3.03,2.53,1.54
3,2.58,1.48
3.03,2.62,1.41
3.1,2.69,1.36
3.16,2.73,1.36
3.1,2.77,1.38
3.09,2.82,1.38
3.08,2.86,1.42
3.06,2.92,1.47
3.04,2.98,1.47
3.04,3,1.42
3.11,3.08,1.44
3.07,3.1,1.41
3.04,3.17,1.37
3.01,3.24,1.36
3.03,3.29,1.49
3.09,3.36,1.41
3.11,3.42,1.36
3.05,3.43,1.4
3.02,3.46,1.37
3.01,3.5,1.36
2.99,3.56,1.32
3.04,3.62,1.34
3.07,3.67,1.36
3.05,3.71,1.39
3.04,3.76,1.4
3.03,3.81,1.41
3.09,3.9,1.41
3.13,3.96,1.47
3.14,4,1.42
3.14,4,1.33
3.11,4.03,1.35
3.1,4.08,1.4
3.12,4.1,1.45
3.2,4.11,1.49
3.13,4.17,1.44
3.13,4.27,1.4
3.18,4.3,1.49
3.24,4.34,1.48
3.3,4.36,1.51
3.37,4.4,1.46
3.42,4.42,1.51
3.43,4.44,1.46
3.43,4.47,1.47
3.49,4.5,1.45
3.48,4.5,1.45
3.37,4.58,1.47
3.3,4.64,1.43
3.16,4.71,1.46
3.12,4.72,1.5
3.02,4.77,1.55
3.32,4.61,1.6
3.27,4.57,1.54
3.23,4.59,1.48
3.07,4.67,1.54
2.93,4.72,1.57
2.83,4.76,1.61
2.75,4.8,1.62
2.68,4.83,1.66
2.65,4.88,1.58
2.59,4.87,1.69
2.5,4.89,1.65
2.46,4.87,1.55
2.35,4.91,1.48
2.3,4.92,1.6
2.27,4.87,1.63
2.23,4.87,1.53
2.23,4.89,1.46
2.18,4.88,1.42
2.16,4.88,1.41
2.12,4.85,1.5
2.08,4.85,1.45
2.01,4.83,1.44
1.94,4.82,1.43
1.89,4.81,1.54
1.89,4.83,1.51
1.82,4.82,1.49
1.76,4.81,1.46
1.7,4.83,1.45
1.62,4.83,1.44
1.56,4.83,1.4
1.51,4.83,1.4
1.46,4.82,1.45
1.43,4.82,1.53
1.39,4.83,1.52
1.34,4.83,1.52
1.3,4.82,1.5
1.25,4.81,1.5
1.19,4.79,1.49
1.13,4.78,1.49
1.05,4.76,1.51
0.99,4.75,1.49
0.99,4.77,1.54
0.94,4.75,1.54
0.92,4.71,1.6
0.84,4.66,1.61
0.79,4.61,1.55
0.6,4.5,1.65
0.59,4.46,1.56
0.65,4.42,1.48
0.68,4.38,1.5
0.69,4.36,1.52
0.74,4.36,1.49
0.79,4.33,1.54
0.81,4.29,1.46
0.85,4.26,1.45
0.88,4.23,1.42
0.84,4.16,1.4
0.83,4.11,1.43
0.83,4.06,1.43
0.84,4.04,1.42
0.87,4,1.38
0.9,3.95,1.34
0.97,3.87,1.32
0.99,3.79,1.31
1,3.73,1.43
0.98,3.68,1.41
0.94,3.65,1.37
0.93,3.58,1.5
0.92,3.52,1.52
0.91,3.46,1.43
0.91,3.41,1.45
0.9,3.36,1.45
0.84,3.27,1.4
0.87,3.22,1.42
0.85,3.16,1.42
0.9,3.12,1.37
0.9,3.08,1.36
0.87,3.03,1.44
0.85,2.99,1.42
0.89,2.97,1.45
0.88,2.93,1.41
0.86,2.91,1.42
0.93,2.84,1.39
0.97,2.79,1.46
1.02,2.73,1.43
1.04,2.66,1.4
1.04,2.6,1.36
0.85,2.59,1.48
0.7,2.56,1.42
0.66,2.48,1.44
0.67,2.42,1.41
0.62,2.4,1.4
0.59,2.37,1.39
0.6,2.33,1.42
0.59,2.29,1.47
0.66,2.21,1.43
0.67,2.12,1.42
0.79,2.06,1.43
0.85,2,1.45
0.85,1.96,1.43
0.82,1.93,1.47
0.82,1.9,1.46
0.85,1.82,1.46
0.86,1.77,1.46
0.88,1.72,1.45
0.85,1.7,1.44
0.81,1.7,1.41
0.85,1.67,1.38
0.87,1.61,1.34
0.93,1.59,1.36
1.01,1.6,1.41
1.04,1.56,1.5
1.07,1.54,1.53
1.17,1.55,1.65
1.24,1.55,1.57
1.29,1.57,1.56
1.36,1.57,1.59
1.42,1.58,1.61
1.47,1.57,1.6
1.51,1.55,1.62
1.58,1.58,1.69
1.57,1.53,1.59
1.63,1.55,1.63
1.68,1.57,1.68
1.75,1.58,1.69
1.77,1.53,1.61
1.84,1.53,1.63
1.91,1.53,1.57
1.97,1.52,1.52
2.03,1.52,1.48
2.06,1.52,1.47
2.14,1.57,1.53
2.2,1.64,1.55
2.21,1.59,1.52
2.25,1.57,1.51
2.31,1.58,1.47
2.35,1.57,1.54
2.46,1.55,1.57
2.49,1.54,1.54
2.51,1.53,1.56
2.56,1.52,1.53
2.61,1.51,1.52
2.65,1.51,1.55
2.73,1.52,1.56
2.77,1.55,1.64
2.8,1.53,1.56
2.84,1.54,1.55
2.91,1.58,1.55
2.91,1.58,1.49
2.93,1.59,1.6
3.02,1.65,1.56
3.08,1.68,1.57
3.12,1.69,1.51
3.17,1.73,1.52
3.19,1.75,1.54
3.23,1.8,1.54
3.18,1.81,1.54
3.18,1.83,1.57
3.17,1.88,1.49
3.09,1.95,1.46
3.1,2,1.44
3.1,2.07,1.38
3.06,2.13,1.5
3.09,2.13,1.46
3.02,2.15,1.29
3.02,2.19,1.33
3.05,2.21,1.4
3.08,2.25,1.38
3.01,2.36,1.46
2.95,2.44,1.54
2.9,2.5,1.48
2.9,2.52,1.41
2.84,2.6,1.4
2.89,2.61,1.37
2.93,2.62,1.34
2.93,2.67,1.4
2.94,2.69,1.39
2.92,2.72,1.48
2.93,2.78,1.42
2.95,2.81,1.42
2.96,2.86,1.38
3.03,2.89,1.35
3.13,2.95,1.4
3.13,3.05,1.47
3.07,3.1,1.41
3.05,3.15,1.47
3.05,3.21,1.41
3.05,3.26,1.43
3.05,3.33,1.37
2.92,3.32,1.42
2.9,3.34,1.4
2.86,3.39,1.44
2.89,3.45,1.49
2.91,3.5,1.47
2.96,3.54,1.43
2.97,3.61,1.39
2.95,3.67,1.43
2.99,3.69,1.41
3.02,3.72,1.36
3.04,3.75,1.46
3.01,3.83,1.46
3,3.87,1.43
2.98,3.9,1.47
2.93,3.92,1.42
2.92,3.96,1.45
2.95,4.02,1.43
3.17,3.99,1.42
3.2,4.02,1.43
3.34,4.01,1.47
3.26,4.1,1.56
3.35,4.08,1.54
3.39,4.1,1.48
3.31,4.19,1.59
3.35,4.21,1.56
3.38,4.24,1.49
3.38,4.26,1.58
3.36,4.3,1.58
3.3,4.36,1.6
3.27,4.41,1.56
3.21,4.52,1.53
3.31,4.5,1.48
3.42,4.49,1.43
3.3,4.59,1.43
3.38,4.56,1.43
3.31,4.63,1.41
3.27,4.65,1.44
3.37,4.62,1.46
3.23,4.7,1.52
3.13,4.76,1.48
3.05,4.8,1.52
2.99,4.82,1.45
2.92,4.84,1.41
2.87,4.83,1.39
2.77,4.86,1.49
2.73,4.84,1.45
2.69,4.82,1.4
2.66,4.83,1.42
2.62,4.85,1.47
2.55,4.85,1.45
2.49,4.85,1.4
2.43,4.87,1.36
2.38,4.87,1.49
2.33,4.88,1.51
2.27,4.86,1.52
2.21,4.84,1.54
2.17,4.83,1.54
2.11,4.83,1.48
2.11,4.86,1.49
2.07,4.85,1.5
2.03,4.85,1.5
2.04,4.87,1.5
1.98,4.85,1.47
1.94,4.84,1.48
1.91,4.83,1.42
1.89,4.81,1.41
1.85,4.78,1.41
1.82,4.76,1.38
1.79,4.74,1.37
1.76,4.75,1.35
1.75,4.77,1.32
1.71,4.76,1.41
1.66,4.76,1.41
1.59,4.76,1.39
1.54,4.78,1.39
1.49,4.77,1.4
1.46,4.79,1.41
1.42,4.81,1.4
1.37,4.8,1.45
1.33,4.8,1.43
1.28,4.79,1.5
1.23,4.78,1.55
1.18,4.76,1.49
1.14,4.76,1.56
1.06,4.74,1.51
0.98,4.72,1.54
0.94,4.7,1.53
0.91,4.67,1.54
0.89,4.66,1.48
1.02,4.72,1.54
0.93,4.65,1.6
0.93,4.62,1.56
0.89,4.56,1.64
0.86,4.53,1.63
0.8,4.49,1.55
0.73,4.45,1.54
0.69,4.41,1.53
0.7,4.39,1.63
0.68,4.36,1.58
0.68,4.34,1.51
0.73,4.34,1.53
0.74,4.3,1.49
0.73,4.3,1.42
0.77,4.27,1.36
0.82,4.22,1.47
0.84,4.18,1.49
0.82,4.15,1.46
0.82,4.09,1.59
0.86,4.03,1.55
0.9,3.99,1.47
0.93,3.93,1.47
0.92,3.91,1.46
0.89,3.88,1.42
0.9,3.82,1.37
0.87,3.8,1.35
0.91,3.73,1.38
0.92,3.69,1.34
0.95,3.64,1.34
0.98,3.6,1.32
0.96,3.57,1.34
0.96,3.53,1.34
0.97,3.51,1.33
0.97,3.45,1.35
0.98,3.4,1.37
0.98,3.38,1.49
1,3.34,1.57
0.98,3.32,1.57
0.95,3.31,1.51
0.95,3.3,1.52
0.96,3.27,1.47
0.97,3.25,1.58
0.99,3.21,1.52
1,3.19,1.49
1.03,3.17,1.45
1.14,3.09,1.37
1.21,3.01,1.32
1.26,2.92,1.31
1.21,2.9,1.29
1.15,2.88,1.41
1.09,2.85,1.37
1.06,2.82,1.33
1.02,2.78,1.31
0.97,2.77,1.35
0.96,2.72,1.32
0.94,2.71,1.38
0.97,2.67,1.49
0.99,2.62,1.49
1,2.58,1.44
0.95,2.56,1.49
0.94,2.53,1.42
0.92,2.48,1.42
0.87,2.42,1.37
0.88,2.39,1.42
0.88,2.35,1.47
0.87,2.31,1.46
0.86,2.29,1.48
0.83,2.23,1.48
0.8,2.19,1.53
0.78,2.14,1.55
0.69,2.12,1.49
0.73,2.01,1.42
0.77,1.93,1.45
0.8,1.87,1.43
0.78,1.87,1.43
0.75,1.89,1.57
0.65,1.9,1.52
0.75,1.83,1.53
0.76,1.8,1.55
0.8,1.74,1.51
0.84,1.7,1.53
0.87,1.66,1.53
0.92,1.62,1.54
0.96,1.58,1.57
1.01,1.53,1.56
0.99,1.46,1.5
1.03,1.42,1.43
1.09,1.4,1.55
1.12,1.34,1.49
1.13,1.28,1.54
1.16,1.26,1.48
1.27,1.23,1.44
1.31,1.24,1.58
1.32,1.24,1.61
1.37,1.28,1.64
1.42,1.29,1.59
1.47,1.28,1.58
1.5,1.26,1.55
1.57,1.34,1.46
1.55,1.31,1.42
1.55,1.3,1.46
1.63,1.34,1.55
1.69,1.35,1.5
1.77,1.37,1.46
1.85,1.38,1.51
1.89,1.39,1.57
1.94,1.38,1.5
1.98,1.4,1.5
2.07,1.39,1.6
2.07,1.35,1.59
2.1,1.35,1.51
2.11,1.34,1.55
2.17,1.34,1.5
2.2,1.35,1.48
2.27,1.39,1.43
2.37,1.41,1.55
2.41,1.44,1.54
2.45,1.44,1.53
2.52,1.45,1.53
2.53,1.47,1.46
2.56,1.47,1.41
2.6,1.49,1.44
2.6,1.48,1.44
2.64,1.49,1.42
2.67,1.49,1.41
2.77,1.52,1.46
2.79,1.5,1.43
2.84,1.51,1.49
2.91,1.55,1.49
2.97,1.57,1.52
2.98,1.55,1.56
3.02,1.53,1.53
3.05,1.54,1.56
3.05,1.56,1.52
3.1,1.61,1.49
3.12,1.67,1.52
3.13,1.7,1.53
3.19,1.76,1.49
3.22,1.83,1.51
3.25,1.89,1.47
3.22,2,1.56
3.22,2.05,1.5
3.19,2.1,1.51
3.2,2.15,1.47
3.18,2.21,1.45
3.19,2.27,1.46
3.13,2.27,1.45
3.09,2.32,1.57
3.15,2.36,1.5
3.16,2.43,1.45
3.14,2.49,1.44
3.12,2.52,1.49
3.13,2.54,1.54
3.13,2.57,1.57
3.11,2.61,1.55
3.09,2.64,1.54
3.13,2.69,1.6
3.17,2.7,1.54
3.21,2.74,1.5
3.27,2.81,1.51
3.28,2.87,1.54
3.23,2.94,1.47
3.18,2.99,1.4
3.14,3.05,1.42
3.15,3.08,1.38
3.16,3.14,1.36
3.19,3.17,1.35
3.21,3.22,1.34
3.2,3.26,1.48
3.21,3.32,1.44
3.25,3.34,1.42
3.22,3.39,1.41
3.23,3.43,1.5
3.23,3.47,1.46
