x,y,z
0.88,4.52,1.49
0.77,4.59,1.4
0.75,4.56,1.41
0.63,4.54,1.39
0.71,4.61,1.39
0.77,4.66,1.4
0.54,4.68,1.37
0.49,4.61,1.4
0.52,4.61,1.4
0.75,4.73,1.4
0.52,4.62,1.38
0.36,4.63,1.36
0.41,4.65,1.36
0.21,4.58,1.37
0.06,4.52,1.38
0.34,4.64,1.36
0.52,4.7,1.36
0.73,4.79,1.41
0.73,4.75,1.38
0.75,4.69,1.38
0.81,4.63,1.38
0.84,4.59,1.37
0.89,4.53,1.38
0.9,4.47,1.36
0.92,4.43,1.32
0.97,4.4,1.34
1.03,4.37,1.32
1.06,4.34,1.31
1.12,4.31,1.29
0.78,4.07,1.3
0.89,4.08,1.43
0.95,4.09,1.43
1.14,3.97,1.33
1.33,3.82,1.15
1.28,3.75,0.96
1.27,3.74,0.91
1.22,3.71,0.88
1.21,3.66,0.83
1.16,3.52,0.62
1.2,3.5,0.73
1.14,3.54,0.87
1.08,3.54,0.96
1.09,3.54,1.03
0.8,3.37,1.12
0.62,3.21,1.16
0.76,3.08,0.91
0.84,2.94,0.66
0.94,2.9,0.59
0.97,3,0.83
1.02,2.93,0.71
1.03,2.99,0.87
1.06,3.01,1.01
1.06,3.02,1.08
1.08,2.93,1.02
1.07,2.94,1.18
1.08,2.93,1.24
1.09,2.84,1.11
1.13,2.82,1.19
1.16,2.71,0.96
1.24,2.76,0.94
1.23,2.8,1.08
1.31,2.6,0.75
1.34,2.67,0.94
1.34,2.57,0.78
1.27,2.57,0.91
1.23,2.42,0.8
1.22,2.44,0.89
1.19,2.11,0.61
1.15,2.23,0.79
1.14,1.99,0.56
1.1,1.87,0.46
1.08,1.75,0.38
1.06,1.61,0.32
1.06,1.28,0.21
1.04,1.22,0.2
1.04,1.41,0.46
1.04,1.22,0.38
1.05,1.42,0.7
1.04,1.55,0.91
1.04,1.66,1.12
1.02,1.73,1.22
1.01,1.78,1.29
1.04,1.68,1.17
1.06,1.42,0.94
1.07,0.88,0.8
1.09,0.82,0.68
1.1,1.04,0.83
1.1,1.2,1.04
1.08,1.23,1.04
1.06,1.19,0.97
1.06,1.13,0.89
1.04,1.17,0.96
1.01,1.28,1.09
1.01,1.36,1.32
1,1.42,1.31
0.99,1.46,1.38
1.02,1.46,1.45
1.02,1.46,1.39
1.06,1.49,1.37
1.13,1.51,1.38
1.15,1.54,1.49
1.17,1.51,1.42
1.17,1.48,1.39
1.22,1.49,1.47
1.26,1.51,1.42
1.33,1.52,1.41
1.32,1.58,1.46
1.38,1.58,1.49
1.45,1.56,1.5
1.47,1.52,1.48
1.5,1.51,1.42
1.56,1.53,1.49
1.58,1.5,1.47
1.61,1.49,1.44
1.65,1.47,1.42
1.7,1.46,1.48
1.76,1.47,1.45
1.78,1.44,1.41
1.85,1.46,1.41
1.94,1.46,1.39
1.99,1.5,1.41
2.01,1.51,1.38
2.03,1.51,1.47
2.12,1.57,1.5
2.19,1.61,1.5
2.19,1.59,1.44
2.2,1.58,1.42
2.24,1.6,1.5
2.29,1.63,1.59
2.28,1.61,1.51
2.27,1.6,1.55
2.27,1.58,1.5
2.33,1.56,1.52
2.4,1.58,1.48
2.42,1.61,1.51
2.48,1.63,1.45
2.56,1.67,1.47
2.64,1.69,1.54
2.66,1.7,1.49
2.72,1.73,1.37
2.7,1.77,1.35
2.7,1.75,1.4
2.73,1.74,1.48
2.77,1.72,1.48
2.8,1.71,1.52
2.97,1.78,1.51
3,1.78,1.57
3.01,1.74,1.49
3.22,1.82,1.48
3.16,1.75,1.48
3.19,1.75,1.44
3.17,1.73,1.44
3.17,1.76,1.42
3.23,1.77,1.38
3.22,1.74,1.38
3.15,1.8,1.44
3.16,1.81,1.43
3.1,1.86,1.48
3.03,1.91,1.48
2.98,1.96,1.57
2.95,2.03,1.49
2.93,2.08,1.53
2.92,2.1,1.46
2.94,2.13,1.44
2.96,2.16,1.38
2.97,2.18,1.41
2.99,2.21,1.43
2.98,2.26,1.46
2.96,2.32,1.47
2.94,2.37,1.46
2.96,2.41,1.57
2.96,2.45,1.53
2.98,2.5,1.53
2.96,2.55,1.5
2.95,2.58,1.49
2.95,2.64,1.43
2.99,2.69,1.51
3.01,2.75,1.44
3.01,2.8,1.43
3,2.86,1.39
2.98,2.92,1.34
2.97,2.97,1.33
2.92,3.02,1.34
2.89,3.05,1.32
2.9,3.08,1.36
2.85,3.17,1.42
2.93,3.2,1.38
2.98,3.22,1.37
2.94,3.29,1.38
2.88,3.36,1.33
2.9,3.41,1.35
3.02,3.43,1.36
3.14,3.45,1.36
3.09,3.49,1.34
3.1,3.54,1.3
3.08,3.61,1.39
3.08,3.66,1.45
3.06,3.73,1.49
3.05,3.8,1.45
3.05,3.86,1.43
3.04,3.9,1.5
3.01,3.95,1.6
3.02,3.99,1.53
3.07,4.01,1.5
3.08,4.08,1.48
3.1,4.12,1.48
3.1,4.2,1.46
3.13,4.23,1.4
3.1,4.27,1.5
3.13,4.29,1.52
3.1,4.36,1.52
3.13,4.39,1.59
3.12,4.43,1.62
3.11,4.48,1.64
3.1,4.52,1.61
3.05,4.57,1.56
2.97,4.55,1.58
2.98,4.59,1.61
3,4.65,1.6
3.03,4.69,1.55
3.03,4.75,1.49
3.03,4.79,1.45
3.03,4.87,1.38
3.02,4.86,1.41
2.98,4.84,1.39
2.96,4.85,1.36
2.94,4.85,1.51
2.93,4.85,1.55
2.86,4.88,1.4
2.82,4.82,1.33
2.8,4.76,1.45
2.78,4.74,1.48
2.75,4.71,1.47
2.51,4.55,1.41
2.34,4.42,1.34
2.14,4.29,1.33
2.06,4.22,1.3
1.98,4.16,1.31
1.99,4.18,1.32
2,4.18,1.36
1.95,4.14,1.38
2.11,4.29,1.4
2.17,4.37,1.49
2.25,4.47,1.44
2.26,4.53,1.39
2.29,4.6,1.42
2.31,4.65,1.44
2.31,4.67,1.51
2.31,4.69,1.52
2.3,4.71,1.55
2.29,4.72,1.53
2.26,4.73,1.51
2.26,4.73,1.46
2.24,4.69,1.55
2.21,4.67,1.56
2.18,4.67,1.52
2.15,4.66,1.48
2.13,4.66,1.44
2.08,4.63,1.56
2.01,4.63,1.62
1.98,4.61,1.61
1.94,4.58,1.62
1.91,4.58,1.6
1.87,4.58,1.54
1.82,4.58,1.47
1.77,4.57,1.42
1.54,4.45,1.49
1.56,4.49,1.53
1.56,4.53,1.58
1.56,4.6,1.53
1.56,4.67,1.46
1.51,4.7,1.45
1.5,4.72,1.53
1.49,4.76,1.47
1.48,4.79,1.51
1.2,4.68,1.51
0.91,4.55,1.46
0.98,4.58,1.51
1,4.6,1.51
1.02,4.61,1.53
0.8,4.48,1.48
0.74,4.46,1.54
0.82,4.54,1.5
0.87,4.59,1.46
0.89,4.63,1.46
0.92,4.65,1.42
0.9,4.65,1.44
0.94,4.64,1.54
0.65,4.49,1.5
0.72,4.52,1.48
0.75,4.57,1.43
0.8,4.6,1.41
0.75,4.59,1.48
0.86,4.54,1.36
0.91,4.51,1.19
0.85,4.49,1.24
0.83,4.45,1.31
0.85,4.46,1.32
0.84,4.47,1.43
0.92,4.45,1.47
0.98,4.43,1.53
0.87,4.31,1.61
0.92,4.31,1.55
0.73,4.16,1.47
0.71,4.09,1.45
0.7,4.05,1.46
0.76,4.04,1.46
0.74,4.01,1.43
0.77,3.99,1.42
0.76,3.94,1.37
0.76,3.88,1.4
0.81,3.84,1.47
0.83,3.81,1.44
0.83,3.75,1.43
0.85,3.68,1.41
0.88,3.62,1.35
0.85,3.55,1.36
0.89,3.5,1.34
0.94,3.44,1.39
1,3.41,1.36
0.99,3.36,1.32
1.05,3.36,1.31
1.03,3.31,1.35
1.03,3.27,1.44
1.06,3.23,1.46
1.07,3.18,1.43
1.05,3.13,1.52
1.01,3.08,1.48
0.99,3.02,1.55
0.98,2.88,1.36
0.94,2.87,1.38
0.99,2.83,1.47
1.03,2.8,1.55
0.99,2.76,1.49
0.97,2.72,1.45
0.99,2.68,1.51
1.01,2.63,1.43
1.03,2.57,1.39
1.06,2.51,1.45
1.08,2.45,1.43
1.07,2.39,1.42
1.08,2.36,1.44
1.06,2.32,1.39
1.05,2.28,1.35
1.04,2.24,1.37
1.02,2.18,1.34
1.03,2.12,1.45
0.97,2.07,1.44
1.05,2.03,1.31
1.02,2.04,1.29
1.01,2.04,1.28
1.01,2.02,1.4
0.97,1.98,1.46
1.04,2.03,1.41
1.09,2.02,1.45
1.06,1.99,1.44
1.06,1.97,1.43
1.03,1.91,1.48
1.07,1.88,1.46
1.11,1.86,1.47
1.1,1.85,1.46
1.11,1.82,1.43
1.07,1.81,1.57
1.05,1.79,1.49
1.07,1.73,1.45
1.09,1.68,1.41
1.04,1.7,1.52
1.09,1.64,1.51
1.1,1.63,1.56
1.22,1.65,1.52
1.26,1.68,1.47
1.3,1.7,1.49
1.36,1.75,1.5
1.39,1.76,1.43
1.43,1.78,1.5
1.47,1.79,1.48
1.52,1.8,1.44
1.59,1.8,1.4
1.59,1.76,1.42
1.58,1.73,1.49
1.62,1.73,1.44
1.67,1.73,1.47
1.66,1.71,1.44
1.69,1.67,1.44
1.8,1.66,1.36
1.85,1.62,1.37
1.87,1.57,1.38
1.9,1.57,1.54
1.95,1.58,1.49
1.97,1.57,1.58
2.04,1.59,1.51
2.1,1.6,1.58
2.15,1.6,1.5
2.23,1.64,1.49
2.25,1.63,1.47
2.35,1.6,1.45
2.38,1.58,1.48
2.52,1.67,1.54
2.49,1.63,1.58
2.54,1.59,1.56
2.59,1.57,1.55
2.63,1.55,1.65
2.65,1.54,1.56
2.66,1.57,1.49
2.7,1.6,1.44
2.73,1.59,1.39
2.79,1.62,1.37
2.84,1.64,1.38
2.9,1.68,1.37
2.93,1.68,1.4
2.98,1.71,1.49
2.96,1.7,1.54
2.98,1.7,1.5
2.96,1.67,1.46
2.99,1.68,1.41
3.03,1.67,1.39
3.02,1.66,1.41
3.1,1.68,1.43
3.16,1.72,1.51
3.22,1.76,1.49
3.29,1.76,1.48
3.24,1.8,1.47
3.21,1.81,1.46
3.19,1.83,1.47
3.18,1.88,1.58
3.13,1.91,1.63
3.08,1.98,1.57
3.05,2.02,1.61
3,2.08,1.64
2.97,2.13,1.67
3.01,2.16,1.63
2.95,2.23,1.52
2.93,2.3,1.51
2.93,2.34,1.44
2.94,2.38,1.43
2.94,2.42,1.39
2.94,2.46,1.42
2.94,2.52,1.52
2.84,2.62,1.5
2.72,2.72,1.43
2.57,2.85,1.39
2.58,2.88,1.44
2.72,2.84,1.41
2.79,2.84,1.47
2.86,2.87,1.44
2.9,2.88,1.48
2.9,2.94,1.47
2.89,3,1.41
2.89,3.03,1.39
3.01,3.07,1.36
3.06,3.12,1.38
3.04,3.15,1.38
3.05,3.18,1.41
3.04,3.26,1.43
3.04,3.28,1.4
3.1,3.31,1.43
3.14,3.35,1.44
3.08,3.47,1.38
3.08,3.5,1.37
3.08,3.54,1.37
3.09,3.55,1.44
3.1,3.56,1.42
3.1,3.58,1.43
3.07,3.59,1.44
3.05,3.63,1.49
3.05,3.66,1.52
3.06,3.7,1.51
3.04,3.73,1.52
2.98,3.79,1.41
2.98,3.83,1.45
2.96,3.89,1.34
2.95,4,1.19
3.06,4.02,1.21
3.1,4.04,1.24
3.09,4.07,1.28
3.05,4.22,1.04
3.05,4.37,0.93
3.02,4.5,0.83
3.01,4.6,0.71
3,4.53,0.98
3,4.48,1.04
3.01,4.47,1.22
3.05,4.5,1.26
3.11,4.54,1.26
3.17,4.59,1.28
3.16,4.61,1.32
3.16,4.65,1.34
3.12,4.69,1.33
3.07,4.72,1.39
2.99,4.74,1.29
2.92,4.76,1.2
2.94,4.81,1.3
2.99,4.84,1.39
3.21,4.77,1.41
3.16,4.86,1.4
3.23,4.84,1.54
3.37,4.78,1.48
3.4,4.76,1.45
3.32,4.79,1.42
3.25,4.8,1.52
3.16,4.85,1.49
3.09,4.91,1.48
3.08,4.91,1.55
3.09,4.96,1.47
3.06,4.95,1.46
3.02,4.95,1.42
2.97,4.96,1.4
2.95,4.92,1.42
2.93,4.92,1.39
2.88,4.9,1.5
2.83,4.89,1.48
2.78,4.9,1.44
2.73,4.9,1.55
2.72,4.93,1.61
2.71,4.93,1.55
2.71,4.91,1.54
2.7,4.91,1.56
2.68,4.89,1.49
2.73,4.82,1.52
2.69,4.82,1.5
2.63,4.85,1.52
2.69,4.79,1.47
2.6,4.82,1.48
2.56,4.83,1.54
2.53,4.86,1.55
2.46,4.86,1.54
2.42,4.85,1.5
2.38,4.8,1.55
2.34,4.79,1.53
2.29,4.77,1.48
2.29,4.77,1.47
2.23,4.75,1.5
2.18,4.71,1.59
2.16,4.68,1.56
2.12,4.66,1.58
2.05,4.65,1.5
2.03,4.68,1.47
1.94,4.65,1.41
1.87,4.64,1.4
1.8,4.62,1.36
1.75,4.61,1.37
1.73,4.66,1.35
1.68,4.67,1.35
1.62,4.64,1.42
1.56,4.65,1.39
1.51,4.66,1.35
1.5,4.7,1.41
1.45,4.7,1.43
1.38,4.72,1.41
1.34,4.73,1.39
1.28,4.71,1.4
1.25,4.73,1.37
1.21,4.74,1.34
1.14,4.73,1.31
1.1,4.7,1.33
1.04,4.67,1.43
1,4.65,1.43
1,4.65,1.43
0.95,4.62,1.52
0.92,4.59,1.53
0.78,4.52,1.56
0.83,4.55,1.58
0.75,4.5,1.53
0.79,4.53,1.48
0.75,4.51,1.48
0.77,4.55,1.54
0.78,4.57,1.53
0.8,4.55,1.53
0.8,4.54,1.53
0.83,4.53,1.5
0.84,4.49,1.54
0.86,4.48,1.51
0.85,4.43,1.45
0.86,4.41,1.49
0.89,4.38,1.54
0.91,4.35,1.56
0.98,4.33,1.5
0.96,4.31,1.49
0.99,4.27,1.46
1,4.24,1.46
1.01,4.21,1.55
0.98,4.16,1.48
0.97,4.17,1.42
0.96,4.11,1.4
0.95,4.07,1.35
0.93,4.01,1.38
0.9,3.96,1.36
0.9,3.91,1.33
0.89,3.88,1.31
0.88,3.85,1.3
0.88,3.81,1.29
0.87,3.76,1.3
0.87,3.7,1.28
0.91,3.64,1.43
0.94,3.6,1.45
0.96,3.57,1.43
0.95,3.52,1.39
0.94,3.47,1.44
0.93,3.43,1.39
0.91,3.38,1.46
0.89,3.31,1.49
0.92,3.25,1.43
0.92,3.21,1.48
0.91,3.17,1.49
0.87,3.14,1.45
0.86,3.08,1.43
0.85,3.03,1.43
0.82,2.98,1.41
0.83,2.93,1.38
0.8,2.88,1.42
0.81,2.85,1.47
0.81,2.82,1.43
0.85,2.76,1.41
0.87,2.73,1.36
0.91,2.69,1.45
0.92,2.66,1.39
0.93,2.65,1.36
0.96,2.63,1.41
0.96,2.59,1.39
0.98,2.55,1.44
0.99,2.51,1.47
1,2.48,1.49
1,2.42,1.55
0.98,2.37,1.59
1,2.31,1.65
1.04,2.24,1.58
1.04,2.22,1.55
1.05,1.83,1.16
1.05,1.58,0.89
1.04,1.55,0.78
1.03,1.43,0.69
1.01,1.24,0.58
0.98,1.04,0.5
1.01,0.89,0.47
1.02,0.76,0.44
1.03,0.75,0.44
1.04,0.71,0.45
1.04,0.68,0.47
1.05,0.43,0.47
1.04,0.27,0.47
1.01,0.35,0.47
0.99,0.42,0.5
0.97,0.49,0.51
0.96,0.53,0.53
0.97,0.6,0.56
0.98,0.66,0.57
0.96,0.9,0.75
0.95,1.07,0.93
0.96,1.18,1.02
1,1.25,1.15
1.07,1.33,1.25
1.08,1.35,1.26
1.17,1.42,1.28
1.3,1.47,1.17
1.31,1.5,1.2
1.29,1.53,1.35
1.33,1.56,1.39
1.35,1.58,1.44
1.33,1.56,1.48
1.41,1.61,1.51
1.43,1.6,1.54
1.49,1.59,1.55
1.53,1.58,1.47
1.63,1.63,1.54
1.71,1.61,1.48
1.83,1.62,1.38
1.9,1.66,1.44
1.97,1.67,1.43
2.02,1.66,1.5
2.33,1.85,1.49
2.55,1.99,1.43
2.69,1.93,1.25
2.63,1.89,1.3
2.53,1.84,1.45
2.88,1.81,1.2
2.77,1.78,1.3
2.7,1.75,1.36
2.72,1.73,1.39
2.75,1.7,1.36
2.74,1.67,1.36
2.75,1.65,1.35
2.76,1.65,1.4
2.78,1.65,1.38
2.77,1.65,1.44
2.77,1.64,1.53
2.78,1.62,1.54
2.81,1.6,1.53
2.83,1.6,1.57
2.85,1.61,1.53
3.35,1.61,1.55
3.73,1.63,1.59
4.16,1.61,1.6
4.45,1.6,1.56
4.71,1.59,1.56
4.74,1.59,1.56
4.57,1.57,1.39
4.15,1.58,1.49
3.87,1.58,1.48
3.65,1.59,1.48
3.54,1.62,1.52
3.45,1.63,1.49
3.35,1.64,1.53
3.32,1.67,1.38
3.26,1.71,1.35
3.22,1.74,1.35
3.16,1.77,1.37
3.14,1.8,1.45
3.13,1.85,1.38
3.24,1.91,1.22
3.18,1.99,1.17
3.43,2.16,1.29
3.56,2.27,1.37
3.56,2.29,1.36
3.44,2.24,1.31
3.29,2.25,1.38
3.21,2.26,1.43
3.18,2.26,1.47
3.15,2.27,1.48
3.13,2.3,1.46
3.06,2.35,1.46
3.08,2.37,1.42
3.03,2.38,1.38
3.03,2.43,1.42
3.03,2.51,1.42
3.07,2.55,1.4
3.09,2.57,1.37
3.11,2.6,1.36
3.1,2.65,1.41
3.08,2.7,1.42
3.07,2.76,1.44
3.09,2.79,1.45
3.05,2.84,1.46
3.02,2.89,1.45
3,2.95,1.51
2.98,2.98,1.45
2.96,3.06,1.44
2.96,3.11,1.5
2.95,3.16,1.46
2.95,3.2,1.42
2.96,3.25,1.44
2.91,3.27,1.46
3,3.33,1.41
3.05,3.37,1.39
3.11,3.4,1.34
3.08,3.43,1.3
3.1,3.48,1.38
3.04,3.56,1.19
3.04,3.61,1.28
2.98,3.64,1.28
3,3.69,1.38
2.98,3.75,1.37
2.99,3.83,1.38
2.99,3.88,1.38
3.03,3.93,1.4
3.02,3.98,1.43
2.98,3.99,1.51
2.97,4.02,1.43
3.01,4.06,1.51
3.01,4.08,1.47
3.05,4.18,1.39
3.07,4.36,1.23
3.09,4.37,1.27
3.07,4.45,1.08
3.17,4.5,1.13
3.13,4.5,1.28
3.12,4.51,1.4
3.13,4.51,1.47
3.12,4.54,1.49
3.1,4.58,1.47
3.07,4.6,1.42
3.08,4.62,1.45
3.08,4.65,1.42
3.08,4.7,1.45
3.09,4.73,1.45
3.08,4.75,1.44
3.07,4.79,1.51
3.18,4.76,1.5
3.16,4.78,1.53
3.1,4.79,1.53
3.09,4.81,1.55
3.07,4.81,1.5
3.02,4.83,1.48
2.99,4.85,1.45
2.97,4.83,1.45
2.92,4.81,1.46
2.88,4.79,1.52
2.82,4.78,1.57
2.8,4.76,1.63
2.82,4.79,1.54
2.77,4.78,1.53
2.72,4.78,1.54
2.65,4.77,1.56
2.58,4.77,1.6
2.51,4.79,1.59
2.44,4.84,1.53
2.36,4.86,1.54
2.32,4.87,1.51
2.3,4.84,1.49
2.28,4.84,1.59
2.27,4.84,1.64
2.23,4.83,1.57
2.22,4.83,1.62
2.2,4.83,1.55
1.98,4.69,1.52
1.9,4.63,1.45
1.44,4.35,1.44
1.48,4.39,1.43
1.4,4.34,1.48
1.35,4.3,1.52
1.5,4.39,1.56
1.59,4.46,1.58
1.65,4.51,1.65
1.7,4.54,1.74
1.75,4.57,1.62
1.78,4.6,1.59
1.78,4.62,1.62
1.77,4.65,1.61
1.76,4.68,1.53
1.75,4.7,1.5
1.74,4.71,1.51
1.7,4.73,1.52
1.7,4.75,1.5
1.72,4.78,1.44
1.73,4.79,1.46
1.7,4.78,1.5
1.68,4.78,1.48
1.65,4.76,1.59
1.64,4.72,1.65
1.54,4.69,1.69
1.48,4.68,1.63
1.42,4.65,1.54
1.38,4.64,1.5
1.32,4.63,1.53
1.29,4.63,1.51
1.25,4.64,1.47
1.21,4.66,1.41
1.16,4.65,1.48
1.12,4.65,1.42
1.1,4.65,1.45
0.97,4.6,1.44
1.07,4.68,1.46
1.08,4.7,1.43
0.94,4.62,1.49
0.92,4.64,1.43
0.94,4.68,1.48
0.91,4.7,1.47
0.89,4.7,1.54
0.86,4.71,1.48
0.8,4.67,1.49
0.8,4.65,1.45
0.76,4.59,1.41
0.73,4.54,1.4
0.8,4.53,1.47
0.81,4.46,1.55
0.82,4.43,1.48
0.87,4.41,1.43
0.89,4.38,1.46
0.93,4.36,1.57
0.94,4.34,1.49
0.95,4.31,1.5
0.95,4.27,1.43
0.97,4.23,1.44
0.97,4.22,1.42
0.96,4.17,1.45
0.97,4.13,1.47
0.92,4.1,1.43
0.9,4.07,1.42
0.88,4.03,1.45
0.83,3.99,1.39
0.78,3.92,1.41
0.73,3.87,1.49
0.73,3.83,1.44
0.77,3.8,1.49
0.8,3.8,1.46
0.81,3.76,1.54
0.82,3.73,1.51
0.86,3.7,1.56
0.87,3.66,1.51
0.89,3.61,1.49
0.91,3.58,1.58
0.94,3.57,1.58
0.93,3.54,1.51
0.9,3.52,1.49
0.89,3.49,1.43
0.87,3.45,1.4
0.88,3.42,1.39
0.88,3.4,1.39
0.88,3.36,1.39
0.85,3.3,1.45
0.83,3.22,1.43
0.79,3.15,1.36
0.85,3.14,1.42
0.88,3.11,1.46
0.85,3.06,1.41
0.89,3.03,1.47
0.86,2.98,1.45
0.88,2.93,1.45
0.92,2.89,1.45
0.97,2.85,1.46
1.01,2.82,1.5
0.99,2.8,1.55
1,2.77,1.53
1.01,2.75,1.46
1.05,2.69,1.53
1.07,2.65,1.49
1.06,2.61,1.45
1.08,2.57,1.4
1.06,2.52,1.49
1.01,2.47,1.53
1,2.43,1.62
0.99,2.4,1.6
0.98,2.36,1.59
0.96,2.34,1.52
0.96,2.3,1.45
0.99,2.25,1.43
1,2.2,1.49
0.98,2.15,1.46
0.95,2.11,1.49
0.96,2.08,1.44
0.97,2.06,1.5
0.98,2.04,1.57
0.97,2.02,1.51
0.95,2,1.45
0.96,1.98,1.41
0.91,1.93,1.4
0.99,1.94,1.43
0.98,1.89,1.5
0.98,1.84,1.53
0.97,1.8,1.58
0.97,1.76,1.58
0.96,1.7,1.58
0.97,1.66,1.53
1.03,1.66,1.47
1.01,1.66,1.42
1.01,1.61,1.42
1.04,1.57,1.39
1.07,1.56,1.52
1.12,1.55,1.52
1.16,1.54,1.51
1.18,1.51,1.46
1.19,1.48,1.41
1.17,1.49,1.46
1.21,1.54,1.42
1.21,1.56,1.46
1.28,1.55,1.5
1.38,1.55,1.55
1.42,1.53,1.48
1.5,1.51,1.5
1.54,1.52,1.53
1.57,1.51,1.51
1.58,1.5,1.45
1.57,1.5,1.46
1.58,1.48,1.49
1.68,1.49,1.49
1.75,1.47,1.43
1.8,1.5,1.4
1.86,1.54,1.39
1.93,1.56,1.39
2.03,1.56,1.42
2.1,1.57,1.46
2.13,1.58,1.56
2.1,1.65,1.5
2.12,1.68,1.45
2.16,1.7,1.52
2.26,1.67,1.48
2.26,1.68,1.52
2.26,1.67,1.61
2.23,1.68,1.53
2.3,1.67,1.6
2.37,1.66,1.66
2.45,1.64,1.69
2.51,1.64,1.74
2.56,1.63,1.69
2.65,1.61,1.61
2.72,1.61,1.6
2.71,1.59,1.58
2.7,1.63,1.59
2.76,1.67,1.51
2.82,1.69,1.54
2.86,1.7,1.48
2.91,1.7,1.52
2.91,1.69,1.51
2.96,1.69,1.47
2.95,1.7,1.52
2.98,1.67,1.46
3.02,1.67,1.5
3.1,1.7,1.58
3.16,1.72,1.58
3.19,1.74,1.64
3.23,1.76,1.64
3.26,1.77,1.56
3.28,1.81,1.54
3.29,1.85,1.56
3.32,1.91,1.54
3.34,1.95,1.56
3.28,1.96,1.65
3.17,1.93,1.58
3.12,1.96,1.52
3.02,1.99,1.41
2.97,2,1.37
2.94,2.03,1.4
2.95,2.09,1.49
2.94,2.12,1.52
2.97,2.17,1.52
3.02,2.24,1.45
3.11,2.31,1.4
3.15,2.46,1.32
3.16,2.49,1.31
3.13,2.5,1.38
3.11,2.54,1.34
3.08,2.56,1.36
3.05,2.6,1.38
3.03,2.66,1.47
3.03,2.71,1.5
3.02,2.78,1.49
3.03,2.83,1.45
3.03,2.89,1.47
3.01,2.95,1.53
3.05,3.04,1.46
3.04,3.04,1.46
3.03,3.09,1.51
3.04,3.11,1.46
3.03,3.17,1.42
3.04,3.23,1.52
3.06,3.29,1.47
3.08,3.34,1.44
3.09,3.36,1.46
3.1,3.39,1.56
3.1,3.42,1.49
3.1,3.46,1.45
3.1,3.54,1.44
3.09,3.62,1.51
3.09,3.68,1.43
3.1,3.72,1.51
3.13,3.74,1.47
3.15,3.78,1.52
3.18,3.82,1.48
3.17,3.9,1.43
3.17,3.98,1.42
3.32,3.95,1.39
3.31,4.05,1.34
3.27,4.1,1.33
3.29,4.1,1.46
3.21,4.17,1.57
3.37,4.12,1.52
3.32,4.19,1.59
3.27,4.24,1.53
3.53,4.15,1.47
3.45,4.27,1.46
3.59,4.25,1.52
3.5,4.34,1.51
3.51,4.38,1.47
3.52,4.4,1.61
3.55,4.45,1.59
3.56,4.46,1.65
3.57,4.48,1.63
3.59,4.51,1.58
3.47,4.61,1.54
3.52,4.6,1.55
3.56,4.59,1.61
3.56,4.61,1.58
3.39,4.72,1.53
3.32,4.76,1.59
3.26,4.79,1.66
3.31,4.73,1.67
3.4,4.67,1.7
3.45,4.64,1.6
3.34,4.67,1.53
3.24,4.69,1.5
3.11,4.73,1.53
3.03,4.74,1.55
2.97,4.75,1.61
2.85,4.78,1.69
2.83,4.77,1.64
2.78,4.79,1.69
2.73,4.78,1.59
2.66,4.79,1.66
2.63,4.81,1.71
2.63,4.86,1.59
2.55,4.85,1.51
2.49,4.83,1.51
2.43,4.85,1.49
2.38,4.85,1.51
2.34,4.8,1.53
2.28,4.76,1.57
2.22,4.73,1.62
2.16,4.73,1.62
2.14,4.74,1.57
2.13,4.76,1.55
2.09,4.76,1.54
2.07,4.77,1.57
2.02,4.76,1.58
1.97,4.75,1.64
1.91,4.73,1.57
1.86,4.71,1.51
1.83,4.7,1.57
1.79,4.7,1.48
1.77,4.71,1.49
1.73,4.71,1.56
1.71,4.75,1.51
1.64,4.75,1.46
1.58,4.78,1.42
1.52,4.8,1.37
1.45,4.79,1.34
1.4,4.79,1.36
1.43,4.8,1.33
1.35,4.8,1.36
1.29,4.79,1.4
1.22,4.77,1.45
1.17,4.77,1.4
1.12,4.78,1.44
1.07,4.77,1.46
1.05,4.79,1.42
1.06,4.81,1.42
1.01,4.79,1.41
0.93,4.77,1.38
0.9,4.75,1.48
0.88,4.76,1.5
0.84,4.81,1.58
0.8,4.78,1.6
0.74,4.73,1.55
0.54,4.62,1.51
0.58,4.6,1.54
0.53,4.55,1.49
0.5,4.5,1.44
0.49,4.46,1.49
0.54,4.43,1.47
0.58,4.38,1.51
0.69,4.38,1.46
0.75,4.35,1.44
0.82,4.31,1.56
0.86,4.27,1.49
0.92,4.23,1.43
0.92,4.2,1.43
0.96,4.15,1.4
0.96,4.1,1.49
0.88,4.04,1.44
0.82,3.98,1.4
0.79,3.9,1.4
0.82,3.86,1.4
0.83,3.82,1.4
0.86,3.78,1.41
0.88,3.74,1.4
0.9,3.68,1.49
0.92,3.64,1.58
0.97,3.6,1.6
0.95,3.53,1.59
0.95,3.48,1.54
0.94,3.42,1.48
0.93,3.37,1.44
0.92,3.34,1.39
0.94,3.3,1.41
0.92,3.29,1.4
0.87,3.26,1.4
0.83,3.18,1.4
0.84,3.13,1.37
0.84,3.06,1.42
0.86,3.02,1.39
0.87,2.95,1.39
0.87,2.89,1.42
0.9,2.84,1.44
0.91,2.81,1.53
0.92,2.78,1.47
0.93,2.73,1.43
0.94,2.67,1.39
0.98,2.63,1.34
1,2.59,1.4
1.03,2.56,1.35
0.98,2.49,1.31
0.98,2.48,1.33
1,2.45,1.32
