2.64639699283399e-07,2.02277168774594e-07,2.74281430840871e-07,2.11947575829651e-07
1.98616719478879e-07,2.75794245060232e-07,2.04107511146037e-07,2.77733797301776e-07
2.23774965550074e-07,3.59355762552708e-07,1.24940577121766e-07,3.0356176256712e-07
1.67754554145551e-07,2.90857865764991e-07,2.06610261755894e-07,3.14454458661154e-07
3.08133980970818e-07,2.75639689558866e-07,2.19645298023976e-07,1.69046041392915e-07
1.91183876631245e-07,2.04784951593208e-07,2.76170680794521e-07,2.87024416210167e-07
3.71983281456789e-07,3.02417866143673e-07,2.47947961643731e-07,1.0434546469375e-07
1.86554400327151e-07,2.17397411234978e-07,2.63758105819932e-07,2.86134090969992e-07
2.45860827659538e-07,3.67140855527693e-07,1.10466222403736e-07,2.93519741901549e-07
3.57706897209216e-07,2.9414548390243e-07,2.38702642915216e-07,1.19315701197386e-07
2.8089267548133e-07,2.65665937684141e-07,2.14124884037491e-07,1.96669231202153e-07
2.79719420121094e-07,1.47061558257881e-07,3.29048858992586e-07,2.25213776353641e-07
1.26052571366806e-07,2.16628386033135e-07,3.1589513050493e-07,3.61898098411927e-07
3.17008027204878e-07,3.1805749829835e-07,1.75456988588157e-07,1.79581480779031e-07
3.24718689597963e-07,3.14487122313638e-07,1.88112983645704e-07,1.69612107358457e-07
3.4570525315277e-07,2.36285948713204e-07,2.89221711649818e-07,1.27503580921048e-07
2.4635387107138e-07,9.07760571257429e-08,4.04435890413689e-07,3.28961846125714e-07
2.73987246292201e-07,7.62089151000502e-08,3.9543274702381e-07,3.00932620707705e-07
2.58086959038102e-07,2.96178558529283e-07,1.76697442431356e-07,2.29225022213369e-07
2.97379733294032e-07,1.17316644876246e-07,3.62427683007794e-07,2.33517610161694e-07
3.50864574581928e-07,1.60439868681277e-07,3.59053904580038e-07,1.75873401680727e-07
2.24447060657166e-07,1.12880104409059e-07,3.8130464598183e-07,3.28460820251989e-07
3.13079612174358e-07,2.55345225052397e-07,2.42203912081871e-07,1.5739831662603e-07
1.78362866833121e-07,1.89189954069257e-07,3.05215003062706e-07,3.08757989591337e-07
3.4095185139968e-07,4.1186215248107e-07,8.21476805072589e-08,2.50699546675731e-07
9.0931236186983e-08,2.4452073907008e-07,3.31938535752973e-07,4.00070619748644e-07
2.28014575857645e-07,1.71529125746015e-07,3.02698402200237e-07,2.58390204868896e-07
2.23601557693356e-07,2.63486054711801e-07,2.07132163725534e-07,2.5140805389719e-07
1.00999435711707e-07,2.83013542404767e-07,2.61871026821461e-07,3.71493384531503e-07
3.31199341783106e-07,2.89960763348815e-07,2.18827887766914e-07,1.46806359076702e-07
3.0815212757471e-07,2.82677908858794e-07,2.13185260129648e-07,1.68808708440025e-07
3.33282967226964e-07,7.56342732078102e-08,4.1697918641731e-07,2.56469131546884e-07
2.44553959499076e-07,1.02850333653944e-07,3.74329280229467e-07,3.04847089937811e-07
3.2449777210445e-07,3.43561461502156e-07,1.545278922996e-07,1.91040247871873e-07
1.79346476840058e-07,2.52644264794931e-07,2.33235772678342e-07,2.92556425948804e-07
4.41793585328845e-07,3.07739264667742e-07,3.18719728133164e-07,3.224723265675e-08
3.17214531771799e-07,6.98431077431379e-08,4.0559647222637e-07,2.68801640988919e-07
2.15986347465007e-07,1.68543904843223e-07,3.05644969718101e-07,2.74722371186579e-07
2.84770102996196e-07,2.9939466431069e-07,1.7962644600209e-07,2.04446421169448e-07
2.15468931725097e-07,1.33079656678015e-07,3.54801070717898e-07,3.10660075022485e-07
