9.04720690069967e-08,1.92335914239391e-07,1.06958443656358e-07,2.01981648958433e-07
1.80256061033717e-07,1.34876738636768e-07,1.52067888300938e-07,9.26221104163994e-08
1.11321987684209e-07,1.33283446207689e-07,1.5906520121036e-07,1.77206004094966e-07
2.53913660479677e-07,1.20485159984017e-07,2.24470024507545e-07,2.98671339109378e-08
1.49850043768172e-07,1.46565797646063e-07,1.23846412897891e-07,1.24499309375258e-07
2.25397594792393e-07,3.83091226559344e-08,2.45816755005648e-07,1.06337549370329e-07
1.55615145836955e-07,1.66895525719857e-07,1.12837168222855e-07,1.24832420332402e-07
2.08415486686175e-07,1.23899393074794e-07,1.79401624956546e-07,5.99982316619176e-08
1.275260776963e-07,2.1360192875067e-07,8.14592802063573e-08,1.88785149807646e-07
2.26620103762559e-07,1.07440029212949e-07,2.0385245863358e-07,4.79306818158404e-08
2.21363756039934e-07,7.74643234904872e-08,2.20849876859587e-07,7.00893766321622e-08
1.87972677995174e-07,9.90635704711455e-08,2.05240038166177e-07,1.25205479921816e-07
2.28976448630709e-07,6.7704689141261e-08,2.61725587729159e-07,1.44610792176829e-07
1.65225264736189e-07,1.43551806806884e-07,1.45967660842957e-07,1.22471871269659e-07
1.99009843296036e-07,1.59491744660864e-07,1.50401889915086e-07,9.23553761109736e-08
1.76004119394985e-07,9.98466216844948e-08,1.83611675467114e-07,1.12740062247719e-07
1.79461579151233e-07,1.18579899307605e-07,1.71970037021509e-07,1.01453909117769e-07
2.37960966207653e-07,6.02775310812298e-08,2.41903571237043e-07,7.3089025632514e-08
1.29268759991952e-07,1.50676138884746e-07,1.18349087957864e-07,1.42268087543619e-07
1.59063393714329e-07,1.13710443545905e-07,1.60389346115549e-07,1.15877484939585e-07
7.47126299166907e-08,2.10680936133421e-07,9.68984211008547e-08,2.22519689124182e-07
7.23605884393789e-08,1.69686799407864e-07,1.33819284079142e-07,2.05674437680971e-07
6.42452733636801e-08,1.78673610507129e-07,1.39141320716615e-07,2.16164961010528e-07
1.45116944308849e-07,8.86377256127535e-08,1.93356273557517e-07,1.54346984744231e-07
1.10344641744659e-07,1.70620111862541e-07,1.18050582240526e-07,1.7673073263942e-07
1.36479291341422e-07,2.23605077960612e-07,5.672274399284e-08,1.8187628756947e-07
2.24480954082263e-07,7.14701251804377e-08,2.38061941716951e-07,1.03848081227953e-07
2.47820920341821e-07,9.44051532221366e-08,2.45384725988939e-07,8.32567447778647e-08
