2.63898264811248e-07,2.01311995744388e-07,2.7324198408459e-07,2.13413699950786e-07
1.98543603610421e-07,2.74091596242901e-07,2.04684536797605e-07,2.78572073619053e-07
2.24223723942799e-07,3.58399146416988e-07,1.25145727226536e-07,3.06325191286496e-07
1.67659421393564e-07,2.90381849134152e-07,2.0496625746365e-07,3.13405653144929e-07
3.08548021125195e-07,2.7557455290115e-07,2.17488999845168e-07,1.67454226342741e-07
1.89988462450977e-07,2.06280077211597e-07,2.75840904241377e-07,2.87304818690249e-07
3.73917019542244e-07,3.0017518699349e-07,2.46006428740275e-07,1.03972921305336e-07
1.87783499683686e-07,2.16173090582913e-07,2.66083861139901e-07,2.86825353652415e-07
2.45526212135101e-07,3.64154139907484e-07,1.11564381170359e-07,2.91155848150564e-07
3.57697891885314e-07,2.93099870871578e-07,2.37363447877776e-07,1.19587452661905e-07
2.78556221172367e-07,2.66854129152862e-07,2.1215182611602e-07,1.96534870230364e-07
2.8148950997823e-07,1.46909661504928e-07,3.29327561487479e-07,2.25394647609472e-07
1.26243105405683e-07,2.16624790480308e-07,3.18951877696693e-07,3.64306572098848e-07
3.15699885275682e-07,3.18084223697904e-07,1.76570273940361e-07,1.80798831417113e-07
3.24696652017594e-07,3.14615183279614e-07,1.86687368840756e-07,1.68543678028323e-07
3.4800723341366e-07,2.33950583320441e-07,2.87912462021196e-07,1.28520141280858e-07
2.44852875965397e-07,9.01707346173556e-08,4.02475017131205e-07,3.31909580951908e-07
2.72784638726866e-07,7.69319008506219e-08,3.96623475673454e-07,2.98022213431203e-07
2.58234033138059e-07,2.96005315635381e-07,1.76793302447624e-07,2.28451751588799e-07
2.97189248639039e-07,1.18004806140823e-07,3.60595533634554e-07,2.35866113807993e-07
3.48102783159568e-07,1.60083773203202e-07,3.56099560119094e-07,1.76799783700518e-07
2.26133589234947e-07,1.12106969151609e-07,3.80567036755838e-07,3.25979818113329e-07
3.15052331709539e-07,2.54315659693778e-07,2.43270415241492e-07,1.56840613304182e-07
1.77498282080965e-07,1.87339634226283e-07,3.0576931953856e-07,3.11585261495819e-07
3.37689225212885e-07,4.12576072979464e-07,8.27896130657965e-08,2.51075931148053e-07
9.10927508685806e-08,2.44516079030209e-07,3.29555582291648e-07,4.00121363417513e-07
2.28939217861631e-07,1.72770104775687e-07,3.00131005681124e-07,2.59836418156249e-07
2.25705718142913e-07,2.64152675927002e-07,2.08187324815873e-07,2.49350209967783e-07
1.00912829514048e-07,2.80996522790522e-07,2.6311382535069e-07,3.71489611901203e-07
3.33145255182439e-07,2.92509290975567e-07,2.16804117443981e-07,1.46901155874008e-07
3.09979477735391e-07,2.80291305667149e-07,2.13438914084453e-07,1.67427923182006e-07
3.35197693871229e-07,7.62271959573337e-08,4.1591889888167e-07,2.57762723980541e-07
2.45595885252676e-07,1.02038540634346e-07,3.76968202114528e-07,3.0364378855363e-07
3.25892421051299e-07,3.44172132169954e-07,1.54645934783247e-07,1.90168219239493e-07
1.79846040192674e-07,2.53135761257945e-07,2.31897852697259e-07,2.92420467033781e-07
4.40231657869186e-07,3.0736822240931e-07,3.16800595164047e-07,3.21547609709794e-08
3.16350810546701e-07,7.03001963517556e-08,4.09028594736354e-07,2.68642278105173e-07
2.14798964277073e-07,1.69830849534062e-07,3.06768225582897e-07,2.77147373478871e-07
2.83276402421704e-07,2.98708478818122e-07,1.80558638287121e-07,2.03918260606921e-07
2.16098813163701e-07,1.31886709116629e-07,3.54915612111295e-07,3.10902715831158e-07
2.54733930934508e-07,8.96153616747316e-08,3.89065547327272e-07,3.07430541091505e-07
3.2325779936397e-07,3.94562404569566e-08,4.36794911388667e-07,2.96396667788951e-07
3.34386471665721e-07,9.98913046192624e-08,3.96370331100932e-07,2.35102955495141e-07
3.62523023428669e-07,2.50868504546415e-07,2.84404058205323e-07,1.11345104881841e-07
3.37661909841592e-07,2.89455257200804e-07,2.23611200095641e-07,1.40608496797047e-07
2.08541868587684e-07,2.13854642360752e-07,2.61391869825513e-07,2.6564978207422e-07
2.81344574294519e-07,2.78260000650993e-07,2.01364716803701e-07,1.97031996515189e-07
1.74147684260249e-07,2.66151431893007e-07,2.22362503967206e-07,2.99923743535013e-07
3.3156797237081e-07,3.34682747727278e-07,1.69800226950441e-07,1.75804830413193e-07
2.72479849181756e-07,9.59610030822393e-08,3.75797574459897e-07,2.76020040707878e-07
1.1851363333435e-07,2.96453968145047e-07,2.35935561215546e-07,3.59868118883752e-07
2.24562884180478e-07,1.09497305621368e-07,3.94962747335593e-07,3.42865487866254e-07
1.97319594539155e-07,3.68822117869932e-07,1.39023287176655e-07,3.41206985008174e-07
2.51900430494801e-07,1.8261310124756e-07,2.89589776743433e-07,2.31853308490728e-07
4.23340032597095e-07,2.79020512033648e-07,3.23423604101497e-07,5.69077378412815e-08
1.99518285604582e-07,3.36139650716015e-07,1.5340317183676e-07,3.10990114991573e-07
2.81926606856702e-07,3.69676051920387e-07,1.03011012760062e-07,2.60363285544573e-07
3.10132504430922e-07,2.69608836381987e-07,2.24618293938174e-07,1.64195408956369e-07
3.33532942063798e-07,3.33297102994771e-07,1.72937788150911e-07,1.72482503441664e-07
1.80692229428834e-07,2.78398309077757e-07,2.08115317226766e-07,2.96930837040866e-07
1.73295246438839e-07,2.1290217251529e-07,2.77185383955081e-07,3.03525665639264e-07
3.33225213973304e-07,3.38870041285264e-07,1.66446627340268e-07,1.77477720872432e-07
3.12775342729776e-07,9.87949183030798e-08,3.83929191336288e-07,2.43584984805959e-07
4.39511966154731e-07,2.94163857205281e-07,3.290065616928e-07,4.0086458182406e-08
